name,Cmax,pos,Ymax,pos,Smax,pos,Smean,D,?,Dmaxcut,Networks-used
TcCLB.508121.90,0.665,28,0.775,26,0.992,15,0.957,0.873,Y,0.450,SignalP-noTM
TcCLB.508123.10,0.352,27,0.286,27,0.406,26,0.238,0.260,N,0.450,SignalP-noTM
TcCLB.508125.100,0.725,26,0.816,26,0.993,5,0.926,0.875,Y,0.450,SignalP-noTM
TcCLB.508125.110,0.383,54,0.345,54,0.546,50,0.199,0.287,N,0.500,SignalP-TM
TcCLB.508125.120,0.469,43,0.409,43,0.781,39,0.278,0.338,N,0.450,SignalP-noTM
TcCLB.508125.130,0.812,25,0.870,25,0.986,13,0.934,0.905,Y,0.450,SignalP-noTM
TcCLB.508125.140,0.589,26,0.727,26,0.982,5,0.905,0.823,Y,0.450,SignalP-noTM
TcCLB.508125.14,0.523,28,0.675,28,0.990,5,0.890,0.791,Y,0.450,SignalP-noTM
TcCLB.508125.149,0.203,63,0.259,63,0.450,50,0.197,0.234,N,0.500,SignalP-TM
TcCLB.508125.22,0.395,44,0.272,44,0.283,41,0.166,0.215,N,0.450,SignalP-noTM
TcCLB.508125.30,0.818,25,0.890,25,0.995,6,0.969,0.933,Y,0.450,SignalP-noTM
TcCLB.508125.40,0.131,49,0.191,49,0.535,46,0.232,0.213,N,0.450,SignalP-noTM
TcCLB.508125.50,0.295,17,0.527,17,0.968,3,0.940,0.750,Y,0.450,SignalP-noTM
TcCLB.508125.65,0.250,36,0.306,21,0.617,5,0.472,0.396,N,0.450,SignalP-noTM
TcCLB.508125.80,0.181,66,0.200,66,0.359,45,0.163,0.185,N,0.500,SignalP-TM
TcCLB.508127.5,0.162,48,0.134,48,0.171,42,0.111,0.121,N,0.450,SignalP-noTM
TcCLB.508127.9,0.129,20,0.134,20,0.164,2,0.137,0.136,N,0.450,SignalP-noTM
TcCLB.508129.9,0.274,19,0.171,19,0.161,29,0.102,0.133,N,0.450,SignalP-noTM
TcCLB.508131.10,0.109,48,0.120,11,0.148,1,0.128,0.124,N,0.450,SignalP-noTM
TcCLB.508131.19,0.214,35,0.165,35,0.285,3,0.141,0.152,N,0.450,SignalP-noTM
TcCLB.508133.10,0.118,60,0.109,26,0.146,12,0.109,0.109,N,0.450,SignalP-noTM
TcCLB.508133.19,0.109,67,0.106,16,0.127,5,0.105,0.105,N,0.450,SignalP-noTM
TcCLB.508135.10,0.159,24,0.168,30,0.358,23,0.169,0.169,N,0.450,SignalP-noTM
TcCLB.508135.20,0.107,11,0.112,11,0.134,1,0.099,0.105,N,0.450,SignalP-noTM
TcCLB.508137.20,0.112,56,0.124,11,0.167,1,0.126,0.125,N,0.450,SignalP-noTM
TcCLB.508137.30,0.110,40,0.108,40,0.119,27,0.098,0.103,N,0.450,SignalP-noTM
TcCLB.508137.40,0.120,29,0.204,12,0.435,1,0.360,0.288,N,0.450,SignalP-noTM
TcCLB.508143.110,0.114,34,0.119,14,0.147,1,0.127,0.124,N,0.450,SignalP-noTM
TcCLB.508143.15,0.168,44,0.221,19,0.622,12,0.394,0.290,N,0.500,SignalP-TM
TcCLB.508143.30,0.215,22,0.217,22,0.307,14,0.215,0.216,N,0.450,SignalP-noTM
TcCLB.508143.50,0.173,67,0.169,60,0.352,44,0.151,0.162,N,0.500,SignalP-TM
TcCLB.508143.65,0.125,39,0.119,39,0.136,19,0.112,0.115,N,0.450,SignalP-noTM
TcCLB.508143.80,0.728,28,0.800,28,0.990,7,0.896,0.852,Y,0.450,SignalP-noTM
TcCLB.508143.90,0.151,33,0.212,21,0.524,14,0.412,0.292,N,0.500,SignalP-TM
TcCLB.508145.10,0.132,25,0.137,25,0.207,3,0.143,0.140,N,0.450,SignalP-noTM
TcCLB.508145.20,0.132,25,0.137,25,0.207,3,0.143,0.140,N,0.450,SignalP-noTM
TcCLB.508145.30,0.132,25,0.137,25,0.207,3,0.143,0.140,N,0.450,SignalP-noTM
TcCLB.508145.40,0.117,43,0.107,21,0.118,2,0.105,0.106,N,0.450,SignalP-noTM
TcCLB.508145.49,0.112,58,0.122,12,0.171,1,0.116,0.119,N,0.450,SignalP-noTM
TcCLB.508147.140,0.409,26,0.620,26,0.996,7,0.946,0.796,Y,0.450,SignalP-noTM
TcCLB.508147.150,0.759,27,0.853,27,0.994,8,0.960,0.911,Y,0.450,SignalP-noTM
TcCLB.508147.159,0.162,68,0.126,51,0.216,40,0.115,0.122,N,0.500,SignalP-TM
TcCLB.508147.20,0.194,37,0.178,37,0.321,5,0.183,0.181,N,0.450,SignalP-noTM
TcCLB.508147.45,0.147,11,0.139,11,0.262,43,0.126,0.132,N,0.450,SignalP-noTM
TcCLB.508147.70,0.213,64,0.243,64,0.460,45,0.188,0.221,N,0.500,SignalP-TM
TcCLB.508147.75,0.208,34,0.366,34,0.862,20,0.650,0.519,Y,0.450,SignalP-noTM
TcCLB.508147.79,0.860,25,0.911,25,0.993,6,0.966,0.941,Y,0.450,SignalP-noTM
TcCLB.508147.90,0.822,26,0.870,26,0.991,6,0.927,0.901,Y,0.450,SignalP-noTM
TcCLB.508149.10,0.168,39,0.131,39,0.181,1,0.107,0.118,N,0.450,SignalP-noTM
TcCLB.508149.40,0.144,11,0.137,59,0.217,50,0.127,0.132,N,0.450,SignalP-noTM
TcCLB.508149.60,0.112,68,0.169,58,0.308,46,0.151,0.162,N,0.500,SignalP-TM
TcCLB.508149.65,0.657,22,0.708,22,0.846,12,0.732,0.718,Y,0.500,SignalP-TM
TcCLB.508149.70,0.608,24,0.772,24,0.997,7,0.979,0.884,Y,0.450,SignalP-noTM
TcCLB.508151.10,0.511,24,0.701,24,0.996,7,0.961,0.841,Y,0.450,SignalP-noTM
TcCLB.508151.20,0.894,29,0.893,29,0.993,7,0.909,0.902,Y,0.450,SignalP-noTM
TcCLB.508151.5,0.205,31,0.187,31,0.371,10,0.185,0.186,N,0.450,SignalP-noTM
TcCLB.508157.10,0.109,19,0.104,67,0.110,60,0.097,0.100,N,0.450,SignalP-noTM
TcCLB.508157.20,0.884,28,0.877,28,0.989,5,0.890,0.884,Y,0.450,SignalP-noTM
TcCLB.508157.30,0.126,19,0.144,19,0.249,1,0.144,0.144,N,0.450,SignalP-noTM
TcCLB.508157.40,0.169,49,0.163,49,0.325,48,0.131,0.145,N,0.450,SignalP-noTM
TcCLB.508157.50,0.285,31,0.173,31,0.147,30,0.107,0.137,N,0.450,SignalP-noTM
TcCLB.508159.13,0.147,66,0.180,55,0.373,43,0.161,0.172,N,0.500,SignalP-TM
TcCLB.508159.26,0.265,22,0.349,22,0.667,14,0.460,0.409,N,0.450,SignalP-noTM
TcCLB.508159.40,0.186,67,0.138,48,0.266,42,0.131,0.135,N,0.500,SignalP-TM
TcCLB.508159.50,0.893,28,0.887,28,0.988,5,0.897,0.892,Y,0.450,SignalP-noTM
TcCLB.508159.60,0.655,30,0.728,30,0.996,7,0.853,0.796,Y,0.450,SignalP-noTM
TcCLB.508159.70,0.111,61,0.108,11,0.132,52,0.105,0.106,N,0.450,SignalP-noTM
TcCLB.508159.80,0.557,26,0.705,26,0.993,6,0.904,0.812,Y,0.450,SignalP-noTM
TcCLB.508161.10,0.574,29,0.728,29,0.995,8,0.934,0.839,Y,0.450,SignalP-noTM
TcCLB.508161.20,0.145,64,0.192,64,0.532,45,0.178,0.187,N,0.500,SignalP-TM
TcCLB.508161.23,0.152,37,0.132,37,0.167,1,0.110,0.123,N,0.500,SignalP-TM
TcCLB.508161.26,0.260,35,0.462,27,0.997,14,0.945,0.723,Y,0.450,SignalP-noTM
TcCLB.508161.30,0.666,28,0.748,28,0.986,5,0.865,0.811,Y,0.450,SignalP-noTM
TcCLB.508161.40,0.226,27,0.460,27,0.997,14,0.939,0.719,Y,0.450,SignalP-noTM
TcCLB.508161.50,0.176,24,0.162,24,0.260,15,0.149,0.155,N,0.450,SignalP-noTM
TcCLB.508163.10,0.445,29,0.634,29,0.993,8,0.918,0.788,Y,0.450,SignalP-noTM
TcCLB.508163.105,0.253,58,0.165,58,0.296,6,0.139,0.151,N,0.450,SignalP-noTM
TcCLB.508163.120,0.474,29,0.664,29,0.996,14,0.942,0.814,Y,0.450,SignalP-noTM
TcCLB.508163.140,0.668,25,0.803,25,0.992,7,0.965,0.890,Y,0.450,SignalP-noTM
TcCLB.508163.150,0.310,51,0.196,51,0.266,4,0.160,0.177,N,0.450,SignalP-noTM
TcCLB.508163.170,0.210,65,0.219,65,0.460,42,0.181,0.204,N,0.500,SignalP-TM
TcCLB.508163.181,0.286,22,0.367,22,0.663,14,0.471,0.423,N,0.450,SignalP-noTM
TcCLB.508163.190,0.226,66,0.126,66,0.203,42,0.101,0.116,N,0.500,SignalP-TM
TcCLB.508163.20,0.681,26,0.786,26,0.993,6,0.916,0.856,Y,0.450,SignalP-noTM
TcCLB.508163.210,0.150,21,0.196,21,0.388,1,0.244,0.222,N,0.450,SignalP-noTM
TcCLB.508163.230,0.250,25,0.477,25,0.984,6,0.914,0.713,Y,0.450,SignalP-noTM
TcCLB.508163.234,0.795,25,0.876,25,0.992,7,0.967,0.926,Y,0.450,SignalP-noTM
TcCLB.508163.240,0.142,18,0.154,18,0.181,1,0.164,0.160,N,0.450,SignalP-noTM
TcCLB.508163.250,0.279,62,0.320,62,0.492,45,0.222,0.281,N,0.500,SignalP-TM
TcCLB.508163.270,0.439,29,0.606,29,0.987,6,0.866,0.747,Y,0.450,SignalP-noTM
TcCLB.508163.280,0.616,23,0.773,23,0.995,6,0.971,0.880,Y,0.450,SignalP-noTM
TcCLB.508163.300,0.632,16,0.611,16,0.777,10,0.575,0.592,Y,0.450,SignalP-noTM
TcCLB.508163.30,0.211,29,0.239,29,0.481,13,0.325,0.274,N,0.500,SignalP-TM
TcCLB.508163.310,0.626,27,0.754,27,0.991,6,0.918,0.843,Y,0.450,SignalP-noTM
TcCLB.508163.320,0.746,28,0.811,28,0.995,6,0.900,0.859,Y,0.450,SignalP-noTM
TcCLB.508163.330,0.416,34,0.612,34,0.954,27,0.825,0.727,Y,0.450,SignalP-noTM
TcCLB.508163.340,0.128,24,0.114,24,0.147,50,0.101,0.107,N,0.450,SignalP-noTM
TcCLB.508163.360,0.185,67,0.151,48,0.319,42,0.143,0.148,N,0.500,SignalP-TM
TcCLB.508163.371,0.267,22,0.353,22,0.658,14,0.467,0.415,N,0.450,SignalP-noTM
TcCLB.508163.380,0.111,10,0.112,11,0.144,3,0.114,0.113,N,0.450,SignalP-noTM
TcCLB.508163.390,0.323,41,0.296,41,0.658,35,0.212,0.251,N,0.450,SignalP-noTM
TcCLB.508163.400,0.458,31,0.631,31,0.974,17,0.874,0.762,Y,0.450,SignalP-noTM
TcCLB.508163.40,0.322,24,0.544,24,0.988,3,0.921,0.747,Y,0.450,SignalP-noTM
TcCLB.508163.50,0.893,28,0.889,28,0.988,5,0.901,0.896,Y,0.450,SignalP-noTM
TcCLB.508163.70,0.195,28,0.164,28,0.245,42,0.149,0.158,N,0.500,SignalP-TM
TcCLB.508163.81,0.286,22,0.364,22,0.658,14,0.462,0.416,N,0.450,SignalP-noTM
TcCLB.508163.90,0.157,67,0.196,60,0.468,44,0.181,0.190,N,0.500,SignalP-TM
TcCLB.508165.100,0.842,24,0.897,24,0.991,14,0.956,0.929,Y,0.450,SignalP-noTM
TcCLB.508165.110,0.528,28,0.705,28,0.994,7,0.948,0.836,Y,0.450,SignalP-noTM
TcCLB.508165.115,0.562,19,0.743,19,0.999,17,0.988,0.876,Y,0.450,SignalP-noTM
TcCLB.508165.120,0.785,29,0.824,29,0.991,7,0.889,0.859,Y,0.450,SignalP-noTM
TcCLB.508165.130,0.472,34,0.661,34,0.971,26,0.877,0.778,Y,0.450,SignalP-noTM
TcCLB.508165.140,0.408,19,0.607,19,0.985,17,0.917,0.774,Y,0.450,SignalP-noTM
TcCLB.508165.14,0.193,64,0.238,60,0.566,45,0.194,0.221,N,0.500,SignalP-TM
TcCLB.508165.150,0.415,27,0.625,27,0.991,14,0.947,0.799,Y,0.450,SignalP-noTM
TcCLB.508165.170,0.311,25,0.542,25,0.987,6,0.945,0.760,Y,0.450,SignalP-noTM
TcCLB.508165.185,0.456,23,0.667,23,0.996,10,0.976,0.834,Y,0.450,SignalP-noTM
TcCLB.508165.200,0.169,67,0.187,64,0.398,45,0.160,0.176,N,0.500,SignalP-TM
TcCLB.508165.210,0.413,25,0.624,25,0.988,6,0.945,0.797,Y,0.450,SignalP-noTM
TcCLB.508165.220,0.690,24,0.800,24,0.987,8,0.929,0.870,Y,0.450,SignalP-noTM
TcCLB.508165.250,0.148,55,0.129,55,0.146,48,0.106,0.117,N,0.450,SignalP-noTM
TcCLB.508165.270,0.762,26,0.850,26,0.993,6,0.952,0.905,Y,0.450,SignalP-noTM
TcCLB.508165.280,0.451,25,0.652,25,0.987,6,0.943,0.809,Y,0.450,SignalP-noTM
TcCLB.508165.290,0.540,24,0.716,24,0.992,6,0.948,0.841,Y,0.450,SignalP-noTM
TcCLB.508165.300,0.658,28,0.742,28,0.986,5,0.861,0.806,Y,0.450,SignalP-noTM
TcCLB.508165.30,0.352,29,0.552,29,0.994,8,0.889,0.734,Y,0.450,SignalP-noTM
TcCLB.508165.310,0.474,34,0.666,34,0.976,26,0.876,0.779,Y,0.450,SignalP-noTM
TcCLB.508165.330,0.135,24,0.114,24,0.129,1,0.097,0.105,N,0.450,SignalP-noTM
TcCLB.508165.34,0.482,18,0.627,18,0.963,17,0.851,0.748,Y,0.450,SignalP-noTM
TcCLB.508165.341,0.125,26,0.173,49,0.448,47,0.249,0.214,N,0.450,SignalP-noTM
TcCLB.508165.350,0.601,29,0.739,29,0.991,6,0.923,0.839,Y,0.450,SignalP-noTM
TcCLB.508165.360,0.114,56,0.118,12,0.161,4,0.137,0.128,N,0.450,SignalP-noTM
TcCLB.508165.380,0.133,25,0.115,25,0.114,2,0.101,0.108,N,0.450,SignalP-noTM
TcCLB.508165.400,0.451,23,0.662,23,0.994,6,0.971,0.829,Y,0.450,SignalP-noTM
TcCLB.508165.40,0.280,66,0.285,66,0.458,45,0.192,0.248,N,0.500,SignalP-TM
TcCLB.508165.410,0.623,30,0.724,30,0.995,8,0.875,0.805,Y,0.450,SignalP-noTM
TcCLB.508165.420,0.629,28,0.716,28,0.976,5,0.841,0.784,Y,0.450,SignalP-noTM
TcCLB.508165.425,0.360,31,0.580,29,0.990,16,0.927,0.767,Y,0.450,SignalP-noTM
TcCLB.508165.430,0.382,28,0.234,28,0.222,18,0.142,0.185,N,0.450,SignalP-noTM
TcCLB.508165.50,0.652,26,0.783,26,0.992,14,0.944,0.870,Y,0.450,SignalP-noTM
TcCLB.508165.60,0.873,26,0.906,26,0.993,6,0.944,0.927,Y,0.450,SignalP-noTM
TcCLB.508165.70,0.114,23,0.112,12,0.136,1,0.103,0.108,N,0.450,SignalP-noTM
TcCLB.508165.80,0.236,38,0.155,38,0.124,26,0.100,0.125,N,0.450,SignalP-noTM
TcCLB.508167.10,0.431,29,0.605,29,0.988,6,0.876,0.751,Y,0.450,SignalP-noTM
TcCLB.508167.20,0.749,25,0.841,25,0.994,6,0.946,0.897,Y,0.450,SignalP-noTM
TcCLB.508167.29,0.619,28,0.744,28,0.988,5,0.910,0.834,Y,0.450,SignalP-noTM
TcCLB.508169.100,0.110,55,0.116,12,0.138,1,0.110,0.113,N,0.450,SignalP-noTM
TcCLB.508169.110,0.137,22,0.209,11,0.623,2,0.333,0.276,N,0.450,SignalP-noTM
TcCLB.508169.120,0.865,29,0.902,29,0.989,17,0.937,0.921,Y,0.450,SignalP-noTM
TcCLB.508169.129,0.120,39,0.110,39,0.161,12,0.102,0.106,N,0.450,SignalP-noTM
TcCLB.508169.20,0.117,12,0.107,69,0.117,52,0.098,0.102,N,0.450,SignalP-noTM
TcCLB.508169.30,0.112,22,0.108,22,0.135,12,0.104,0.106,N,0.450,SignalP-noTM
TcCLB.508169.40,0.165,31,0.199,23,0.351,10,0.254,0.221,N,0.500,SignalP-TM
TcCLB.508169.50,0.116,21,0.121,21,0.187,19,0.124,0.122,N,0.450,SignalP-noTM
TcCLB.508169.60,0.111,36,0.112,11,0.139,1,0.099,0.105,N,0.450,SignalP-noTM
TcCLB.508169.69,0.138,20,0.118,20,0.124,11,0.101,0.109,N,0.450,SignalP-noTM
TcCLB.508169.80,0.109,44,0.107,44,0.117,34,0.099,0.102,N,0.450,SignalP-noTM
TcCLB.508169.90,0.149,29,0.119,29,0.137,2,0.100,0.109,N,0.450,SignalP-noTM
TcCLB.508169.9,0.117,12,0.107,69,0.117,52,0.098,0.102,N,0.450,SignalP-noTM
TcCLB.508179.10,0.112,48,0.108,48,0.123,10,0.102,0.105,N,0.450,SignalP-noTM
TcCLB.508179.30,0.166,23,0.211,23,0.372,6,0.267,0.241,N,0.450,SignalP-noTM
TcCLB.508179.40,0.170,31,0.165,31,0.219,29,0.157,0.161,N,0.450,SignalP-noTM
TcCLB.508179.50,0.342,25,0.576,25,0.996,15,0.968,0.788,Y,0.450,SignalP-noTM
TcCLB.508179.60,0.109,44,0.117,12,0.141,1,0.114,0.115,N,0.450,SignalP-noTM
TcCLB.508179.70,0.112,70,0.106,43,0.112,38,0.098,0.102,N,0.450,SignalP-noTM
TcCLB.508181.10,0.140,13,0.133,13,0.147,1,0.108,0.119,N,0.450,SignalP-noTM
TcCLB.508181.110,0.195,28,0.188,11,0.444,1,0.202,0.196,N,0.450,SignalP-noTM
TcCLB.508181.120,0.118,43,0.213,13,0.498,11,0.437,0.303,N,0.500,SignalP-TM
TcCLB.508181.124,0.248,34,0.353,34,0.862,11,0.578,0.474,Y,0.450,SignalP-noTM
TcCLB.508181.130,0.126,17,0.107,57,0.116,50,0.098,0.102,N,0.450,SignalP-noTM
TcCLB.508181.140,0.164,48,0.207,11,0.521,1,0.319,0.268,N,0.450,SignalP-noTM
TcCLB.508181.149,0.140,61,0.229,16,0.522,11,0.474,0.327,N,0.500,SignalP-TM
TcCLB.508181.20,0.110,35,0.107,35,0.126,19,0.100,0.103,N,0.450,SignalP-noTM
TcCLB.508181.30,0.112,70,0.106,24,0.132,3,0.105,0.105,N,0.450,SignalP-noTM
TcCLB.508181.40,0.108,39,0.109,14,0.140,32,0.108,0.108,N,0.450,SignalP-noTM
TcCLB.508181.4,0.115,33,0.117,33,0.200,31,0.122,0.120,N,0.450,SignalP-noTM
TcCLB.508181.50,0.139,26,0.180,26,0.449,24,0.230,0.207,N,0.450,SignalP-noTM
TcCLB.508181.60,0.159,26,0.133,26,0.174,3,0.115,0.123,N,0.450,SignalP-noTM
TcCLB.508181.70,0.130,51,0.118,51,0.154,26,0.109,0.113,N,0.450,SignalP-noTM
TcCLB.508181.80,0.134,40,0.138,40,0.507,38,0.140,0.139,N,0.450,SignalP-noTM
TcCLB.508181.90,0.136,38,0.154,38,0.359,28,0.175,0.166,N,0.450,SignalP-noTM
TcCLB.508183.10,0.135,19,0.160,11,0.315,1,0.159,0.160,N,0.450,SignalP-noTM
TcCLB.508183.20,0.117,22,0.106,46,0.116,29,0.097,0.101,N,0.450,SignalP-noTM
TcCLB.508183.29,0.201,31,0.137,31,0.150,2,0.100,0.117,N,0.450,SignalP-noTM
TcCLB.508183.4,0.109,48,0.113,48,0.181,39,0.114,0.114,N,0.450,SignalP-noTM
TcCLB.508185.10,0.148,38,0.157,20,0.407,17,0.214,0.188,N,0.450,SignalP-noTM
TcCLB.508185.19,0.110,60,0.112,11,0.171,2,0.125,0.119,N,0.450,SignalP-noTM
TcCLB.508201.20,0.604,28,0.759,28,0.980,11,0.948,0.861,Y,0.450,SignalP-noTM
TcCLB.508201.30,0.660,28,0.768,28,0.992,8,0.909,0.844,Y,0.450,SignalP-noTM
TcCLB.508201.40,0.407,27,0.613,27,0.993,15,0.931,0.785,Y,0.450,SignalP-noTM
TcCLB.508203.20,0.109,27,0.103,27,0.110,54,0.097,0.100,N,0.450,SignalP-noTM
TcCLB.508203.29,0.109,27,0.103,27,0.110,54,0.097,0.100,N,0.450,SignalP-noTM
TcCLB.508203.38,0.109,27,0.103,27,0.110,54,0.097,0.100,N,0.450,SignalP-noTM
TcCLB.508203.47,0.109,27,0.103,27,0.110,54,0.097,0.100,N,0.450,SignalP-noTM
TcCLB.508203.56,0.109,27,0.103,27,0.110,54,0.097,0.100,N,0.450,SignalP-noTM
TcCLB.508205.10,0.159,21,0.133,21,0.176,20,0.111,0.121,N,0.450,SignalP-noTM
TcCLB.508205.20,0.112,65,0.110,44,0.129,22,0.107,0.108,N,0.450,SignalP-noTM
TcCLB.508205.30,0.128,43,0.111,43,0.125,50,0.093,0.101,N,0.450,SignalP-noTM
TcCLB.508205.39,0.154,40,0.126,40,0.124,19,0.100,0.112,N,0.450,SignalP-noTM
TcCLB.508205.4,0.165,19,0.205,19,0.434,11,0.254,0.231,N,0.450,SignalP-noTM
TcCLB.508205.48,0.118,31,0.118,11,0.151,1,0.105,0.111,N,0.450,SignalP-noTM
TcCLB.508207.100,0.112,68,0.111,16,0.129,13,0.108,0.109,N,0.450,SignalP-noTM
TcCLB.508207.10,0.280,22,0.271,22,0.342,5,0.259,0.264,N,0.450,SignalP-noTM
TcCLB.508207.110,0.112,68,0.111,16,0.129,13,0.108,0.109,N,0.450,SignalP-noTM
TcCLB.508207.120,0.128,49,0.137,12,0.221,61,0.171,0.151,N,0.500,SignalP-TM
TcCLB.508207.130,0.145,16,0.291,16,0.748,1,0.508,0.408,N,0.450,SignalP-noTM
TcCLB.508207.135,0.121,42,0.110,44,0.134,1,0.101,0.105,N,0.450,SignalP-noTM
TcCLB.508207.140,0.161,45,0.160,30,0.391,21,0.205,0.178,N,0.500,SignalP-TM
TcCLB.508207.150,0.239,46,0.186,46,0.372,43,0.125,0.153,N,0.450,SignalP-noTM
TcCLB.508207.160,0.137,42,0.130,23,0.211,3,0.151,0.141,N,0.450,SignalP-noTM
TcCLB.508207.170,0.110,56,0.115,54,0.217,34,0.105,0.110,N,0.450,SignalP-noTM
TcCLB.508207.180,0.123,27,0.127,11,0.172,1,0.139,0.134,N,0.450,SignalP-noTM
TcCLB.508207.190,0.190,35,0.142,35,0.184,1,0.112,0.126,N,0.450,SignalP-noTM
TcCLB.508207.194,0.108,54,0.105,46,0.110,27,0.101,0.103,N,0.450,SignalP-noTM
TcCLB.508207.200,0.162,22,0.300,22,0.751,1,0.545,0.432,N,0.450,SignalP-noTM
TcCLB.508207.20,0.128,18,0.142,18,0.213,1,0.140,0.141,N,0.450,SignalP-noTM
TcCLB.508207.210,0.110,28,0.106,66,0.134,12,0.101,0.103,N,0.450,SignalP-noTM
TcCLB.508207.220,0.129,33,0.134,11,0.216,2,0.161,0.148,N,0.450,SignalP-noTM
TcCLB.508207.230,0.529,19,0.329,19,0.756,1,0.295,0.315,N,0.500,SignalP-TM
TcCLB.508207.240,0.122,19,0.109,40,0.119,24,0.102,0.105,N,0.450,SignalP-noTM
TcCLB.508207.250,0.229,27,0.148,27,0.154,1,0.101,0.122,N,0.450,SignalP-noTM
TcCLB.508207.260,0.187,45,0.120,19,0.196,10,0.132,0.125,N,0.500,SignalP-TM
TcCLB.508207.270,0.108,12,0.109,12,0.121,56,0.106,0.107,N,0.450,SignalP-noTM
TcCLB.508207.279,0.159,25,0.137,25,0.174,1,0.120,0.128,N,0.450,SignalP-noTM
TcCLB.508207.31,0.334,26,0.191,26,0.123,23,0.109,0.147,N,0.450,SignalP-noTM
TcCLB.508207.40,0.109,18,0.115,11,0.133,3,0.125,0.120,N,0.450,SignalP-noTM
TcCLB.508207.45,0.108,56,0.104,70,0.114,22,0.096,0.100,N,0.450,SignalP-noTM
TcCLB.508207.50,0.127,19,0.123,19,0.169,17,0.116,0.119,N,0.450,SignalP-noTM
TcCLB.508207.5,0.130,42,0.276,21,0.689,12,0.603,0.452,Y,0.450,SignalP-noTM
TcCLB.508207.54,0.108,31,0.104,15,0.133,8,0.107,0.106,N,0.450,SignalP-noTM
TcCLB.508207.60,0.179,49,0.167,11,0.356,1,0.235,0.194,N,0.500,SignalP-TM
TcCLB.508207.64,0.222,24,0.289,24,0.469,4,0.385,0.328,N,0.500,SignalP-TM
TcCLB.508207.70,0.109,63,0.102,63,0.111,39,0.094,0.098,N,0.450,SignalP-noTM
TcCLB.508207.74,0.112,63,0.105,63,0.114,57,0.097,0.101,N,0.450,SignalP-noTM
TcCLB.508207.80,0.265,23,0.490,23,0.968,13,0.904,0.714,Y,0.450,SignalP-noTM
TcCLB.508207.90,0.110,26,0.111,12,0.144,3,0.109,0.110,N,0.450,SignalP-noTM
TcCLB.508209.100,0.127,27,0.135,12,0.209,1,0.145,0.140,N,0.450,SignalP-noTM
TcCLB.508209.10,0.129,32,0.115,63,0.153,39,0.104,0.109,N,0.450,SignalP-noTM
TcCLB.508209.110,0.108,26,0.105,26,0.132,3,0.105,0.105,N,0.450,SignalP-noTM
TcCLB.508209.120,0.127,27,0.135,12,0.210,1,0.145,0.141,N,0.450,SignalP-noTM
TcCLB.508209.130,0.136,51,0.128,51,0.175,50,0.118,0.123,N,0.450,SignalP-noTM
TcCLB.508209.140,0.840,28,0.880,28,0.983,15,0.924,0.904,Y,0.450,SignalP-noTM
TcCLB.508209.144,0.155,34,0.214,11,0.644,1,0.358,0.271,N,0.500,SignalP-TM
TcCLB.508209.150,0.634,47,0.508,47,0.665,44,0.214,0.390,N,0.500,SignalP-TM
TcCLB.508209.159,0.111,66,0.111,23,0.143,6,0.115,0.113,N,0.450,SignalP-noTM
TcCLB.508209.20,0.211,33,0.144,33,0.153,50,0.102,0.121,N,0.450,SignalP-noTM
TcCLB.508209.30,0.111,18,0.103,41,0.113,56,0.094,0.098,N,0.450,SignalP-noTM
TcCLB.508209.39,0.330,20,0.279,20,0.344,14,0.237,0.257,N,0.450,SignalP-noTM
TcCLB.508209.50,0.131,28,0.130,28,0.183,24,0.129,0.129,N,0.450,SignalP-noTM
TcCLB.508209.60,0.111,20,0.116,19,0.143,15,0.121,0.118,N,0.450,SignalP-noTM
TcCLB.508209.70,0.111,43,0.112,12,0.120,38,0.108,0.110,N,0.450,SignalP-noTM
TcCLB.508209.80,0.166,39,0.179,16,0.286,9,0.221,0.202,N,0.450,SignalP-noTM
TcCLB.508209.90,0.127,27,0.135,12,0.209,1,0.145,0.140,N,0.450,SignalP-noTM
TcCLB.508209.94,0.112,42,0.110,12,0.131,1,0.103,0.106,N,0.450,SignalP-noTM
TcCLB.508211.10,0.295,35,0.308,35,0.490,1,0.288,0.300,N,0.500,SignalP-TM
TcCLB.508211.19,0.127,35,0.139,16,0.310,6,0.198,0.171,N,0.450,SignalP-noTM
TcCLB.508211.30,0.174,18,0.162,18,0.221,17,0.152,0.157,N,0.450,SignalP-noTM
TcCLB.508211.40,0.216,40,0.149,40,0.151,39,0.102,0.124,N,0.450,SignalP-noTM
TcCLB.508211.50,0.114,32,0.115,11,0.164,2,0.118,0.117,N,0.450,SignalP-noTM
TcCLB.508211.60,0.114,24,0.116,12,0.142,6,0.122,0.119,N,0.450,SignalP-noTM
TcCLB.508211.70,0.164,46,0.151,46,0.267,43,0.117,0.132,N,0.450,SignalP-noTM
TcCLB.508213.20,0.127,42,0.113,42,0.138,5,0.098,0.105,N,0.450,SignalP-noTM
TcCLB.508213.30,0.227,24,0.157,24,0.137,1,0.109,0.131,N,0.450,SignalP-noTM
TcCLB.508213.40,0.219,23,0.147,11,0.302,1,0.172,0.157,N,0.500,SignalP-TM
TcCLB.508213.49,0.162,23,0.176,23,0.303,1,0.190,0.183,N,0.450,SignalP-noTM
TcCLB.508213.9,0.132,25,0.157,12,0.267,1,0.217,0.189,N,0.450,SignalP-noTM
TcCLB.508215.10,0.173,42,0.167,42,0.411,36,0.135,0.150,N,0.450,SignalP-noTM
