gene_id	gene_name	enc	cai
TcCLB.507735.50	hypothetical protein, conserved (pseudogene)	57.626	0.549
TcCLB.507735.60	hypothetical protein, conserved	55.201	0.558
TcCLB.507737.10	hypothetical protein, conserved	51.999	0.543
TcCLB.507737.20	hypothetical protein, conserved	57.704	0.537
TcCLB.507737.30	hypothetical protein, conserved	57.132	0.561
TcCLB.507739.100	hypothetical protein	51.111	0.591
TcCLB.507739.110	myosin IB heavy chain, putative	56.447	0.588
TcCLB.507739.20	mitochondrial ATP-dependent zinc metallopeptidase, putative,metallo-peptidase, clan MA(E), family M41, putative	57.56	0.543
TcCLB.507739.30	hypothetical protein, conserved	57.267	0.549
TcCLB.507739.40	uracil phosphoribosyltransferase, putative	50.656	0.638
TcCLB.507739.59	hypothetical protein, conserved	59.85	0.553
TcCLB.507739.70	hypothetical protein, conserved	53.761	0.634
TcCLB.507739.80	hypothetical protein, conserved	58.476	0.567
TcCLB.507739.90	hypothetical protein, conserved	54.296	0.584
TcCLB.507747.10	surface protease GP63, putative	55.159	0.607
TcCLB.507747.110	mucin TcMUCII, putative	55.821	0.632
TcCLB.507747.160	mucin TcMUCII, putative	51.259	0.596
TcCLB.507747.170	mucin-associated surface protein (MASP), putative	59.274	0.513
TcCLB.507747.180	trans-sialidase, Group VI, putative	54.396	0.593
TcCLB.507747.210	hypothetical protein, conserved	55.546	0.561
TcCLB.507747.220	protein farnesyltransferase, putative	54.351	0.597
TcCLB.507747.230	acid phosphatase type 5, putative	57.736	0.557
TcCLB.507747.240	hypothetical protein, conserved	57.142	0.587
TcCLB.507747.260	hypothetical protein, conserved	59.13	0.543
TcCLB.507747.80	mucin TcMUCII, putative	53.392	0.584
TcCLB.507757.21	hypothetical protein, conserved	44.546	0.69
TcCLB.507757.30	hypothetical protein, conserved	54.468	0.602
TcCLB.507757.40	hypothetical protein	54.23	0.608
TcCLB.507757.50	serine/threonine-protein phosphatase PP1, putative	51.937	0.654
TcCLB.507757.60	dihydrolipoamide dehydrogenase, putative	53.601	0.589
TcCLB.507757.70	dihydrolipoamide dehydrogenase, putative,acetoin dehydrogenase e3 component, putative	47.289	0.684
TcCLB.507759.10	trans-sialidase, Group VIII, putative	57.453	0.582
TcCLB.507795.10	membrane associated protein, putative	55.884	0.612
TcCLB.507795.100	mitochondrial ribosomal protein L3, putative	53.698	0.64
TcCLB.507795.20	hypothetical protein, conserved	54.368	0.637
TcCLB.507795.50	syntaxin, putative	51.926	0.607
TcCLB.507795.80	hypothetical protein, conserved	55.841	0.584
TcCLB.507795.90	hypothetical protein, conserved	56.759	0.613
TcCLB.507797.9	nuclear transcription factor, putative	58.948	0.538
TcCLB.507799.10	mannosyl-oligosaccharide 1,2-alpha-mannosidase IB, putative	52.822	0.657
TcCLB.507803.10	mucin-associated surface protein (MASP), putative	55.533	0.521
TcCLB.507803.30	hypothetical protein	42.709	0.562
TcCLB.507803.40	hypothetical protein	55.037	0.54
TcCLB.507805.20	hypothetical protein	56.959	0.568
TcCLB.507805.30	hypothetical protein, conserved (pseudogene)	59.838	0.579
TcCLB.507807.10	hypothetical protein, conserved	55.494	0.589
TcCLB.507807.30	hypothetical protein	58.71	0.529
TcCLB.507807.40	hypothetical protein, conserved	54.868	0.628
TcCLB.507809.100	hypothetical protein, conserved	56.747	0.552
TcCLB.507809.110	hypothetical protein, conserved	53.946	0.561
TcCLB.507809.119	hypothetical protein, conserved	55.785	0.555
TcCLB.507809.130	hypothetical protein, conserved	55.575	0.532
TcCLB.507809.140	hypothetical protein, conserved	58.277	0.515
TcCLB.507809.150	hypothetical protein, conserved	52.224	0.689
TcCLB.507809.160	hypothetical protein, conserved	56.685	0.577
TcCLB.507809.170	protein kinase, putative	48.243	0.662
TcCLB.507809.30	ribose-phosphate pyrophosphokinase, putative	54.427	0.602
TcCLB.507809.50	hypothetical protein, conserved	56.618	0.566
TcCLB.507809.60	hypothetical protein, conserved	55.166	0.592
TcCLB.507809.74	signal peptidase type I, putative	58.987	0.54
TcCLB.507809.80	hypothetical protein, conserved	56.789	0.559
TcCLB.507809.90	hypothetical protein, conserved	54.034	0.556
TcCLB.507811.100	amino acid permease, putative	52.901	0.574
TcCLB.507811.107	hypothetical protein, conserved	59.572	0.471
TcCLB.507811.114	hypothetical protein, conserved	52.362	0.5
TcCLB.507811.120	myosin heavy chain MYA2-related, putative	54.847	0.471
TcCLB.507811.20	delta-adaptin, putative,adaptor complex protein AP-3 delta subunit 1, putative	54.561	0.572
TcCLB.507811.30	ATP-dependent DEAD/H RNA helicase, putative	55.297	0.56
TcCLB.507811.40	hypothetical protein, conserved	56.692	0.564
TcCLB.507811.50	hypothetical protein, conserved	53.918	0.541
TcCLB.507811.60	vesicle-associated membrane protein, putative	47.294	0.683
TcCLB.507811.70	hypothetical protein, conserved	55.254	0.588
TcCLB.507811.90	hypothetical protein, conserved	55.152	0.56
TcCLB.507813.10	structural maintenance of chromosome 3 protein, putative	49.19	0.451
TcCLB.507817.30	hypothetical protein, conserved	57.107	0.562
TcCLB.507817.40	hypothetical protein, conserved	50.515	0.65
TcCLB.507817.50	hypothetical protein, conserved	52.293	0.636
TcCLB.507817.60	hypothetical protein, conserved	53.754	0.602
TcCLB.507817.70	hypothetical protein, conserved	57.269	0.61
TcCLB.507817.80	5'-3' exonuclease XNRA, putative,exoribonuclease 1, putative (XNRA)	53.234	0.604
TcCLB.507827.10	dispersed gene family protein 1 (DGF-1), putative	40.625	0.74
TcCLB.507829.10	calpain-like cysteine peptidase, putative,cysteine peptidase, Clan CA, family C2, putative	47.445	0.43
TcCLB.507831.100	hypothetical protein, conserved	56.697	0.528
TcCLB.507831.110	pumilio/PUF RNA binding protein 2, putative (PUF2)	54.434	0.531
TcCLB.507831.20	hypothetical protein, conserved	57.868	0.57
TcCLB.507831.30	hypothetical protein, conserved	59.639	0.551
TcCLB.507831.40	hypothetical protein, conserved	58.253	0.548
TcCLB.507831.50	hypothetical protein, conserved	54.158	0.532
TcCLB.507831.60	heat shock protein 110, putative	53.295	0.607
TcCLB.507831.70	pyruvate dehydrogenase E1 component alpha subunit, putative	50.562	0.608
TcCLB.507831.80	hypothetical protein, conserved	54.951	0.578
TcCLB.507835.10	trans-sialidase (pseudogene), putative	57.18	0.591
TcCLB.507835.60	retrotransposon hot spot protein (RHS, pseudogene), putative	55.669	0.535
TcCLB.507835.70	dispersed gene family protein 1 (DGF-1), putative	39.901	0.746
TcCLB.507835.80	trans-sialidase, putative	49.588	0.606
TcCLB.507837.10	separase, putative,cysteine peptidase, Clan CD, family C50, putative	57.8	0.543
TcCLB.507837.100	hypothetical protein, conserved	53.642	0.602
TcCLB.507837.20	protein kinase, putative	55.858	0.588
TcCLB.507837.30	hypothetical protein, conserved	53.299	0.636
TcCLB.507837.40	hypothetical protein, conserved	53.343	0.658
TcCLB.507837.60	SGT1-like protein, putative	56.988	0.612
TcCLB.507837.80	GTPase activating protein of Rab-like GTPase, putative	61.0	0.552
TcCLB.507837.90	cell division cycle protein, putative	50.966	0.613
TcCLB.507839.18	hypothetical protein, conserved	48.265	0.626
TcCLB.507839.30	dispersed gene family protein 1 (DGF-1), putative	43.313	0.723
TcCLB.507839.40	trans-sialidase, Group II, putative	57.286	0.585
TcCLB.507839.9	zinc-binding phosphatase, putative	57.099	0.572
TcCLB.507841.30	hypothetical protein, conserved	57.535	0.552
TcCLB.507841.34	exosome-associated protein 4, putative	50.745	0.594
TcCLB.507841.40	hypothetical protein, conserved	57.091	0.548
TcCLB.507843.10	retrotransposon hot spot (RHS) protein, putative	54.84	0.587
TcCLB.507859.120	dispersed gene family protein 1 (DGF-1), putative	35.908	0.782
TcCLB.507859.60	mucin-associated surface protein (MASP), putative	51.126	0.565
TcCLB.507863.20	dispersed gene family protein 1 (DGF-1), putative	36.67	0.797
TcCLB.507867.10	mucin-associated surface protein (MASP), putative	59.586	0.527
TcCLB.507867.100	hypothetical protein	58.764	0.534
TcCLB.507867.31	mucin TcMUCII (pseudogene), putative	57.396	0.551
TcCLB.507867.60	protein phosphatase 1, regulatory subunit, putative	58.171	0.47
TcCLB.507867.80	hypothetical protein, conserved	56.908	0.498
TcCLB.507867.90	hypothetical protein, conserved	56.694	0.587
TcCLB.507869.10	NADH-ubiquinone oxidoreductase, mitochondrial, putative	54.235	0.601
TcCLB.507873.20	cell differentiation protein, putative	59.311	0.552
TcCLB.507873.30	RNA-binding protein, putative	56.862	0.526
TcCLB.507873.40	hypothetical protein, conserved	56.195	0.535
TcCLB.507873.50	hypothetical protein, conserved	55.013	0.531
TcCLB.507873.60	1,2-Dihydroxy-3-keto-5-methylthiopentene dioxygenase, putative	55.252	0.589
TcCLB.507875.10	hypothetical protein, conserved	51.973	0.487
TcCLB.507875.150	damage-specific DNA binding protein (pseudogene), putative	55.736	0.501
TcCLB.507875.170	ribosomal P protein AGP2beta-1, putative	58.473	0.515
TcCLB.507875.180	AGP2beta-2, putative	54.654	0.515
TcCLB.507875.20	glutamate dehydrogenase, putative	51.196	0.684
TcCLB.507875.220	trans-sialidase, Group II, putative	55.085	0.601
TcCLB.507875.50	hypothetical protein	52.951	0.567
TcCLB.507875.60	beta galactofuranosyl glycosyltransferase, putative	52.859	0.595
TcCLB.507875.70	trans-sialidase, Group VII, putative	55.648	0.6
TcCLB.507875.90	dispersed gene family protein 1 (DGF-1, pseudogene), putative	45.559	0.674
TcCLB.507879.10	trans-sialidase, Group II, putative	54.453	0.6
TcCLB.507881.20	retrotransposon hot spot (RHS) protein, putative	58.908	0.531
TcCLB.507881.60	protein kinase, putative	54.685	0.509
TcCLB.507883.100	malate dehydrogenase, putative	54.505	0.562
TcCLB.507883.40	hypothetical protein, conserved	58.392	0.531
TcCLB.507883.50	hypothetical protein, conserved	60.871	0.535
TcCLB.507883.60	hypothetical protein, conserved	53.324	0.514
TcCLB.507883.70	hypothetical protein, conserved	56.33	0.54
TcCLB.507883.80	adenylate kinase, putative	55.473	0.556
TcCLB.507883.90	adenylate kinase, putative	61.0	0.535
TcCLB.507885.10	RNA-binding protein, putative	56.869	0.576
TcCLB.507907.10	trans-sialidase, putative	51.444	0.602
TcCLB.507907.20	trans-sialidase, Group II, putative	52.945	0.608
TcCLB.507907.30	retrotransposon hot spot (RHS) protein, putative	55.033	0.581
TcCLB.507907.40	hypothetical protein, conserved	52.177	0.628
TcCLB.507907.50	hypothetical protein, conserved	55.607	0.595
TcCLB.507907.60	retrotransposon hot spot (RHS) protein, putative	55.033	0.581
TcCLB.507923.10	L-threonine 3-dehydrogenase, putative	43.043	0.76
TcCLB.507923.20	U3 small nuclear ribonucleoprotein (snRNP), putative	43.314	0.71
TcCLB.507923.30	vacuolar assembly protein vps41, putative	54.854	0.593
TcCLB.507923.40	hypothetical protein, conserved	58.271	0.533
TcCLB.507925.20	hypothetical protein, conserved	54.307	0.604
TcCLB.507925.30	hypothetical protein, conserved	47.117	0.674
TcCLB.507925.40	Pyridoxal kinase, putative	51.568	0.65
TcCLB.507925.50	hypothetical protein, conserved	55.837	0.577
TcCLB.507925.60	calcium-binding protein, putative	54.593	0.599
TcCLB.507927.10	hypothetical protein, conserved	61.0	0.511
TcCLB.507927.100	hypothetical protein	54.829	0.501
TcCLB.507927.20	mitochondrial oligo_U binding protein TBRGG1, putative	51.174	0.589
TcCLB.507927.40	hypothetical protein, conserved	55.394	0.53
TcCLB.507927.50	metallo-beta-lactamase superfamily, putative	56.882	0.526
TcCLB.507927.70	hypothetical protein, conserved	57.668	0.513
TcCLB.507927.80	hypothetical protein	55.608	0.538
TcCLB.507929.20	co-chaperone GrpE, putative	55.504	0.484
TcCLB.507929.30	hypothetical protein, conserved	55.708	0.508
TcCLB.507933.10	hypothetical protein, conserved	52.349	0.605
TcCLB.507933.20	hypothetical protein, conserved	47.873	0.645
TcCLB.507939.30	hypothetical protein, conserved	61.0	0.555
TcCLB.507939.40	hypothetical protein, conserved	52.957	0.566
TcCLB.507939.50	hypothetical protein, conserved	57.002	0.53
TcCLB.507941.10	hypothetical protein, conserved	53.082	0.635
TcCLB.507941.100	hypothetical protein, conserved	54.586	0.591
TcCLB.507941.110	hypothetical protein, conserved	56.691	0.606
TcCLB.507941.120	hypothetical protein, conserved	54.413	0.61
TcCLB.507941.130	hypothetical protein, conserved	57.578	0.592
TcCLB.507941.20	hypothetical protein, conserved	55.394	0.628
TcCLB.507941.30	hypothetical protein, conserved	55.257	0.608
TcCLB.507941.40	hypothetical protein, conserved	55.805	0.611
TcCLB.507941.50	hypothetical protein, conserved	55.372	0.617
TcCLB.507941.60	hypothetical protein, conserved	54.385	0.632
TcCLB.507941.70	hypothetical protein, conserved	53.946	0.623
TcCLB.507953.10	trans-sialidase, Group V, putative	59.682	0.545
TcCLB.507953.100	trans-sialidase, Group V, putative	53.686	0.576
TcCLB.507953.140	trans-sialidase, Group V, putative	53.195	0.586
TcCLB.507953.170	hypothetical protein	56.764	0.615
TcCLB.507953.200	90 kDa surface protein, putative,serine-alanine-and proline-rich protein, putative	46.879	0.64
TcCLB.507953.210	hypothetical protein	61.0	0.575
TcCLB.507953.30	hypothetical protein	61.0	0.578
TcCLB.507953.40	mucin-associated surface protein (MASP), putative	60.871	0.555
TcCLB.507953.60	hypothetical protein	52.48	0.492
TcCLB.507953.70	90 kDa surface protein, putative,serine-alanine-and proline-rich protein, putative	52.995	0.65
TcCLB.507953.80	hypothetical protein	59.666	0.599
TcCLB.507955.20	mucin-associated surface protein (MASP), putative	52.425	0.463
TcCLB.507957.10	mucin-associated surface protein (MASP), putative	54.824	0.508
TcCLB.507957.150	mucin-associated surface protein (MASP), putative	60.236	0.5
TcCLB.507957.160	mucin-associated surface protein (MASP), putative	53.957	0.498
TcCLB.507957.179	mucin-associated surface protein (MASP), putative	46.363	0.426
TcCLB.507957.200	mucin-associated surface protein (MASP), putative	47.329	0.41
TcCLB.507957.220	mucin-associated surface protein (MASP), putative	52.167	0.5
TcCLB.507957.229	mucin TcMUCII, putative	46.825	0.617
TcCLB.507957.240	mucin-associated surface protein (MASP), putative	58.729	0.508
TcCLB.507957.270	mucin TcMUCI, putative	59.319	0.601
TcCLB.507957.280	mucin-associated surface protein (MASP), putative	58.137	0.557
TcCLB.507957.300	mucin-associated surface protein (MASP), putative	49.69	0.587
TcCLB.507957.310	hypothetical protein	55.524	0.609
TcCLB.507957.320	mucin-associated surface protein (MASP), putative	59.204	0.486
TcCLB.507957.50	mucin TcMUCII, putative	53.532	0.557
TcCLB.507959.110	mucin-associated surface protein (MASP), putative	53.952	0.49
TcCLB.507959.170	mucin-associated surface protein (MASP), putative	59.049	0.491
TcCLB.507959.210	mucin-associated surface protein (MASP), putative	59.609	0.522
TcCLB.507959.224	surface protease GP63 (pseudogene), putative	58.504	0.583
TcCLB.507959.240	syntaxin binding protein (pseudogene), putative	55.796	0.578
TcCLB.507959.260	mucin-associated surface protein (MASP), putative	44.656	0.443
TcCLB.507959.280	mucin-associated surface protein (MASP), putative	53.144	0.584
TcCLB.507959.300	mucin-associated surface protein (MASP), putative	52.36	0.522
TcCLB.507959.310	mucin TcMUCII, putative	48.482	0.56
TcCLB.507959.336	surface protease GP63 (pseudogene), putative	55.938	0.535
TcCLB.507959.350	mucin-associated surface protein (MASP), putative	59.04	0.471
TcCLB.507959.80	mucin-associated surface protein (MASP), putative	59.021	0.472
TcCLB.507959.90	mucin TcMUCII, putative	52.569	0.591
TcCLB.507961.10	mucin-associated surface protein (MASP, pseudogene), putative	55.509	0.509
TcCLB.507963.10	hypothetical protein, conserved	53.267	0.57
TcCLB.507963.20	arginase, putative	51.578	0.589
TcCLB.507963.30	hypothetical protein, conserved	58.977	0.539
TcCLB.507963.40	hypothetical protein, conserved	56.781	0.581
TcCLB.507963.50	nuclear cap binding complex subunit CBP30, putative (CBP30)	55.572	0.57
TcCLB.507963.60	hypothetical protein, conserved	57.73	0.565
TcCLB.507963.70	hypothetical protein, conserved	56.988	0.525
TcCLB.507963.79	nucleosome assembly protein, putative	48.189	0.673
TcCLB.507963.90	hypothetical protein, conserved	54.13	0.631
TcCLB.507975.10	retrotransposon hot spot protein (RHS, pseudogene), putative	56.567	0.508
TcCLB.507975.40	dispersed gene family protein 1 (DGF-1), putative	39.76	0.747
TcCLB.507975.80	hypothetical protein, conserved	55.167	0.561
TcCLB.507979.10	hypothetical protein, conserved	53.935	0.607
TcCLB.507979.20	hypothetical protein, conserved	53.265	0.588
TcCLB.507979.30	trans-sialidase, Group I, putative	51.647	0.654
TcCLB.507979.40	hypothetical protein, conserved	48.968	0.665
TcCLB.507979.50	hypothetical protein, conserved	57.792	0.552
TcCLB.507981.10	trans-sialidase (pseudogene), putative	49.852	0.632
TcCLB.507981.20	hypothetical protein	61.0	0.593
TcCLB.507981.30	hypothetical protein	51.484	0.652
TcCLB.507981.61	hypothetical protein	53.307	0.622
TcCLB.507987.10	trans-sialidase, putative	49.372	0.616
TcCLB.507987.20	hypothetical protein	61.0	0.591
TcCLB.507993.10	hypothetical protein, conserved	55.062	0.569
TcCLB.507993.100	hypothetical protein, conserved	52.417	0.596
TcCLB.507993.110	hypothetical protein, conserved	54.886	0.574
TcCLB.507993.120	calcium-dependent lipid binding protein, putative,synaptotagmin, putative	58.752	0.52
TcCLB.507993.130	60S ribosomal protein L7, putative	50.119	0.615
TcCLB.507993.140	RNA-binding protein, putative	55.969	0.585
TcCLB.507993.150	hypothetical protein, conserved	55.655	0.576
TcCLB.507993.160	UDP-galactopyranose mutase (GLF)	57.813	0.555
TcCLB.507993.180	hypothetical protein, conserved	54.137	0.505
TcCLB.507993.190	serine/threonine protein phosphatase type 5, putative	56.024	0.576
TcCLB.507993.20	hypothetical protein, conserved	56.534	0.572
TcCLB.507993.200	hypothetical protein, conserved	56.026	0.53
TcCLB.507993.210	hypothetical protein, conserved	57.317	0.508
TcCLB.507993.250	hypothetical protein, conserved	58.154	0.558
TcCLB.507993.260	hypothetical protein, conserved	52.947	0.582
TcCLB.507993.270	hypothetical protein, conserved	48.502	0.586
TcCLB.507993.280	hypothetical protein, conserved	58.844	0.514
TcCLB.507993.30	hypothetical protein, conserved	51.395	0.633
TcCLB.507993.300	hypothetical protein, conserved	54.116	0.529
TcCLB.507993.310	transporter, putative,major facilitator superfamily protein (MFS), putative	53.599	0.531
TcCLB.507993.320	hypothetical protein, conserved	59.146	0.551
TcCLB.507993.33	hypothetical protein, conserved	53.131	0.617
TcCLB.507993.330	mevalonate-diphosphate decarboxylase, putative	56.676	0.559
TcCLB.507993.340	hypothetical protein	58.628	0.532
TcCLB.507993.350	surface protease GP63, putative,metallopeptidase, putative	56.361	0.613
TcCLB.507993.390	pyruvate kinase 2, putative	55.065	0.6
TcCLB.507993.40	hypothetical protein, conserved	57.117	0.592
TcCLB.507993.60	hypothetical protein, conserved	56.646	0.579
TcCLB.507993.70	hypothetical protein, conserved	55.571	0.569
TcCLB.507993.80	glycogen synthase kinase 3, putative	57.352	0.529
TcCLB.507995.20	trans-sialidase, putative	56.587	0.608
TcCLB.507997.30	trans-sialidase, Group V, putative	50.581	0.623
TcCLB.507997.40	hypothetical protein, conserved	57.302	0.558
TcCLB.507997.50	hypothetical protein, conserved	53.317	0.543
TcCLB.507997.54	serine peptidase, putative	56.975	0.583
TcCLB.507997.60	hypothetical protein, conserved	55.498	0.585
TcCLB.507997.70	hypothetical protein, conserved	52.671	0.606
TcCLB.507999.10	dispersed gene family protein 1 (DGF-1), putative	39.634	0.752
TcCLB.508037.10	retrotransposon hot spot (RHS) protein, putative	61.0	0.509
TcCLB.508039.30	retrotransposon hot spot (RHS) protein, putative	56.758	0.563
TcCLB.508041.20	hypothetical protein, conserved	53.201	0.59
TcCLB.508041.40	hypothetical protein	55.043	0.566
TcCLB.508041.50	hypothetical protein, conserved	52.173	0.633
TcCLB.508041.60	eukaryotic release factor 3, putative	50.093	0.575
TcCLB.508041.80	protein transport protein Sec31, putative (pseudogene)	56.155	0.545
TcCLB.508047.20	mucin-associated surface protein (MASP), putative	54.41	0.441
TcCLB.508047.30	trans-sialidase (pseudogene), putative	55.752	0.608
TcCLB.508047.60	trans-sialidase, Group V, putative	55.063	0.578
TcCLB.508047.70	mucin-associated surface protein (MASP), putative	52.243	0.501
TcCLB.508049.40	hypothetical protein, conserved	47.525	0.598
TcCLB.508067.10	hypothetical protein, conserved	57.631	0.53
TcCLB.508075.14	hypothetical protein, conserved	53.076	0.619
TcCLB.508075.20	DNA repair protein, putative	54.677	0.549
TcCLB.508075.30	hypothetical protein, conserved (pseudogene)	57.635	0.519
TcCLB.508075.50	hypothetical protein, conserved	49.91	0.629
TcCLB.508075.60	hypothetical protein, conserved	52.433	0.594
TcCLB.508081.20	hypothetical protein	53.738	0.626
TcCLB.508081.30	mucin-associated surface protein (MASP), putative	57.004	0.558
TcCLB.508081.40	hypothetical protein	59.08	0.59
TcCLB.508081.50	mucin-associated surface protein (MASP), putative	55.701	0.55
TcCLB.508081.60	hypothetical protein	59.266	0.596
TcCLB.508081.70	mucin-associated surface protein (MASP), putative	55.272	0.565
TcCLB.508081.80	hypothetical protein	59.796	0.596
TcCLB.508081.90	mucin-associated surface protein (MASP), putative	56.832	0.557
TcCLB.508083.10	hypothetical protein, conserved	56.031	0.574
TcCLB.508083.20	hypothetical protein, conserved	58.789	0.489
TcCLB.508085.10	GMP synthase, putative	57.46	0.578
TcCLB.508085.20	hypothetical protein, conserved	61.0	0.547
TcCLB.508087.10	hypothetical protein	47.691	0.617
TcCLB.508089.10	trans-sialidase, Group I, putative	51.813	0.656
TcCLB.508089.20	UDP-glucoronosyl and UDP-glucosyl transferase, putative	47.481	0.461
TcCLB.508089.30	hypothetical protein, conserved	56.383	0.616
TcCLB.508089.40	hypothetical protein, conserved	56.937	0.525
TcCLB.508089.50	hypothetical protein, conserved	53.37	0.589
TcCLB.508089.60	hypothetical protein, conserved	57.044	0.581
TcCLB.508089.71	hypothetical protein	55.941	0.55
TcCLB.508095.10	hypothetical protein, conserved	61.0	0.554
TcCLB.508095.20	methyltransferase, putative,mRNA cap methyltransferase-like protein, putative	54.314	0.554
TcCLB.508097.10	hypothetical protein	38.048	0.555
TcCLB.508097.100	hypothetical protein, conserved	55.911	0.608
TcCLB.508097.60	mucin-associated surface protein (MASP), putative	57.25	0.502
TcCLB.508097.81	mucin TcMUCII, putative	48.036	0.598
TcCLB.508099.20	serine-alanine-and proline-rich protein, putative	52.101	0.645
TcCLB.508099.30	hypothetical protein	60.478	0.565
TcCLB.508103.30	trans-sialidase, Group V, putative	55.295	0.58
TcCLB.508107.30	trans-sialidase, Group VI, putative	53.754	0.576
TcCLB.508109.10	mucin-associated surface protein (MASP), putative	52.862	0.434
TcCLB.508109.14	mucin TcMUCII, putative	55.93	0.546
TcCLB.508109.20	mucin TcMUCII, putative	59.533	0.547
TcCLB.508109.30	mucin-associated surface protein (MASP), putative	58.268	0.535
TcCLB.508109.60	trans-sialidase, Group V, putative	54.981	0.598
TcCLB.508121.110	mucin-associated surface protein (MASP), putative	52.937	0.485
TcCLB.508121.150	trans-sialidase, Group V, putative	54.791	0.584
TcCLB.508121.80	mucin TcMUCII, putative	48.6	0.563
TcCLB.508125.130	mucin TcMUCII, putative	53.805	0.578
TcCLB.508125.140	mucin-associated surface protein (MASP), putative	61.0	0.509
TcCLB.508133.10	hypothetical protein	57.592	0.542
TcCLB.508135.10	hypothetical protein, conserved	61.0	0.567
TcCLB.508137.40	hypothetical protein, conserved	54.764	0.568
TcCLB.508143.80	mucin-associated surface protein (MASP), putative	59.026	0.522
TcCLB.508147.150	mucin-associated surface protein (MASP), putative	52.11	0.454
TcCLB.508147.20	dispersed gene family protein 1 (DGF-1), putative	35.808	0.769
TcCLB.508147.70	trans-sialidase (pseudogene), putative	55.681	0.575
TcCLB.508147.75	hypothetical protein	52.106	0.572
TcCLB.508147.79	mucin TcMUCII, putative	60.134	0.602
TcCLB.508147.90	mucin-associated surface protein (MASP, pseudogene), putative	54.92	0.552
TcCLB.508149.10	dispersed gene family protein 1 (DGF-1), putative	39.962	0.737
TcCLB.508149.60	trans-sialidase (pseudogene), putative	55.281	0.567
TcCLB.508149.65	hypothetical protein	54.306	0.621
TcCLB.508149.70	mucin TcMUCII, putative	52.846	0.555
TcCLB.508151.10	mucin TcMUCII, putative	55.551	0.59
TcCLB.508151.20	mucin-associated surface protein (MASP), putative	61.0	0.505
TcCLB.508151.5	mucin-associated surface protein (MASP, pseudogene), putative	49.273	0.55
TcCLB.508157.10	serine-alanine-and proline-rich protein (pseudogene), putative	61.0	0.591
TcCLB.508157.20	mucin-associated surface protein (MASP), putative	54.453	0.516
TcCLB.508157.50	trans-sialidase, putative	51.945	0.603
TcCLB.508159.40	dispersed gene family protein 1 (DGF-1), putative	39.399	0.749
TcCLB.508159.50	mucin-associated surface protein (MASP, pseudogene), putative	52.516	0.437
TcCLB.508159.60	mucin TcMUCII, putative	46.951	0.576
TcCLB.508161.10	mucin-associated surface protein (MASP), putative	53.398	0.431
TcCLB.508161.20	trans-sialidase, Group V, putative	55.478	0.579
TcCLB.508161.23	hypothetical protein	54.596	0.539
TcCLB.508161.30	mucin-associated surface protein (MASP), putative	54.501	0.436
TcCLB.508161.50	trans-sialidase, putative	53.265	0.602
TcCLB.508163.120	mucin-associated surface protein (MASP, pseudogene), putative	54.974	0.501
TcCLB.508163.140	mucin-associated surface protein (MASP), putative	54.471	0.497
TcCLB.508163.190	dispersed gene family protein 1 (DGF-1), putative	39.164	0.75
TcCLB.508163.230	mucin-associated surface protein (MASP), putative	51.796	0.494
TcCLB.508163.234	trans-sialidase, putative	61.0	0.626
TcCLB.508163.240	hypothetical protein	61.0	0.587
TcCLB.508163.250	trans-sialidase, Group VI, putative	55.957	0.586
TcCLB.508163.270	mucin-associated surface protein (MASP), putative	56.289	0.497
TcCLB.508163.280	mucin TcMUCII, putative	56.282	0.577
TcCLB.508163.30	hypothetical protein	58.585	0.588
TcCLB.508163.310	mucin TcMUCII, putative	50.295	0.578
TcCLB.508163.320	mucin-associated surface protein (MASP), putative	57.051	0.531
TcCLB.508163.330	surface protease GP63, putative	54.079	0.616
TcCLB.508163.360	dispersed gene family protein 1 (DGF-1), putative	39.314	0.747
TcCLB.508163.390	hypothetical protein, conserved	50.903	0.574
TcCLB.508163.400	surface antigen TASV-B1, putative,surface antigen TASV, putative	56.524	0.62
TcCLB.508163.50	mucin-associated surface protein (MASP), putative	52.086	0.432
TcCLB.508163.70	dispersed gene family protein 1 (DGF-1), putative	39.784	0.747
TcCLB.508165.100	mucin TcMUCII, putative	53.112	0.589
TcCLB.508165.110	mucin-associated surface protein (MASP), putative	56.14	0.531
TcCLB.508165.120	mucin-associated surface protein (MASP), putative	57.63	0.504
TcCLB.508165.130	surface protease GP63, putative	53.148	0.627
TcCLB.508165.150	mucin-associated surface protein (MASP), putative	59.319	0.515
TcCLB.508165.170	mucin-associated surface protein (MASP), putative	60.959	0.499
TcCLB.508165.200	trans-sialidase (pseudogene), putative	53.973	0.587
TcCLB.508165.210	mucin-associated surface protein (MASP), putative	53.986	0.481
TcCLB.508165.250	hypothetical protein, conserved	52.917	0.627
TcCLB.508165.270	mucin TcMUCII, putative	56.633	0.559
TcCLB.508165.280	mucin-associated surface protein (MASP), putative	56.894	0.491
TcCLB.508165.30	mucin-associated surface protein (MASP), putative	54.844	0.465
TcCLB.508165.300	mucin-associated surface protein (MASP), putative	59.762	0.456
TcCLB.508165.310	surface protease GP63, putative	53.561	0.624
TcCLB.508165.350	mucin-associated surface protein (MASP), putative	53.031	0.489
TcCLB.508165.380	hypothetical protein	50.939	0.586
TcCLB.508165.40	trans-sialidase (pseudogene), putative	54.027	0.593
TcCLB.508165.410	mucin-associated surface protein (MASP), putative	47.193	0.485
