gene_id,fdr
TcCLB.506825.50,0.493 
TcCLB.507041.85,0.493 
TcCLB.507089.270,0.493 
TcCLB.507089.50,0.493 
TcCLB.509073.110,0.493 
TcCLB.509149.40,0.493 
TcCLB.509151.110,0.493 
TcCLB.509267.110,0.493 
TcCLB.509267.3,0.493 
TcCLB.511537.24,0.493 
TcCLB.511539.18,0.493 
TcCLB.511693.40,0.493 
TcCLB.511693.90,0.493 
TcCLB.511711.70,0.493 
TcCLB.445849.10,0.522 
TcCLB.503397.5,0.522 
TcCLB.503989.10,0.522 
TcCLB.506825.160,0.522 
TcCLB.507035.75,0.522 
TcCLB.511529.160,0.522 
TcCLB.511531.20,0.522 
TcCLB.511531.40,0.522 
TcCLB.511713.9,0.522 
TcCLB.507041.30,0.548 
TcCLB.507105.70,0.548 
TcCLB.508241.60,0.548 
TcCLB.509073.30,0.548 
TcCLB.510939.9,0.548 
TcCLB.511529.120,0.548 
TcCLB.511693.130,0.548 
TcCLB.511711.100,0.548 
TcCLB.511711.30,0.548 
TcCLB.410589.10,0.575 
TcCLB.506825.140,0.575 
TcCLB.507089.190,0.575 
TcCLB.507089.230,0.575 
TcCLB.507129.30,0.575 
TcCLB.509073.40,0.575 
TcCLB.509153.60,0.575 
TcCLB.509153.80,0.575 
TcCLB.509157.90,0.575 
TcCLB.511529.100,0.575 
TcCLB.511529.59,0.575 
TcCLB.511691.10,0.575 
TcCLB.511697.30,0.575 
TcCLB.511707.10,0.575 
TcCLB.511709.10,0.575 
TcCLB.511715.80,0.575 
TcCLB.506223.60,0.604 
TcCLB.507089.180,0.604 
TcCLB.507105.40,0.604 
TcCLB.509149.60,0.604 
TcCLB.511529.130,0.604 
TcCLB.511529.80,0.604 
TcCLB.511535.20,0.604 
TcCLB.511537.60,0.604 
TcCLB.511537.8,0.604 
TcCLB.511545.170,0.604 
TcCLB.511545.20,0.604 
TcCLB.511715.40,0.604 
TcCLB.503397.10,0.627 
TcCLB.506825.150,0.627 
TcCLB.507041.65,0.627 
TcCLB.507089.240,0.627 
TcCLB.507105.100,0.627 
TcCLB.508241.149,0.627 
TcCLB.509069.14,0.627 
TcCLB.511545.120,0.627 
TcCLB.511545.90,0.627 
TcCLB.511691.30,0.627 
TcCLB.511715.30,0.627 
TcCLB.432787.10,0.652 
TcCLB.447925.10,0.652 
TcCLB.503949.40,0.652 
TcCLB.506825.100,0.652 
TcCLB.506825.190,0.652 
TcCLB.506825.80,0.652 
TcCLB.507035.20,0.652 
TcCLB.507041.132,0.652 
TcCLB.507041.76,0.652 
TcCLB.507089.110,0.652 
TcCLB.507105.132,0.652 
TcCLB.509073.100,0.652 
TcCLB.509149.9,0.652 
TcCLB.509157.100,0.652 
TcCLB.511529.240,0.652 
TcCLB.511533.19,0.652 
TcCLB.511537.50,0.652 
TcCLB.511543.10,0.652 
TcCLB.511545.110,0.652 
TcCLB.511691.20,0.652 
TcCLB.511707.20,0.652 
TcCLB.511713.20,0.652 
TcCLB.511713.30,0.652 
TcCLB.410589.19,0.675 
TcCLB.506221.70,0.675 
TcCLB.507039.30,0.675 
TcCLB.507041.90,0.675 
TcCLB.507559.40,0.675 
TcCLB.508241.120,0.675 
TcCLB.508241.140,0.675 
TcCLB.509067.40,0.675 
TcCLB.509073.80,0.675 
TcCLB.509151.60,0.675 
TcCLB.509153.110,0.675 
TcCLB.509157.250,0.675 
TcCLB.509269.4,0.675 
TcCLB.511529.110,0.675 
TcCLB.511545.130,0.675 
TcCLB.506223.20,0.698 
TcCLB.506223.50,0.698 
TcCLB.506825.70,0.698 
TcCLB.507037.20,0.698 
TcCLB.507041.60,0.698 
TcCLB.507089.200,0.698 
TcCLB.507105.20,0.698 
TcCLB.507105.50,0.698 
TcCLB.507105.80,0.698 
TcCLB.507559.30,0.698 
TcCLB.509067.70,0.698 
TcCLB.509151.20,0.698 
TcCLB.509157.120,0.698 
TcCLB.509157.210,0.698 
TcCLB.509267.10,0.698 
TcCLB.509267.70,0.698 
TcCLB.511527.82,0.698 
TcCLB.511531.59,0.698 
TcCLB.511541.9,0.698 
TcCLB.511545.180,0.698 
TcCLB.511693.70,0.698 
TcCLB.511705.5,0.698 
TcCLB.503677.10,0.720 
TcCLB.503749.10,0.720 
TcCLB.506221.110,0.720 
TcCLB.506223.70,0.720 
TcCLB.507035.11,0.720 
TcCLB.507041.10,0.720 
TcCLB.507559.20,0.720 
TcCLB.507559.90,0.720 
TcCLB.509067.50,0.720 
TcCLB.509067.60,0.720 
TcCLB.509069.40,0.720 
TcCLB.509155.39,0.720 
TcCLB.511529.200,0.720 
TcCLB.511529.9,0.720 
TcCLB.511537.30,0.720 
TcCLB.511543.30,0.720 
TcCLB.511543.40,0.720 
TcCLB.503749.30,0.741 
TcCLB.503749.5,0.741 
TcCLB.506221.40,0.741 
TcCLB.506221.90,0.741 
TcCLB.507035.30,0.741 
TcCLB.507037.10,0.741 
TcCLB.507039.20,0.741 
TcCLB.507105.60,0.741 
TcCLB.507129.10,0.741 
TcCLB.507559.70,0.741 
TcCLB.509151.80,0.741 
TcCLB.509157.60,0.741 
TcCLB.511525.20,0.741 
TcCLB.511529.140,0.741 
TcCLB.511529.180,0.741 
TcCLB.511531.50,0.741 
TcCLB.511543.20,0.741 
TcCLB.511693.110,0.741 
TcCLB.511705.20,0.741 
TcCLB.503405.10,0.756 
TcCLB.503677.20,0.756 
TcCLB.506221.100,0.756 
TcCLB.507037.60,0.756 
TcCLB.507089.260,0.756 
TcCLB.507555.70,0.756 
TcCLB.509267.100,0.756 
TcCLB.509267.90,0.756 
TcCLB.509269.10,0.756 
TcCLB.511525.11,0.756 
TcCLB.511529.150,0.756 
TcCLB.511545.160,0.756 
TcCLB.511545.40,0.756 
TcCLB.511693.30,0.756 
TcCLB.511701.19,0.756 
TcCLB.511715.70,0.756 
TcCLB.504159.70,0.773 
TcCLB.506221.20,0.773 
TcCLB.506223.100,0.773 
TcCLB.506223.40,0.773 
TcCLB.506223.90,0.773 
TcCLB.507041.120,0.773 
TcCLB.507555.80,0.773 
TcCLB.509151.130,0.773 
TcCLB.509153.10,0.773 
TcCLB.509157.230,0.773 
TcCLB.511529.190,0.773 
TcCLB.511529.20,0.773 
TcCLB.511529.210,0.773 
TcCLB.511543.60,0.773 
TcCLB.511695.10,0.773 
TcCLB.504159.40,0.789 
TcCLB.506223.30,0.789 
TcCLB.507035.120,0.789 
TcCLB.507037.50,0.789 
TcCLB.507089.280,0.789 
TcCLB.509067.14,0.789 
TcCLB.509073.50,0.789 
TcCLB.509157.270,0.789 
TcCLB.509267.6,0.789 
TcCLB.511531.44,0.789 
TcCLB.511545.100,0.789 
TcCLB.511691.39,0.789 
TcCLB.511715.10,0.789 
TcCLB.503677.4,0.807 
TcCLB.503873.10,0.807 
TcCLB.506221.80,0.807 
TcCLB.506825.130,0.807 
TcCLB.507037.80,0.807 
TcCLB.507041.80,0.807 
TcCLB.507089.30,0.807 
TcCLB.507089.70,0.807 
TcCLB.511529.170,0.807 
TcCLB.511535.10,0.807 
TcCLB.511541.20,0.807 
TcCLB.511545.70,0.807 
TcCLB.503677.29,0.824 
TcCLB.503989.60,0.824 
TcCLB.504159.100,0.824 
TcCLB.506221.129,0.824 
TcCLB.506223.80,0.824 
TcCLB.507037.40,0.824 
TcCLB.507041.50,0.824 
TcCLB.507089.170,0.824 
TcCLB.508241.104,0.824 
TcCLB.509151.70,0.824 
TcCLB.509153.30,0.824 
TcCLB.509155.30,0.824 
TcCLB.509267.50,0.824 
TcCLB.511531.30,0.824 
TcCLB.511535.30,0.824 
TcCLB.511537.16,0.824 
TcCLB.511709.19,0.824 
TcCLB.507089.100,0.840 
TcCLB.507089.60,0.840 
TcCLB.509071.10,0.840 
TcCLB.509149.70,0.840 
TcCLB.509157.50,0.840 
TcCLB.511527.60,0.840 
TcCLB.511539.9,0.840 
TcCLB.511693.10,0.840 
TcCLB.511693.100,0.840 
TcCLB.511697.40,0.840 
TcCLB.511715.100,0.840 
TcCLB.503989.50,0.855 
TcCLB.506825.230,0.855 
TcCLB.508241.130,0.855 
TcCLB.509073.119,0.855 
TcCLB.509073.70,0.855 
TcCLB.509267.20,0.855 
TcCLB.511541.30,0.855 
TcCLB.511545.60,0.855 
TcCLB.503927.9,0.867 
TcCLB.507089.154,0.867 
TcCLB.507089.90,0.867 
TcCLB.509073.10,0.867 
TcCLB.509151.10,0.867 
TcCLB.511529.259,0.867 
TcCLB.511529.68,0.867 
TcCLB.511545.199,0.867 
TcCLB.511693.120,0.867 
TcCLB.504019.6,0.879 
TcCLB.506825.170,0.879 
TcCLB.507089.210,0.879 
TcCLB.507105.10,0.879 
TcCLB.509069.49,0.879 
TcCLB.509151.40,0.879 
TcCLB.509151.50,0.879 
TcCLB.509157.110,0.879 
TcCLB.511715.50,0.879 
TcCLB.506223.84,0.890 
TcCLB.507035.130,0.890 
TcCLB.508241.70,0.899 
TcCLB.509073.90,0.899 
TcCLB.509267.40,0.899 
TcCLB.509267.60,0.899 
TcCLB.511711.10,0.899 
TcCLB.503749.20,0.909 
TcCLB.506825.24,0.909 
TcCLB.507089.40,0.909 
TcCLB.508241.80,0.909 
TcCLB.509067.30,0.909 
TcCLB.511537.40,0.909 
TcCLB.504159.50,0.919 
TcCLB.507089.220,0.919 
TcCLB.509151.90,0.919 
TcCLB.509157.240,0.919 
TcCLB.511525.29,0.919 
TcCLB.511527.50,0.919 
TcCLB.511535.39,0.919 
TcCLB.511541.40,0.919 
TcCLB.507037.70,0.927 
TcCLB.509151.100,0.927 
TcCLB.398751.10,0.937 
TcCLB.504019.9,0.937 
TcCLB.506221.50,0.937 
TcCLB.506223.10,0.937 
TcCLB.506825.180,0.937 
TcCLB.506825.210,0.937 
TcCLB.509153.130,0.937 
TcCLB.511545.80,0.937 
TcCLB.507559.50,0.942 
TcCLB.511527.20,0.942 
TcCLB.506223.110,0.948 
TcCLB.506825.219,0.948 
TcCLB.509149.50,0.948 
TcCLB.511527.9,0.948 
TcCLB.510939.20,0.954 
TcCLB.506825.90,0.960 
TcCLB.511711.60,0.960 
TcCLB.509157.80,0.964 
TcCLB.509151.140,0.968 
TcCLB.511707.30,0.968 
TcCLB.507089.120,0.972 
TcCLB.511693.50,0.972 
TcCLB.511537.21,0.975 
TcCLB.511545.30,0.975 
TcCLB.509153.139,0.978 
TcCLB.511527.70,0.978 
TcCLB.509157.260,0.980 
TcCLB.506545.10,0.983 
TcCLB.511711.80,0.983 
TcCLB.507041.40,0.989 
TcCLB.509153.50,0.998 
TcCLB.507089.80,1.000 
TcCLB.507511.81,0.000 
TcCLB.507511.91,0.000 
TcCLB.510263.30,0.000 
TcCLB.420293.20,0.001 
TcCLB.507213.40,0.001 
TcCLB.508605.31,0.001 
TcCLB.508607.50,0.001 
TcCLB.506625.35,0.004 
TcCLB.510149.110,0.004 
TcCLB.504029.90,0.009 
TcCLB.504051.30,0.021 
TcCLB.508075.14,0.021 
TcCLB.508607.10,0.021 
TcCLB.506591.120,0.026 
TcCLB.508075.30,0.026 
TcCLB.504029.80,0.036 
TcCLB.504033.80,0.036 
TcCLB.508605.10,0.043 
TcCLB.510323.80,0.043 
TcCLB.506343.30,0.050 
TcCLB.507795.30,0.060 
TcCLB.510913.10,0.060 
TcCLB.507509.70,0.074 
TcCLB.510315.30,0.074 
TcCLB.509489.20,0.091 
TcCLB.510145.20,0.091 
TcCLB.503685.5,0.129 
TcCLB.503811.80,0.129 
TcCLB.509761.20,0.129 
TcCLB.504033.110,0.154 
TcCLB.504431.20,0.154 
TcCLB.504433.20,0.154 
TcCLB.506625.70,0.154 
TcCLB.507257.30,0.154 
TcCLB.507257.60,0.154 
TcCLB.507509.89,0.154 
TcCLB.510243.20,0.154 
TcCLB.510317.30,0.154 
TcCLB.403153.20,0.182 
TcCLB.510243.70,0.182 
TcCLB.510317.20,0.182 
TcCLB.403153.10,0.216 
TcCLB.420293.50,0.216 
TcCLB.508605.20,0.216 
TcCLB.510243.54,0.216 
TcCLB.437121.9,0.288 
TcCLB.504051.40,0.288 
TcCLB.506591.10,0.288 
TcCLB.506625.60,0.288 
TcCLB.506697.60,0.288 
TcCLB.507509.50,0.288 
TcCLB.504029.70,0.323 
TcCLB.504051.9,0.323 
TcCLB.504431.90,0.323 
TcCLB.506343.41,0.323 
TcCLB.510317.14,0.323 
TcCLB.510323.40,0.323 
TcCLB.504431.50,0.360 
TcCLB.506237.19,0.360 
TcCLB.506647.20,0.360 
TcCLB.506697.50,0.360 
TcCLB.507257.80,0.360 
TcCLB.508075.50,0.360 
TcCLB.508185.19,0.360 
TcCLB.510149.50,0.360 
TcCLB.510243.110,0.360 
TcCLB.434259.10,0.394 
TcCLB.504033.90,0.394 
TcCLB.504255.30,0.394 
TcCLB.504557.20,0.394 
TcCLB.507509.60,0.394 
TcCLB.507511.71,0.394 
TcCLB.507533.21,0.394 
TcCLB.507721.20,0.394 
TcCLB.507795.40,0.394 
TcCLB.509669.20,0.394 
TcCLB.510141.20,0.394 
TcCLB.510143.80,0.394 
TcCLB.510325.40,0.394 
TcCLB.510911.40,0.394 
TcCLB.504033.53,0.428 
TcCLB.506625.84,0.428 
TcCLB.506697.80,0.428 
TcCLB.506699.9,0.428 
TcCLB.507795.50,0.428 
TcCLB.504431.30,0.463 
TcCLB.506047.16,0.463 
TcCLB.506649.80,0.463 
TcCLB.506693.7,0.463 
TcCLB.508137.20,0.463 
TcCLB.509761.10,0.463 
TcCLB.510143.129,0.463 
TcCLB.510145.30,0.463 
TcCLB.503855.10,0.493 
TcCLB.503855.80,0.493 
TcCLB.504143.20,0.493 
TcCLB.504431.80,0.493 
TcCLB.506591.50,0.493 
TcCLB.506649.110,0.493 
TcCLB.506649.40,0.493 
TcCLB.506693.4,0.493 
TcCLB.506699.3,0.493 
TcCLB.507257.10,0.493 
TcCLB.507257.120,0.493 
TcCLB.507257.70,0.493 
TcCLB.507529.20,0.493 
TcCLB.510325.60,0.493 
TcCLB.438147.18,0.522 
TcCLB.504051.20,0.522 
TcCLB.504255.20,0.522 
TcCLB.506591.81,0.522 
TcCLB.506625.130,0.522 
TcCLB.507257.160,0.522 
TcCLB.509377.20,0.522 
TcCLB.509669.30,0.522 
TcCLB.510149.60,0.522 
TcCLB.510241.100,0.522 
TcCLB.510315.20,0.522 
TcCLB.510323.10,0.522 
TcCLB.510911.58,0.522 
TcCLB.504643.20,0.548 
TcCLB.506223.130,0.548 
TcCLB.506697.30,0.548 
TcCLB.507257.140,0.548 
TcCLB.508183.10,0.548 
TcCLB.508607.60,0.548 
TcCLB.509297.10,0.548 
TcCLB.509669.170,0.548 
TcCLB.510143.5,0.548 
TcCLB.510149.140,0.548 
TcCLB.510149.80,0.548 
TcCLB.510241.124,0.548 
TcCLB.510241.40,0.548 
TcCLB.503811.20,0.575 
TcCLB.504557.50,0.575 
TcCLB.504643.40,0.575 
TcCLB.506591.30,0.575 
TcCLB.506695.10,0.575 
TcCLB.507257.170,0.575 
TcCLB.507507.49,0.575 
TcCLB.507511.40,0.575 
TcCLB.507529.40,0.575 
TcCLB.507795.100,0.575 
TcCLB.508127.9,0.575 
TcCLB.508185.10,0.575 
TcCLB.509669.75,0.575 
TcCLB.510241.110,0.575 
TcCLB.510317.7,0.575 
TcCLB.510323.30,0.575 
TcCLB.510323.90,0.575 
TcCLB.434945.10,0.604 
TcCLB.503903.50,0.604 
TcCLB.503903.70,0.604 
TcCLB.503903.79,0.604 
TcCLB.504033.21,0.604 
TcCLB.504033.210,0.604 
TcCLB.504033.40,0.604 
TcCLB.504431.109,0.604 
TcCLB.504431.64,0.604 
TcCLB.507257.100,0.604 
TcCLB.507507.10,0.604 
TcCLB.507507.20,0.604 
TcCLB.507509.20,0.604 
TcCLB.507509.40,0.604 
TcCLB.507531.10,0.604 
TcCLB.507795.80,0.604 
TcCLB.508607.70,0.604 
TcCLB.509381.20,0.604 
TcCLB.510143.120,0.604 
TcCLB.510143.50,0.604 
TcCLB.510149.120,0.604 
TcCLB.510149.40,0.604 
TcCLB.510241.10,0.604 
TcCLB.510315.10,0.604 
TcCLB.510323.50,0.604 
TcCLB.434259.19,0.627 
TcCLB.503903.30,0.627 
TcCLB.504433.14,0.627 
TcCLB.504557.10,0.627 
TcCLB.504643.10,0.627 
TcCLB.504643.30,0.627 
TcCLB.505155.10,0.627 
TcCLB.505155.4,0.627 
TcCLB.508075.7,0.627 
TcCLB.508605.40,0.627 
TcCLB.508607.40,0.627 
TcCLB.509669.120,0.627 
TcCLB.510241.120,0.627 
TcCLB.510323.4,0.627 
TcCLB.510911.30,0.627 
TcCLB.420293.31,0.652 
TcCLB.420293.40,0.652 
TcCLB.438897.10,0.652 
TcCLB.503671.39,0.652 
TcCLB.503855.50,0.652 
TcCLB.504143.30,0.652 
TcCLB.506625.150,0.652 
TcCLB.506625.220,0.652 
TcCLB.506695.30,0.652 
TcCLB.506699.10,0.652 
TcCLB.507795.10,0.652 
TcCLB.509297.20,0.652 
TcCLB.509489.10,0.652 
TcCLB.509669.140,0.652 
TcCLB.510315.40,0.652 
TcCLB.510321.10,0.652 
TcCLB.461927.9,0.675 
TcCLB.504033.220,0.675 
TcCLB.506623.40,0.675 
TcCLB.506625.210,0.675 
TcCLB.506649.60,0.675 
TcCLB.506697.40,0.675 
TcCLB.507529.45,0.675 
TcCLB.507721.10,0.675 
TcCLB.509669.110,0.675 
TcCLB.509669.40,0.675 
TcCLB.510143.110,0.675 
TcCLB.503685.30,0.698 
TcCLB.504033.120,0.698 
TcCLB.504033.190,0.698 
TcCLB.504431.118,0.698 
TcCLB.504433.10,0.698 
TcCLB.506623.20,0.698 
TcCLB.506625.100,0.698 
TcCLB.506625.180,0.698 
TcCLB.506625.80,0.698 
TcCLB.507533.10,0.698 
TcCLB.507797.18,0.698 
TcCLB.509379.10,0.698 
TcCLB.509669.60,0.698 
TcCLB.510145.59,0.698 
TcCLB.510321.20,0.698 
TcCLB.510323.110,0.698 
TcCLB.510911.20,0.698 
TcCLB.480997.10,0.720 
TcCLB.503643.10,0.720 
TcCLB.503643.30,0.720 
TcCLB.503811.10,0.720 
TcCLB.503811.60,0.720 
TcCLB.503855.20,0.720 
TcCLB.504033.130,0.720 
TcCLB.504033.160,0.720 
TcCLB.504051.49,0.720 
TcCLB.504143.10,0.720 
TcCLB.504255.4,0.720 
TcCLB.506047.13,0.720 
TcCLB.506047.20,0.720 
TcCLB.506237.10,0.720 
TcCLB.506343.20,0.720 
TcCLB.506343.51,0.720 
TcCLB.506625.120,0.720 
TcCLB.506625.200,0.720 
TcCLB.506625.230,0.720 
TcCLB.506695.40,0.720 
TcCLB.507211.40,0.720 
TcCLB.507529.10,0.720 
TcCLB.508137.30,0.720 
TcCLB.510241.130,0.720 
TcCLB.510243.10,0.720 
TcCLB.510243.50,0.720 
TcCLB.510315.4,0.720 
TcCLB.510323.120,0.720 
TcCLB.510911.45,0.720 
TcCLB.503643.20,0.741 
TcCLB.503683.20,0.741 
TcCLB.503685.10,0.741 
TcCLB.503811.40,0.741 
TcCLB.504557.60,0.741 
TcCLB.506591.20,0.741 
TcCLB.506625.19,0.741 
TcCLB.506649.20,0.741 
TcCLB.506695.20,0.741 
TcCLB.506699.6,0.741 
TcCLB.507213.10,0.741 
TcCLB.507257.40,0.741 
TcCLB.507795.20,0.741 
TcCLB.509489.29,0.741 
TcCLB.510143.60,0.741 
TcCLB.510149.150,0.741 
TcCLB.510241.60,0.741 
TcCLB.401661.10,0.756 
TcCLB.506623.60,0.756 
TcCLB.506649.50,0.756 
TcCLB.506699.40,0.756 
TcCLB.508075.60,0.756 
TcCLB.509669.80,0.756 
TcCLB.510149.90,0.756 
TcCLB.510325.69,0.756 
TcCLB.503671.10,0.773 
TcCLB.503811.45,0.773 
TcCLB.503855.40,0.773 
TcCLB.504033.170,0.773 
TcCLB.506591.69,0.773 
TcCLB.506693.50,0.773 
TcCLB.506695.7,0.773 
TcCLB.506697.10,0.773 
TcCLB.506697.70,0.773 
TcCLB.507511.20,0.773 
TcCLB.509379.20,0.773 
TcCLB.509669.90,0.773 
TcCLB.510127.70,0.773 
TcCLB.510149.70,0.773 
TcCLB.510241.90,0.773 
TcCLB.503643.39,0.789 
TcCLB.503671.20,0.789 
TcCLB.503671.30,0.789 
TcCLB.503683.11,0.789 
TcCLB.503811.70,0.789 
TcCLB.504029.50,0.789 
TcCLB.506591.130,0.789 
TcCLB.506591.4,0.789 
TcCLB.506649.90,0.789 
TcCLB.506693.10,0.789 
TcCLB.507211.30,0.789 
TcCLB.507213.30,0.789 
TcCLB.509491.20,0.789 
TcCLB.510243.119,0.789 
TcCLB.510911.50,0.789 
TcCLB.504029.101,0.807 
TcCLB.504033.100,0.807 
TcCLB.506223.120,0.807 
TcCLB.506625.190,0.807 
TcCLB.506693.30,0.807 
TcCLB.509379.29,0.807 
TcCLB.509669.14,0.807 
TcCLB.510149.130,0.807 
TcCLB.510149.30,0.807 
TcCLB.510315.14,0.807 
TcCLB.510325.45,0.807 
TcCLB.504029.21,0.824 
TcCLB.504431.10,0.824 
TcCLB.506625.90,0.824 
TcCLB.507213.60,0.824 
TcCLB.507257.50,0.824 
TcCLB.508137.40,0.824 
TcCLB.508183.4,0.824 
TcCLB.509669.160,0.824 
TcCLB.510143.24,0.824 
TcCLB.510143.70,0.824 
TcCLB.510149.100,0.824 
TcCLB.510243.80,0.824 
TcCLB.510317.40,0.824 
TcCLB.503855.60,0.840 
TcCLB.504029.60,0.840 
TcCLB.504255.10,0.840 
TcCLB.504557.40,0.840 
TcCLB.506649.64,0.840 
TcCLB.507211.10,0.840 
TcCLB.507507.40,0.840 
TcCLB.507509.30,0.840 
TcCLB.508607.30,0.840 
TcCLB.509381.29,0.840 
TcCLB.509491.10,0.840 
TcCLB.510127.79,0.840 
TcCLB.510143.10,0.840 
TcCLB.510143.30,0.840 
TcCLB.510241.70,0.840 
TcCLB.510243.30,0.840 
TcCLB.510323.60,0.840 
TcCLB.417091.10,0.855 
TcCLB.504431.40,0.855 
TcCLB.506699.34,0.855 
TcCLB.507257.130,0.855 
TcCLB.507257.180,0.855 
TcCLB.507257.20,0.855 
TcCLB.507507.30,0.855 
TcCLB.508127.5,0.855 
TcCLB.510141.10,0.855 
TcCLB.510149.9,0.855 
TcCLB.510323.70,0.855 
TcCLB.434945.4,0.867 
TcCLB.506047.10,0.867 
TcCLB.506649.10,0.867 
TcCLB.507511.60,0.867 
TcCLB.507529.30,0.867 
TcCLB.507797.9,0.867 
TcCLB.508067.10,0.867 
TcCLB.508183.20,0.867 
TcCLB.510141.4,0.867 
TcCLB.510145.10,0.867 
TcCLB.510241.50,0.867 
TcCLB.510243.40,0.867 
TcCLB.503643.6,0.879 
TcCLB.506649.4,0.879 
TcCLB.507531.19,0.879 
TcCLB.509669.100,0.879 
TcCLB.510147.9,0.879 
TcCLB.510323.20,0.879 
TcCLB.504029.40,0.890 
TcCLB.504643.49,0.890 
TcCLB.506695.4,0.890 
TcCLB.510143.17,0.890 
TcCLB.510241.20,0.890 
TcCLB.510243.100,0.890 
TcCLB.510325.50,0.890 
TcCLB.503855.30,0.899 
TcCLB.504431.100,0.899 
TcCLB.506695.49,0.899 
TcCLB.509297.30,0.899 
TcCLB.510911.10,0.899 
TcCLB.506591.90,0.909 
TcCLB.506625.110,0.909 
TcCLB.509381.10,0.909 
TcCLB.510243.128,0.909 
TcCLB.506625.140,0.919 
TcCLB.508129.9,0.919 
TcCLB.508183.29,0.919 
TcCLB.509669.10,0.919 
TcCLB.510127.60,0.919 
TcCLB.438147.9,0.927 
TcCLB.503903.60,0.927 
TcCLB.504033.180,0.927 
TcCLB.506647.10,0.927 
TcCLB.507795.90,0.927 
TcCLB.510149.20,0.927 
TcCLB.503685.20,0.937 
TcCLB.504033.66,0.937 
TcCLB.504255.50,0.937 
TcCLB.506625.249,0.937 
TcCLB.506693.20,0.937 
TcCLB.507213.20,0.937 
TcCLB.509669.150,0.937 
TcCLB.510319.9,0.937 
TcCLB.507211.20,0.942 
TcCLB.507511.30,0.942 
TcCLB.510241.5,0.942 
TcCLB.510325.20,0.942 
TcCLB.506649.70,0.948 
TcCLB.508075.20,0.948 
TcCLB.510143.40,0.948 
TcCLB.510243.60,0.948 
TcCLB.506649.100,0.954 
TcCLB.510143.90,0.954 
TcCLB.503643.3,0.960 
TcCLB.503811.50,0.960 
TcCLB.506625.240,0.960 
TcCLB.510317.34,0.960 
TcCLB.507509.80,0.964 
TcCLB.506625.50,0.968 
TcCLB.509669.70,0.968 
TcCLB.504033.200,0.972 
TcCLB.506649.30,0.972 
TcCLB.503683.30,0.975 
TcCLB.506693.40,0.975 
TcCLB.506697.20,0.975 
TcCLB.507257.110,0.975 
TcCLB.507509.10,0.975 
TcCLB.507795.60,0.978 
TcCLB.510325.10,0.978 
TcCLB.507511.10,0.983 
TcCLB.509669.50,0.983 
TcCLB.506625.160,0.985 
TcCLB.507529.50,0.989 
TcCLB.510241.30,0.989 
TcCLB.506623.30,0.990 
TcCLB.507257.90,0.990 
TcCLB.504033.140,0.992 
TcCLB.506343.10,0.992 
TcCLB.510911.14,0.992 
TcCLB.507257.150,0.997 
TcCLB.510145.50,0.998 
TcCLB.507511.50,1.000 
TcCLB.506533.106,0.000 
TcCLB.506533.142,0.000 
TcCLB.507879.10,0.000 
TcCLB.508089.10,0.000 
TcCLB.507881.90,0.001 
TcCLB.510307.230,0.001 
TcCLB.510307.240,0.001 
TcCLB.510403.30,0.001 
TcCLB.511569.30,0.001 
TcCLB.503697.90,0.002 
TcCLB.506683.110,0.002 
TcCLB.506683.190,0.002 
TcCLB.503653.60,0.004 
TcCLB.506683.240,0.004 
TcCLB.510307.10,0.004 
TcCLB.424795.10,0.005 
TcCLB.506659.30,0.006 
TcCLB.510309.10,0.006 
TcCLB.510407.20,0.011 
TcCLB.507883.25,0.012 
TcCLB.508265.80,0.015 
TcCLB.423205.10,0.018 
TcCLB.509349.30,0.021 
TcCLB.510167.29,0.021 
TcCLB.507881.30,0.026 
TcCLB.503653.9,0.036 
TcCLB.506683.100,0.036 
TcCLB.508265.10,0.036 
TcCLB.510311.20,0.043 
TcCLB.510311.30,0.050 
TcCLB.503575.27,0.060 
TcCLB.503905.40,0.060 
TcCLB.504867.60,0.060 
TcCLB.509087.20,0.074 
TcCLB.506691.30,0.091 
TcCLB.506661.60,0.109 
TcCLB.510989.20,0.129 
TcCLB.504867.20,0.154 
TcCLB.510307.245,0.154 
TcCLB.510307.330,0.154 
TcCLB.511575.100,0.154 
TcCLB.506661.170,0.182 
TcCLB.507881.110,0.182 
TcCLB.509351.6,0.182 
TcCLB.510311.100,0.182 
TcCLB.506407.80,0.216 
TcCLB.507999.10,0.216 
TcCLB.506407.50,0.252 
TcCLB.506795.100,0.252 
TcCLB.508675.20,0.252 
TcCLB.510307.200,0.252 
TcCLB.510403.50,0.252 
TcCLB.504213.40,0.288 
TcCLB.506605.70,0.288 
TcCLB.506685.5,0.288 
TcCLB.506691.60,0.288 
TcCLB.508089.50,0.288 
TcCLB.510311.80,0.288 
TcCLB.511253.31,0.288 
TcCLB.411427.30,0.323 
TcCLB.504213.100,0.323 
TcCLB.506605.10,0.323 
TcCLB.506605.30,0.323 
TcCLB.510077.30,0.323 
TcCLB.510307.19,0.323 
TcCLB.503959.40,0.360 
TcCLB.504213.90,0.360 
TcCLB.508181.149,0.360 
TcCLB.510167.4,0.360 
TcCLB.510307.180,0.360 
TcCLB.510311.120,0.360 
TcCLB.510311.50,0.360 
TcCLB.510989.30,0.360 
TcCLB.510989.50,0.360 
TcCLB.511573.20,0.360 
TcCLB.420989.10,0.394 
TcCLB.479253.9,0.394 
TcCLB.503697.130,0.394 
TcCLB.504213.140,0.394 
TcCLB.504227.5,0.394 
