name,length,num_reads,num_reads_primary,gc,ct
TcCLB.508201.40,1265,277,142,0.534,0.515
TcCLB.508203.20,49,38248,37833,0.49,0.367
TcCLB.508203.29,49,87940,71656,0.469,0.367
TcCLB.508203.38,49,88141,71729,0.469,0.367
TcCLB.508203.47,49,87769,71384,0.469,0.367
TcCLB.508203.56,49,88122,71974,0.469,0.367
TcCLB.508205.10,12,611,279,0.833,0.167
TcCLB.508205.20,443,854,529,0.49,0.42
TcCLB.508205.30,55,738,698,0.509,0.673
TcCLB.508205.39,130,618,462,0.438,0.315
TcCLB.508205.4,NA,0,NA,0.295,0.758
TcCLB.508205.48,NA,0,NA,0.708,0.5
TcCLB.508207.10,84,210,207,0.381,0.369
TcCLB.508207.100,13,12435,12212,0.308,0.231
TcCLB.508207.110,13,19264,12212,0.308,0.231
TcCLB.508207.120,97,1,1,0.567,0.371
TcCLB.508207.130,9,164,164,0.667,0.222
TcCLB.508207.135,11,180,169,0.364,0.727
TcCLB.508207.140,208,347,317,0.447,0.341
TcCLB.508207.150,30,347,338,0.567,0.567
TcCLB.508207.160,25,303,295,0.32,0.48
TcCLB.508207.170,26,454,443,0.5,0.577
TcCLB.508207.180,264,383,321,0.462,0.428
TcCLB.508207.190,37,315,255,0.378,0.595
TcCLB.508207.194,79,464,380,0.38,0.266
TcCLB.508207.20,NA,0,NA,0.389,0.505
TcCLB.508207.200,26,276,272,0.769,0.192
TcCLB.508207.210,157,909,881,0.439,0.401
TcCLB.508207.220,51,317,313,0.471,0.549
TcCLB.508207.230,370,8,5,0.335,0.478
TcCLB.508207.240,170,427,395,0.335,0.535
TcCLB.508207.250,340,125,114,0.338,0.429
TcCLB.508207.260,160,81,68,0.444,0.406
TcCLB.508207.270,5,1,1,0.6,0.6
TcCLB.508207.279,NA,0,NA,NA,NA
TcCLB.508207.31,451,1844,1829,0.528,0.417
TcCLB.508207.40,20,449,409,0.35,0.35
TcCLB.508207.45,36,522,517,0.472,0.583
TcCLB.508207.5,8,700,263,0.625,0.25
TcCLB.508207.50,25,319,191,0.32,0.24
TcCLB.508207.54,43,995,813,0.419,0.512
TcCLB.508207.60,NA,0,NA,0.232,0.716
TcCLB.508207.64,37,634,609,0.459,0.595
TcCLB.508207.70,6,2736,2678,0.667,0.333
TcCLB.508207.74,43,1018,820,0.256,0.535
TcCLB.508207.80,86,32,31,0.291,0.547
TcCLB.508207.90,170,315,297,0.488,0.476
TcCLB.508209.10,175,155,149,0.6,0.474
TcCLB.508209.100,111,5562,5490,0.405,0.441
TcCLB.508209.110,169,274,137,0.314,0.426
TcCLB.508209.120,116,12205,12053,0.371,0.422
TcCLB.508209.130,254,312,284,0.488,0.26
TcCLB.508209.140,147,1174,1084,0.286,0.354
TcCLB.508209.144,175,484,460,0.331,0.354
TcCLB.508209.150,80,611,219,0.412,0.3
TcCLB.508209.159,9,524,522,0.667,0.222
TcCLB.508209.20,302,167,146,0.308,0.503
TcCLB.508209.30,376,325,319,0.367,0.362
TcCLB.508209.39,6,16,7,0.667,0.5
TcCLB.508209.50,85,59,57,0.435,0.353
TcCLB.508209.60,5,235,233,0.4,0.2
TcCLB.508209.70,139,110,50,0.554,0.281
TcCLB.508209.80,37,472,461,0.568,0.297
TcCLB.508209.90,116,12203,12053,0.371,0.422
TcCLB.508209.94,12,456,425,0.417,0.417
TcCLB.508211.10,297,31,30,0.502,0.327
TcCLB.508211.19,45,442,323,0.444,0.178
TcCLB.508211.30,330,93,73,0.412,0.6
TcCLB.508211.40,43,198,109,0.535,0.512
TcCLB.508211.50,808,60,41,0.423,0.39
TcCLB.508211.60,45,263,252,0.422,0.222
TcCLB.508211.70,52,489,458,0.462,0.5
TcCLB.508213.20,78,194,193,0.564,0.526
TcCLB.508213.30,741,1074,627,0.439,0.506
TcCLB.508213.40,NA,0,NA,0.305,0.684
TcCLB.508213.49,76,330,329,0.342,0.355
TcCLB.508213.9,244,181,160,0.34,0.434
TcCLB.508215.10,NA,0,NA,NA,NA
TcCLB.508215.3,158,22,15,0.437,0.43
TcCLB.508215.6,161,270,261,0.373,0.385
TcCLB.508215.9,93,23,23,0.226,0.376
TcCLB.508217.9,NA,0,NA,NA,NA
TcCLB.508225.20,1584,530,304,0.489,0.518
TcCLB.508225.4,103,279,242,0.466,0.417
TcCLB.508227.10,808,2976,2428,0.589,0.527
TcCLB.508227.20,36,7986,6025,0.556,0.389
TcCLB.508227.30,2316,438,233,0.548,0.494
TcCLB.508227.40,36,140,93,0.583,0.389
TcCLB.508227.51,604,955,654,0.505,0.573
TcCLB.508229.10,NA,0,NA,NA,NA
TcCLB.508229.20,172,108,99,0.547,0.488
TcCLB.508229.30,36,14145,13418,0.528,0.417
TcCLB.508229.40,68,2712,2477,0.471,0.471
TcCLB.508229.50,181,65,35,0.641,0.448
TcCLB.508229.60,53,9,7,0.491,0.472
TcCLB.508237.18,NA,0,NA,NA,NA
TcCLB.508237.9,146,282,220,0.37,0.274
TcCLB.508239.10,23,18,7,0.043,0.435
TcCLB.508239.20,3,319,318,0.667,0.333
TcCLB.508239.30,NA,0,NA,0.274,0.632
TcCLB.508239.40,32,217,211,0.406,0.5
TcCLB.508239.49,172,388,369,0.506,0.326
TcCLB.508241.10,NA,0,NA,NA,NA
TcCLB.508241.100,198,191,180,0.53,0.343
TcCLB.508241.104,86,459,335,0.628,0.244
TcCLB.508241.110,6,252,240,0.333,0.5
TcCLB.508241.120,46,346,321,0.587,0.478
TcCLB.508241.130,20,355,350,0.3,0.6
TcCLB.508241.140,17,135,131,0.529,0.353
TcCLB.508241.149,591,59,13,0.518,0.528
TcCLB.508241.20,71,769,740,0.62,0.394
TcCLB.508241.30,41,629,596,0.463,0.585
TcCLB.508241.40,42,345,218,0.381,0.357
TcCLB.508241.50,52,157,153,0.423,0.385
TcCLB.508241.60,68,488,427,0.515,0.191
TcCLB.508241.70,137,1123,1106,0.54,0.423
TcCLB.508241.80,NA,0,NA,0.326,0.6
TcCLB.508241.90,25,480,430,0.52,0.36
TcCLB.508265.10,20,860,719,0.35,0.5
TcCLB.508265.100,490,1174,1082,0.353,0.32
TcCLB.508265.110,NA,0,NA,NA,NA
TcCLB.508265.30,82,52,39,0.378,0.5
TcCLB.508265.4,7,355,181,0.429,0.714
TcCLB.508265.40,17,549,540,0.647,0.353
TcCLB.508265.44,137,64,53,0.321,0.46
TcCLB.508265.60,47,426,410,0.404,0.447
TcCLB.508265.70,198,1,1,0.379,0.52
TcCLB.508265.80,21,662,572,0.429,0.048
TcCLB.508271.10,176,392,324,0.381,0.233
TcCLB.508271.20,90,55,26,0.278,0.622
TcCLB.508271.30,65,278,127,0.385,0.462
TcCLB.508271.4,372,108,97,0.427,0.54
TcCLB.508271.50,27,296,157,0.667,0.444
TcCLB.508277.10,NA,0,NA,NA,NA
TcCLB.508277.100,53,14,12,0.434,0.566
TcCLB.508277.110,62,308,234,0.226,0.645
TcCLB.508277.120,87,2932,1251,0.655,0.586
TcCLB.508277.130,119,144,96,0.387,0.42
TcCLB.508277.140,172,642,625,0.43,0.628
TcCLB.508277.150,119,896,879,0.361,0.303
TcCLB.508277.160,70,754,739,0.529,0.5
TcCLB.508277.170,49,989,982,0.51,0.49
TcCLB.508277.180,34,127,72,0.559,0.353
TcCLB.508277.190,43,470,233,0.279,0.14
TcCLB.508277.20,80,279,197,0.462,0.638
TcCLB.508277.200,132,300,218,0.553,0.379
TcCLB.508277.210,34,273,136,0.559,0.559
TcCLB.508277.220,187,182,145,0.529,0.369
TcCLB.508277.230,595,3,2,0.402,0.615
TcCLB.508277.250,163,283,122,0.534,0.319
TcCLB.508277.260,86,237,136,0.43,0.326
TcCLB.508277.269,252,81,78,0.456,0.48
TcCLB.508277.280,87,389,382,0.471,0.483
TcCLB.508277.290,16,400,342,0.75,0.375
TcCLB.508277.30,12,412,407,0.75,0.667
TcCLB.508277.300,10,222,207,0.8,0.4
TcCLB.508277.310,34,154,110,0.618,0.265
TcCLB.508277.320,14,788,701,0.786,0.357
TcCLB.508277.330,153,183,84,0.379,0.51
TcCLB.508277.340,17,321,100,0.235,0.941
TcCLB.508277.350,124,42,34,0.355,0.379
TcCLB.508277.360,336,192,127,0.438,0.506
TcCLB.508277.370,474,548,411,0.407,0.407
TcCLB.508277.380,4,181,177,0.75,0.5
TcCLB.508277.390,148,48,43,0.514,0.297
TcCLB.508277.40,18,1115,1112,0.444,0.278
TcCLB.508277.401,29,183,170,0.31,0.517
TcCLB.508277.50,23,289,255,0.522,0.435
TcCLB.508277.60,12,163,144,0.333,0.333
TcCLB.508277.65,125,595,590,0.328,0.248
TcCLB.508277.70,30,388,248,0.567,0.433
TcCLB.508277.80,8,320,316,0.625,0.375
TcCLB.508277.90,33,370,357,0.667,0.636
TcCLB.508279.10,2921,26,16,0.557,0.512
TcCLB.508281.9,NA,0,NA,NA,NA
TcCLB.508283.10,NA,0,NA,0.558,0.442
TcCLB.508283.25,2644,3,3,0.553,0.5
TcCLB.508283.40,104,9,5,0.51,0.442
TcCLB.508283.60,556,33,19,0.579,0.482
TcCLB.508283.69,NA,0,NA,0.347,0.474
TcCLB.508285.10,116,94,60,0.448,0.466
TcCLB.508285.20,28,7,7,0.429,0.536
TcCLB.508285.30,554,36,19,0.509,0.468
TcCLB.508285.40,45,21,10,0.356,0.4
TcCLB.508285.5,NA,0,NA,NA,NA
TcCLB.508285.50,NA,0,NA,0.4,0.421
TcCLB.508285.60,546,48,18,0.52,0.531
TcCLB.508307.10,32,76,40,0.438,0.75
TcCLB.508307.100,53,322,311,0.472,0.453
TcCLB.508307.110,142,22,20,0.472,0.472
TcCLB.508307.120,62,16,12,0.597,0.5
TcCLB.508307.125,NA,0,NA,0.305,0.674
TcCLB.508307.130,53,26,20,0.547,0.226
TcCLB.508307.134,2467,78,39,0.418,0.531
TcCLB.508307.140,1942,229,216,0.417,0.462
TcCLB.508307.150,74,792,768,0.446,0.473
TcCLB.508307.160,32,189,142,0.562,0.312
TcCLB.508307.170,43,51,49,0.233,0.093
TcCLB.508307.180,53,29,29,0.283,0.358
TcCLB.508307.184,57,469,462,0.386,0.474
TcCLB.508307.190,34,20,15,0.559,0.353
TcCLB.508307.20,52,81,60,0.423,0.346
TcCLB.508307.200,NA,0,NA,NA,NA
TcCLB.508307.40,4,107,107,0.25,0.25
TcCLB.508307.44,25,284,263,0.6,0.32
TcCLB.508307.50,160,41,12,0.369,0.431
TcCLB.508307.60,29,7,4,0.207,0.828
TcCLB.508307.70,109,346,288,0.312,0.321
TcCLB.508307.80,41,119,103,0.439,0.463
TcCLB.508307.90,70,79,37,0.257,0.286
TcCLB.508317.10,43,406,375,0.279,0.395
TcCLB.508317.120,32,3194,1548,0.469,0.406
TcCLB.508317.129,32,880,532,0.469,0.406
TcCLB.508317.20,52,122,116,0.423,0.692
TcCLB.508317.30,61,176,172,0.393,0.41
TcCLB.508317.40,27,39,35,0.444,0.593
TcCLB.508317.50,54,44,30,0.537,0.407
TcCLB.508317.60,77,120,109,0.312,0.416
TcCLB.508317.70,NA,0,NA,0.263,0.516
TcCLB.508317.80,32,2999,1548,0.469,0.406
TcCLB.508321.11,72,14986,6080,0.375,0.542
TcCLB.508321.21,72,15205,6080,0.375,0.542
TcCLB.508321.30,191,424,214,0.461,0.34
TcCLB.508321.40,76,734,701,0.421,0.474
TcCLB.508321.50,201,9,3,0.383,0.378
TcCLB.508321.60,697,49,19,0.335,0.487
TcCLB.508323.100,44,1400,1048,0.182,0.568
TcCLB.508323.110,101,12,7,0.168,0.267
TcCLB.508323.120,5191,985,578,0.54,0.507
TcCLB.508323.190,2000,1918,726,0.514,0.512
TcCLB.508323.199,42,112,104,0.357,0.524
TcCLB.508323.20,167,271,259,0.365,0.413
TcCLB.508323.30,250,56,41,0.444,0.344
TcCLB.508323.40,7,322,174,0.571,0.429
TcCLB.508323.50,55,44,27,0.527,0.436
TcCLB.508323.60,100,540,245,0.29,0.49
TcCLB.508323.70,102,776,357,0.294,0.5
TcCLB.508323.80,15,272,267,0.4,0.333
TcCLB.508323.84,284,442,285,0.366,0.398
TcCLB.508323.9,55,526,513,0.182,0.582
TcCLB.508323.90,46,126,110,0.239,0.543
TcCLB.508323.94,332,973,686,0.265,0.47
TcCLB.508325.101,1208,10,10,0.542,0.522
TcCLB.508325.110,NA,0,NA,0.484,0.505
TcCLB.508325.130,1009,1506,1457,0.488,0.449
TcCLB.508325.150,90,25,21,0.411,0.344
TcCLB.508325.160,84,688,282,0.31,0.31
TcCLB.508325.180,522,513,482,0.533,0.46
TcCLB.508325.20,NA,0,NA,NA,NA
TcCLB.508325.220,2419,514,194,0.467,0.524
TcCLB.508325.230,93,415,197,0.441,0.387
TcCLB.508325.25,116,2,1,0.517,0.405
TcCLB.508325.250,695,398,134,0.591,0.517
TcCLB.508325.270,5,340,145,0.6,0.4
TcCLB.508325.290,95,128,62,0.442,0.411
TcCLB.508325.30,NA,0,NA,0.589,0.442
TcCLB.508325.300,2618,1175,985,0.506,0.519
TcCLB.508325.310,557,300,181,0.524,0.425
TcCLB.508325.320,39,2,2,0.462,0.436
TcCLB.508325.340,91,398,388,0.407,0.341
TcCLB.508325.60,45,379,211,0.356,0.378
TcCLB.508325.80,3682,438,217,0.547,0.495
TcCLB.508325.90,NA,0,NA,0.411,0.558
TcCLB.508341.10,1615,28,22,0.569,0.47
TcCLB.508343.10,1218,439,223,0.52,0.499
TcCLB.508345.9,294,5604,5420,0.633,0.531
TcCLB.508347.10,NA,0,NA,NA,NA
TcCLB.508347.100,11,220,98,0.273,0.091
TcCLB.508347.110,110,213,124,0.436,0.209
TcCLB.508347.120,1045,74,67,0.421,0.357
TcCLB.508347.130,19,337,198,0.526,0.263
TcCLB.508347.140,7,960,702,0.429,0
TcCLB.508347.150,161,21,14,0.385,0.317
TcCLB.508347.159,1105,277,121,0.413,0.406
TcCLB.508347.20,355,1,1,0.369,0.507
TcCLB.508347.24,244,172,85,0.426,0.533
TcCLB.508347.30,23,551,339,0.609,0.435
TcCLB.508347.40,7,193,173,0.286,0.571
TcCLB.508347.50,676,51,35,0.439,0.561
TcCLB.508347.60,NA,0,NA,0.432,0.695
TcCLB.508347.70,124,399,332,0.468,0.282
TcCLB.508347.80,363,60,26,0.364,0.355
TcCLB.508347.90,96,9,5,0.531,0.5
TcCLB.508357.100,111,60,18,0.351,0.297
TcCLB.508357.20,7,158,100,0.714,0.429
TcCLB.508357.23,5,277,276,0.6,0.2
TcCLB.508357.26,26,278,267,0.462,0.462
TcCLB.508357.30,79,136,134,0.266,0.709
TcCLB.508357.40,1025,294,158,0.401,0.56
TcCLB.508357.80,108,332,175,0.324,0.417
TcCLB.508357.9,98,288,286,0.357,0.316
TcCLB.508357.90,41,1121,1041,0.22,0.39
TcCLB.508367.20,22,411,402,0.5,0.5
TcCLB.508367.50,2404,136,28,0.51,0.497
TcCLB.508367.70,251,43,24,0.534,0.45
TcCLB.508369.10,31,692,397,0.613,0.484
TcCLB.508369.20,158,1772,1016,0.38,0.361
TcCLB.508369.40,214,13,12,0.467,0.617
TcCLB.508369.50,NA,0,NA,NA,NA
TcCLB.508371.10,351,128,112,0.393,0.285
TcCLB.508373.10,NA,0,NA,NA,NA
TcCLB.508373.20,85,655,184,0.588,0.388
TcCLB.508373.29,161,256,162,0.416,0.311
TcCLB.508375.10,36,7478,5878,0.556,0.389
TcCLB.508375.20,795,369,226,0.552,0.512
TcCLB.508375.30,76,1880,1672,0.421,0.447
TcCLB.508375.5,442,160,134,0.568,0.561
TcCLB.508375.50,20,508,500,0.6,0.35
TcCLB.508375.60,41,2475,2334,0.463,0.488
TcCLB.508375.70,99,263,138,0.556,0.293
TcCLB.508375.80,103,1579,1226,0.553,0.447
TcCLB.508375.89,193,80,71,0.451,0.352
TcCLB.508377.9,4,1,1,1,0.5
TcCLB.508379.10,NA,0,NA,NA,NA
TcCLB.508379.20,115,38,25,0.6,0.322
TcCLB.508379.29,42,281,151,0.524,0.31
TcCLB.508381.20,145,294,267,0.593,0.531
TcCLB.508381.40,2325,50,41,0.681,0.49
TcCLB.508383.10,NA,0,NA,NA,NA
TcCLB.508385.10,73,174,138,0.37,0.562
TcCLB.508385.20,114,99,95,0.518,0.553
TcCLB.508385.30,381,6,4,0.228,0.265
TcCLB.508385.40,461,139,123,0.466,0.501
TcCLB.508385.50,59,51,46,0.39,0.373
TcCLB.508385.60,29,426,407,0.379,0.345
TcCLB.508387.10,NA,0,NA,NA,NA
TcCLB.508387.100,123,10,8,0.463,0.602
TcCLB.508387.110,116,110,106,0.44,0.31
TcCLB.508387.120,172,36,30,0.372,0.366
TcCLB.508387.130,9,153,143,0.333,0
TcCLB.508387.140,174,44,25,0.374,0.333
TcCLB.508387.150,219,2,1,0.47,0.502
TcCLB.508387.160,250,263,216,0.464,0.3
TcCLB.508387.170,264,249,231,0.337,0.303
TcCLB.508387.20,89,919,458,0.382,0.449
TcCLB.508387.30,90,216,121,0.422,0.333
TcCLB.508387.40,137,160,67,0.526,0.423
TcCLB.508387.50,109,40,36,0.422,0.33
TcCLB.508387.60,89,232,229,0.371,0.438
TcCLB.508387.70,222,16,16,0.428,0.293
TcCLB.508387.80,68,10,10,0.515,0.382
TcCLB.508387.90,461,14,11,0.542,0.371
TcCLB.508389.10,1207,123,78,0.36,0.433
TcCLB.508389.100,36,77,62,0.556,0.389
TcCLB.508389.114,35,965,846,0.6,0.543
TcCLB.508389.130,10,99,38,0.6,0.2
TcCLB.508389.138,35,18,12,0.6,0.543
TcCLB.508389.146,1347,14,14,0.562,0.494
TcCLB.508389.154,36,103,62,0.556,0.389
TcCLB.508389.160,304,15,11,0.497,0.503
TcCLB.508389.174,1772,16,5,0.515,0.487
TcCLB.508389.20,274,39,33,0.515,0.391
TcCLB.508389.50,844,74,19,0.586,0.479
TcCLB.508389.70,1331,87,35,0.581,0.505
TcCLB.508389.90,843,881,478,0.548,0.498
TcCLB.508391.10,NA,0,NA,NA,NA
TcCLB.508393.9,2685,218,129,0.565,0.528
TcCLB.508439.10,591,1,1,0.443,0.438
TcCLB.508439.30,97,270,175,0.392,0.299
TcCLB.508439.40,NA,0,NA,0.663,0.547
TcCLB.508463.10,NA,0,NA,NA,NA
TcCLB.508463.20,NA,0,NA,0.295,0.758
TcCLB.508463.29,61,322,216,0.426,0.426
TcCLB.508465.10,NA,0,NA,0.435,0.403
TcCLB.508465.100,184,10,2,0.495,0.641
TcCLB.508465.110,140,140,138,0.343,0.343
TcCLB.508465.120,41,346,231,0.634,0.537
TcCLB.508465.130,74,687,517,0.527,0.459
TcCLB.508465.140,6,15,10,0.333,0.167
TcCLB.508465.149,173,327,309,0.468,0.376
TcCLB.508465.20,18,217,178,0.556,0.556
TcCLB.508465.30,165,71,63,0.491,0.345
TcCLB.508465.40,260,95,88,0.408,0.4
TcCLB.508465.50,108,441,137,0.426,0.139
TcCLB.508465.60,153,70,59,0.477,0.392
TcCLB.508465.70,20,218,218,0.5,0.6
TcCLB.508465.80,11,223,223,0.636,0.182
TcCLB.508465.90,45,598,406,0.178,0.6
TcCLB.508467.10,NA,0,NA,NA,NA
TcCLB.508467.19,14,197,197,0.643,0.643
TcCLB.508469.10,8,220,173,0.625,0
TcCLB.508469.20,22,375,331,0.545,0.273
TcCLB.508469.30,744,420,171,0.429,0.496
TcCLB.508469.4,6,664,616,0.5,0.167
TcCLB.508469.50,34,79,72,0.618,0.324
TcCLB.508469.59,NA,0,NA,NA,NA
TcCLB.508471.10,NA,0,NA,NA,NA
TcCLB.508471.19,3,1,1,0.667,0.333
TcCLB.508473.10,34,1122,654,0.382,0.324
TcCLB.508489.10,50,199,196,0.62,0.62
TcCLB.508489.20,80,214,180,0.612,0.4
TcCLB.508489.30,408,1,1,0.471,0.453
TcCLB.508489.40,330,229,179,0.533,0.297
TcCLB.508515.10,64,455,252,0.5,0.344
TcCLB.508515.100,18,407,337,0.333,0.278
TcCLB.508515.110,510,411,157,0.433,0.535
TcCLB.508515.120,118,82,55,0.636,0.28
TcCLB.508515.150,579,145,89,0.539,0.522
TcCLB.508515.170,1431,335,325,0.539,0.511
TcCLB.508515.20,157,651,344,0.389,0.382
TcCLB.508515.30,870,708,326,0.493,0.439
TcCLB.508515.40,605,408,247,0.393,0.565
TcCLB.508515.50,252,82,62,0.476,0.532
TcCLB.508515.60,139,236,223,0.446,0.396
TcCLB.508515.80,37,227,182,0.378,0.297
TcCLB.508515.90,17,285,148,0.529,0.235
TcCLB.508535.10,22,513,466,0.591,0.182
TcCLB.508535.20,210,429,418,0.471,0.405
TcCLB.508535.30,46,192,169,0.565,0.478
TcCLB.508535.40,100,175,164,0.37,0.2
TcCLB.508535.50,71,8,1,0.676,0.465
TcCLB.508537.10,NA,0,NA,NA,NA
TcCLB.508537.5,80,17101,16098,0.35,0.338
TcCLB.508539.10,NA,0,NA,NA,NA
TcCLB.508539.110,19,909,677,0.632,0.474
TcCLB.508539.130,853,1199,789,0.559,0.478
TcCLB.508539.150,877,69,49,0.571,0.515
TcCLB.508539.155,44,209,179,0.568,0.5
TcCLB.508539.160,36,275,264,0.556,0.417
TcCLB.508539.169,752,1180,789,0.548,0.496
TcCLB.508539.20,153,202,103,0.412,0.497
TcCLB.508539.30,26,631,630,0.577,0.731
TcCLB.508539.40,368,54,51,0.356,0.315
TcCLB.508539.50,66,105,84,0.5,0.47
TcCLB.508539.60,19,543,325,0.632,0.474
TcCLB.508539.71,225,906,820,0.618,0.471
TcCLB.508539.80,36,669,658,0.5,0.444
TcCLB.508539.95,558,178,71,0.518,0.516
TcCLB.508541.10,225,527,495,0.627,0.471
TcCLB.508541.100,350,40,22,0.517,0.497
TcCLB.508541.110,19,971,811,0.632,0.474
TcCLB.508541.120,752,330,191,0.555,0.491
TcCLB.508541.125,1035,153,61,0.542,0.552
TcCLB.508541.130,36,1394,1348,0.556,0.444
TcCLB.508541.140,993,158,95,0.498,0.569
TcCLB.508541.160,861,151,90,0.521,0.483
TcCLB.508541.170,417,22,11,0.396,0.585
TcCLB.508541.190,1177,15,4,0.373,0.355
TcCLB.508541.20,36,21,18,0.556,0.444
TcCLB.508541.200,122,16,13,0.377,0.23
TcCLB.508541.210,61,20,16,0.164,0.475
TcCLB.508541.220,217,253,186,0.318,0.332
TcCLB.508541.225,41,60400,53088,0.537,0.415
TcCLB.508541.230,41,60478,53088,0.537,0.415
TcCLB.508541.240,41,60423,53088,0.537,0.415
TcCLB.508541.30,339,34,31,0.501,0.622
TcCLB.508541.40,240,3,2,0.6,0.45
TcCLB.508541.80,35,143,135,0.571,0.543
TcCLB.508541.90,36,8024,6142,0.556,0.389
TcCLB.508549.10,15,747,740,0.4,0.333
TcCLB.508549.20,37,1184,1183,0.486,0.351
TcCLB.508549.30,22,30,23,0.409,0.455
TcCLB.508551.10,NA,0,NA,NA,NA
TcCLB.508551.20,36,1789,1725,0.528,0.361
TcCLB.508551.30,43,5496,5101,0.419,0.302
TcCLB.508551.39,43,6211,5101,0.419,0.302
TcCLB.508555.10,NA,0,NA,NA,NA
TcCLB.508555.20,616,20,11,0.336,0.625
TcCLB.508555.34,1563,296,240,0.459,0.482
TcCLB.508555.50,31,82,64,0.484,0.387
TcCLB.508555.60,330,29,14,0.318,0.324
TcCLB.508555.70,881,639,600,0.445,0.495
TcCLB.508557.20,68,84,78,0.485,0.529
TcCLB.508557.29,340,243,241,0.397,0.521
TcCLB.508559.20,1309,408,378,0.509,0.524
TcCLB.508559.29,NA,0,NA,0.579,0.421
TcCLB.508559.40,1435,421,378,0.51,0.515
TcCLB.508559.80,93,52,31,0.452,0.452
TcCLB.508559.90,123,508,203,0.431,0.439
TcCLB.508563.11,976,372,167,0.535,0.503
TcCLB.508563.20,104,327,144,0.442,0.404
TcCLB.508563.30,NA,0,NA,NA,NA
TcCLB.508567.100,1408,32,21,0.408,0.405
TcCLB.508567.20,78,400,397,0.615,0.449
TcCLB.508567.30,715,130,48,0.434,0.636
TcCLB.508567.40,114,510,459,0.412,0.412
TcCLB.508567.49,NA,0,NA,0.421,0.642
TcCLB.508567.60,168,267,247,0.494,0.327
TcCLB.508567.70,148,260,198,0.453,0.473
TcCLB.508567.80,13,329,217,0.692,0.231
TcCLB.508567.89,10,595,303,0.4,0.6
TcCLB.508569.10,969,10,5,0.375,0.29
TcCLB.508569.100,297,214,190,0.394,0.508
TcCLB.508569.120,241,317,183,0.544,0.32
TcCLB.508569.130,236,194,109,0.432,0.568
TcCLB.508569.140,57,49,27,0.298,0.421
TcCLB.508569.20,64,1243,1013,0.5,0.234
TcCLB.508569.70,439,69,60,0.401,0.317
TcCLB.508569.80,16,369,327,0.438,0.188
TcCLB.508569.90,360,107,89,0.375,0.511
TcCLB.508571.10,NA,0,NA,NA,NA
TcCLB.508583.10,224,68,17,0.411,0.384
TcCLB.508585.10,173,159,92,0.555,0.301
TcCLB.508585.20,37,72,71,0.486,0.405
TcCLB.508585.29,163,21,12,0.356,0.411
TcCLB.508605.10,NA,0,NA,NA,NA
TcCLB.508605.20,22,19,13,0.545,0.545
TcCLB.508605.31,NA,0,NA,0.526,0.411
TcCLB.508605.40,1099,258,152,0.55,0.542
TcCLB.508607.10,408,14,14,0.51,0.449
TcCLB.508607.30,NA,0,NA,0.537,0.442
TcCLB.508607.40,1201,139,89,0.488,0.529
TcCLB.508607.50,2073,134,76,0.557,0.499
TcCLB.508607.60,1257,369,197,0.539,0.543
TcCLB.508607.70,89,75,36,0.461,0.416
TcCLB.508609.10,960,4669,2495,0.524,0.473
TcCLB.508609.20,515,73,36,0.612,0.489
TcCLB.508611.30,959,4615,2497,0.523,0.473
TcCLB.508647.10,334,110,51,0.503,0.449
TcCLB.508647.100,77,110,35,0.377,0.234
TcCLB.508647.110,71,366,353,0.535,0.366
TcCLB.508647.120,52,265,205,0.5,0.462
TcCLB.508647.130,92,280,210,0.533,0.37
TcCLB.508647.140,135,377,372,0.496,0.289
TcCLB.508647.160,9,286,285,1,0.222
TcCLB.508647.170,28,130,125,0.607,0.321
TcCLB.508647.174,878,101,32,0.421,0.491
TcCLB.508647.180,47,272,260,0.511,0.191
TcCLB.508647.190,27,389,249,0.556,0.296
TcCLB.508647.20,91,2,1,0.297,0.505
TcCLB.508647.200,24,1161,831,0.5,0.333
TcCLB.508647.210,52,1091,979,0.596,0.269
TcCLB.508647.220,28,432,334,0.5,0.286
TcCLB.508647.230,125,11,11,0.504,0.544
TcCLB.508647.250,58,295,215,0.517,0.5
TcCLB.508647.260,75,71,62,0.6,0.187
TcCLB.508647.264,6,1265,1256,0.833,0.333
TcCLB.508647.270,144,895,604,0.382,0.493
TcCLB.508647.280,139,329,98,0.237,0.511
TcCLB.508647.290,1837,512,200,0.429,0.464
TcCLB.508647.30,28,331,200,0.679,0.286
TcCLB.508647.40,37,522,394,0.514,0.351
TcCLB.508647.50,82,520,475,0.646,0.5
TcCLB.508647.80,385,38,15,0.416,0.499
TcCLB.508647.90,32,185,172,0.688,0.219
TcCLB.508653.10,696,12,4,0.42,0.507
TcCLB.508653.20,1454,80,37,0.46,0.517
TcCLB.508671.10,NA,0,NA,NA,NA
TcCLB.508671.20,681,435,222,0.499,0.432
TcCLB.508673.20,22,2084,2022,0.545,0.545
TcCLB.508675.20,25,884,389,0.48,0.44
TcCLB.508675.29,95,24954,23628,0.326,0.337
TcCLB.508675.40,118,55,42,0.508,0.492
TcCLB.508675.50,76,227,164,0.461,0.342
TcCLB.508675.60,2372,112,73,0.357,0.483
TcCLB.508675.9,1339,184,67,0.423,0.522
TcCLB.508681.11,NA,0,NA,0.442,0.758
TcCLB.508681.20,NA,0,NA,0.453,0.253
TcCLB.508681.31,936,11,10,0.54,0.51
TcCLB.508681.40,NA,0,NA,NA,NA
TcCLB.508683.9,NA,0,NA,NA,NA
