name,length,num_reads,num_reads_primary,gc,ct
TcCLB.507881.30,1287,34,8,0.438,0.549
TcCLB.507881.60,83,11,9,0.482,0.386
TcCLB.507881.90,4477,107,47,0.485,0.53
TcCLB.507883.10,679,12,4,0.371,0.576
TcCLB.507883.100,140,6,3,0.407,0.521
TcCLB.507883.109,486,256,63,0.406,0.265
TcCLB.507883.25,384,9,5,0.419,0.581
TcCLB.507883.40,246,9,2,0.366,0.504
TcCLB.507883.50,606,11,3,0.401,0.553
TcCLB.507883.60,35,8,5,0.343,0.657
TcCLB.507883.70,306,2,1,0.392,0.52
TcCLB.507883.80,165,44,24,0.297,0.382
TcCLB.507883.90,NA,0,NA,0.374,0.619
TcCLB.507885.10,2289,52,16,0.363,0.447
TcCLB.507899.10,971,20,3,0.515,0.537
TcCLB.507899.5,NA,0,NA,0.675,0.473
TcCLB.507905.30,618,20,14,0.474,0.563
TcCLB.507905.39,NA,0,NA,0.506,0.412
TcCLB.507907.10,251,105,16,0.367,0.637
TcCLB.507907.20,1785,24,14,0.505,0.553
TcCLB.507907.30,1648,201,109,0.47,0.495
TcCLB.507907.40,42,6,2,0.381,0.667
TcCLB.507907.50,204,21,8,0.358,0.534
TcCLB.507907.55,779,7,3,0.583,0.503
TcCLB.507907.60,737,20,14,0.528,0.5
TcCLB.507921.9,NA,0,NA,0.459,0.618
TcCLB.507923.10,384,414,278,0.443,0.526
TcCLB.507923.20,155,182,70,0.529,0.477
TcCLB.507923.30,37,50,18,0.595,0.459
TcCLB.507923.40,10,2,1,0.1,0.6
TcCLB.507925.10,NA,0,NA,NA,NA
TcCLB.507925.20,282,14,6,0.436,0.489
TcCLB.507925.30,NA,0,NA,0.389,0.53
TcCLB.507925.40,519,37,11,0.326,0.459
TcCLB.507925.50,232,2,1,0.418,0.556
TcCLB.507925.60,29,128,78,0.207,0.138
TcCLB.507925.69,331,79,67,0.468,0.508
TcCLB.507927.10,295,15,8,0.383,0.522
TcCLB.507927.100,434,30,9,0.371,0.53
TcCLB.507927.20,77,54,36,0.377,0.39
TcCLB.507927.30,115,15,9,0.47,0.443
TcCLB.507927.4,NA,0,NA,NA,NA
TcCLB.507927.40,110,18,7,0.427,0.664
TcCLB.507927.50,34,14,9,0.294,0.794
TcCLB.507927.60,130,295,103,0.292,0.469
TcCLB.507927.70,31,10,3,0.419,0.355
TcCLB.507927.80,48,7,3,0.271,0.75
TcCLB.507927.90,3,6,5,0.333,0
TcCLB.507929.10,NA,0,NA,0.465,0.388
TcCLB.507929.20,158,285,182,0.373,0.354
TcCLB.507929.30,1,9,9,0,1
TcCLB.507933.10,363,6,1,0.449,0.576
TcCLB.507933.20,155,1,1,0.432,0.452
TcCLB.507933.29,NA,0,NA,NA,NA
TcCLB.507939.14,3049,10,4,0.521,0.485
TcCLB.507939.30,102,69,31,0.275,0.108
TcCLB.507939.40,843,10,4,0.518,0.505
TcCLB.507939.50,105,12,5,0.381,0.743
TcCLB.507939.70,1262,19,7,0.369,0.498
TcCLB.507941.10,18,22,7,0.333,0.5
TcCLB.507941.100,58,6,3,0.586,0.741
TcCLB.507941.110,319,56,28,0.411,0.505
TcCLB.507941.120,84,131,70,0.345,0.143
TcCLB.507941.130,23,11,4,0.391,0.348
TcCLB.507941.14,144,22,13,0.396,0.521
TcCLB.507941.150,104,293,118,0.587,0.385
TcCLB.507941.160,145,768,136,0.572,0.407
TcCLB.507941.170,49,75,18,0.653,0.408
TcCLB.507941.20,83,61,33,0.41,0.458
TcCLB.507941.30,36,14,5,0.583,0.528
TcCLB.507941.40,8,1,1,0.5,0.125
TcCLB.507941.50,375,21,14,0.403,0.525
TcCLB.507941.60,396,68,41,0.472,0.563
TcCLB.507941.70,351,16,10,0.35,0.627
TcCLB.507941.80,89,1,1,0.438,0.371
TcCLB.507953.10,263,1,1,0.354,0.673
TcCLB.507953.100,849,49,17,0.532,0.581
TcCLB.507953.110,NA,0,NA,0.393,0.43
TcCLB.507953.130,1823,557,142,0.563,0.487
TcCLB.507953.140,826,51,19,0.538,0.585
TcCLB.507953.150,4641,77,29,0.552,0.469
TcCLB.507953.170,5570,160,122,0.549,0.526
TcCLB.507953.180,401,18,14,0.466,0.601
TcCLB.507953.185,715,30,15,0.452,0.51
TcCLB.507953.190,NA,0,NA,0.552,0.515
TcCLB.507953.20,NA,0,NA,0.567,0.456
TcCLB.507953.200,865,6,2,0.458,0.631
TcCLB.507953.210,688,7,4,0.445,0.57
TcCLB.507953.30,389,11,9,0.483,0.586
TcCLB.507953.40,110,34,8,0.618,0.591
TcCLB.507953.50,1295,59,52,0.604,0.473
TcCLB.507953.60,116,80,65,0.293,0.241
TcCLB.507953.70,239,31,31,0.464,0.556
TcCLB.507953.80,NA,0,NA,0.456,0.574
TcCLB.507955.20,992,208,195,0.528,0.588
TcCLB.507957.10,362,11,11,0.552,0.605
TcCLB.507957.100,1044,21,14,0.528,0.551
TcCLB.507957.140,530,2,2,0.432,0.57
TcCLB.507957.150,225,127,62,0.573,0.596
TcCLB.507957.160,3336,143,46,0.579,0.485
TcCLB.507957.179,1056,209,183,0.528,0.615
TcCLB.507957.200,368,57,30,0.546,0.614
TcCLB.507957.210,941,15,15,0.473,0.524
TcCLB.507957.220,2904,90,57,0.536,0.511
TcCLB.507957.229,388,14,13,0.459,0.593
TcCLB.507957.240,381,43,17,0.533,0.617
TcCLB.507957.260,NA,0,NA,0.663,0.456
TcCLB.507957.270,349,12,6,0.433,0.585
TcCLB.507957.280,361,83,27,0.54,0.612
TcCLB.507957.29,NA,0,NA,0.548,0.478
TcCLB.507957.290,779,11,9,0.573,0.48
TcCLB.507957.300,376,10,10,0.537,0.614
TcCLB.507957.304,NA,0,NA,0.537,0.489
TcCLB.507957.310,450,5,5,0.562,0.516
TcCLB.507957.320,3949,680,401,0.572,0.538
TcCLB.507957.334,3645,5023,2100,0.588,0.484
TcCLB.507957.36,NA,0,NA,0.519,0.496
TcCLB.507957.43,689,18,8,0.552,0.518
TcCLB.507957.50,407,5,4,0.445,0.604
TcCLB.507957.60,3470,125,82,0.533,0.516
TcCLB.507957.90,NA,0,NA,0.489,0.559
TcCLB.507959.110,1176,6,5,0.558,0.534
TcCLB.507959.120,1152,10,4,0.548,0.49
TcCLB.507959.140,1300,386,308,0.512,0.539
TcCLB.507959.170,1187,4,2,0.561,0.534
TcCLB.507959.180,85,23,8,0.6,0.447
TcCLB.507959.200,354,1,1,0.438,0.59
TcCLB.507959.210,321,6,4,0.555,0.595
TcCLB.507959.224,NA,0,NA,0.637,0.519
TcCLB.507959.240,1420,16,9,0.563,0.514
TcCLB.507959.250,2,3,1,0.5,0
TcCLB.507959.260,368,2,2,0.562,0.617
TcCLB.507959.270,371,5,4,0.431,0.582
TcCLB.507959.280,768,56,37,0.505,0.617
TcCLB.507959.290,2401,356,118,0.604,0.461
TcCLB.507959.300,151,6,2,0.556,0.576
TcCLB.507959.310,86,7,6,0.5,0.453
TcCLB.507959.323,1426,4,4,0.565,0.513
TcCLB.507959.336,NA,0,NA,0.548,0.574
TcCLB.507959.350,170,8,4,0.582,0.571
TcCLB.507959.41,6679,197,106,0.541,0.517
TcCLB.507959.80,2339,138,46,0.534,0.514
TcCLB.507959.90,405,3,3,0.467,0.615
TcCLB.507961.10,181,5,3,0.569,0.597
TcCLB.507963.10,417,108,88,0.403,0.424
TcCLB.507963.20,200,33,7,0.295,0.425
TcCLB.507963.30,66,11,10,0.545,0.394
TcCLB.507963.40,21,168,142,0.476,0.286
TcCLB.507963.44,32,11,5,0.375,0.25
TcCLB.507963.50,48,11,2,0.479,0.562
TcCLB.507963.60,96,2,1,0.344,0.406
TcCLB.507963.70,100,7,2,0.42,0.59
TcCLB.507963.79,360,1497,583,0.5,0.419
TcCLB.507963.90,129,48,17,0.411,0.24
TcCLB.507975.10,3544,21,8,0.532,0.485
TcCLB.507975.40,NA,0,NA,0.515,0.507
TcCLB.507975.50,1205,119,36,0.527,0.534
TcCLB.507975.70,22,81,52,0.227,0.136
TcCLB.507975.80,728,30,7,0.424,0.578
TcCLB.507977.9,NA,0,NA,0.506,0.465
TcCLB.507979.10,NA,0,NA,0.367,0.519
TcCLB.507979.20,71,35,25,0.423,0.761
TcCLB.507979.30,511,26,6,0.427,0.554
TcCLB.507979.4,NA,0,NA,0.606,0.335
TcCLB.507979.40,104,10,6,0.587,0.413
TcCLB.507979.50,330,36,16,0.521,0.579
TcCLB.507981.10,933,3,2,0.499,0.564
TcCLB.507981.20,NA,0,NA,0.474,0.559
TcCLB.507981.30,NA,0,NA,0.474,0.559
TcCLB.507981.40,1018,17,5,0.471,0.599
TcCLB.507981.51,NA,0,NA,0.578,0.485
TcCLB.507981.61,362,3,2,0.533,0.569
TcCLB.507983.10,NA,0,NA,0.641,0.453
TcCLB.507985.20,62,7,3,0.323,0.452
TcCLB.507985.30,NA,0,NA,0.541,0.371
TcCLB.507987.10,1152,3,2,0.462,0.595
TcCLB.507987.20,609,2,2,0.461,0.553
TcCLB.507987.30,NA,0,NA,0.488,0.465
TcCLB.507993.10,130,13,6,0.408,0.346
TcCLB.507993.100,37,9,3,0.432,0.297
TcCLB.507993.110,210,25,13,0.357,0.571
TcCLB.507993.120,771,4,2,0.385,0.59
TcCLB.507993.130,575,136,58,0.414,0.51
TcCLB.507993.140,228,746,639,0.443,0.259
TcCLB.507993.150,204,25,9,0.294,0.691
TcCLB.507993.160,1762,158,132,0.549,0.515
TcCLB.507993.180,252,4,1,0.389,0.639
TcCLB.507993.190,879,15,5,0.428,0.51
TcCLB.507993.20,265,46,18,0.283,0.634
TcCLB.507993.200,131,15,3,0.275,0.58
TcCLB.507993.210,104,9,4,0.452,0.529
TcCLB.507993.220,69,54,25,0.391,0.29
TcCLB.507993.230,847,5,4,0.335,0.629
TcCLB.507993.250,44,29,14,0.432,0.568
TcCLB.507993.260,286,292,254,0.36,0.406
TcCLB.507993.270,386,104,88,0.378,0.49
TcCLB.507993.280,382,2,2,0.338,0.568
TcCLB.507993.290,30,1,1,0.467,0.167
TcCLB.507993.30,363,26,8,0.419,0.46
TcCLB.507993.300,NA,0,NA,0.33,0.656
TcCLB.507993.310,127,32,10,0.465,0.378
TcCLB.507993.320,162,21,14,0.414,0.543
TcCLB.507993.33,76,12,4,0.447,0.632
TcCLB.507993.330,347,4,2,0.395,0.473
TcCLB.507993.340,1985,922,618,0.584,0.477
TcCLB.507993.350,17,9,5,0.176,0.412
TcCLB.507993.36,99,9,4,0.444,0.566
TcCLB.507993.369,57,60,18,0.509,0.421
TcCLB.507993.380,826,22,14,0.443,0.524
TcCLB.507993.390,361,489,301,0.385,0.332
TcCLB.507993.40,2139,68,14,0.395,0.464
TcCLB.507993.5,420,81,42,0.438,0.531
TcCLB.507993.60,587,4,2,0.32,0.54
TcCLB.507993.70,461,19,10,0.377,0.521
TcCLB.507993.80,320,45,10,0.406,0.219
TcCLB.507993.89,320,44,28,0.406,0.509
TcCLB.507995.10,NA,0,NA,NA,NA
TcCLB.507995.20,266,1454,767,0.346,0.639
TcCLB.507997.14,NA,0,NA,0.518,0.459
TcCLB.507997.30,256,629,578,0.363,0.66
TcCLB.507997.40,78,11,6,0.423,0.551
TcCLB.507997.50,89,8,5,0.382,0.472
TcCLB.507997.54,30,102,88,0.133,0.133
TcCLB.507997.60,8,5,3,0.375,0.5
TcCLB.507997.70,120,4,1,0.542,0.717
TcCLB.507997.80,60,10,4,0.483,0.467
TcCLB.507997.89,65,2,2,0.4,0.615
TcCLB.507999.10,NA,0,NA,0.489,0.519
TcCLB.508021.10,1070,50,17,0.493,0.584
TcCLB.508021.20,NA,0,NA,0.512,0.418
TcCLB.508037.10,418,69,30,0.347,0.431
TcCLB.508039.10,NA,0,NA,0.471,0.376
TcCLB.508039.30,283,32,20,0.371,0.498
TcCLB.508039.50,2096,8,2,0.508,0.521
TcCLB.508039.70,585,54,15,0.335,0.521
TcCLB.508039.90,544,10,3,0.357,0.559
TcCLB.508041.10,10,909,523,0.222,0.111
TcCLB.508041.20,402,15,3,0.376,0.607
TcCLB.508041.30,96,520,499,0.323,0.76
TcCLB.508041.40,5,8,3,0.4,0.2
TcCLB.508041.50,221,38,12,0.425,0.371
TcCLB.508041.60,270,8,3,0.326,0.526
TcCLB.508041.80,322,23,6,0.398,0.525
TcCLB.508047.11,371,2,2,0.616,0.557
TcCLB.508047.20,375,36,8,0.539,0.616
TcCLB.508047.25,112,4,2,0.473,0.429
TcCLB.508047.30,318,3,2,0.557,0.481
TcCLB.508047.40,NA,0,NA,0.493,0.511
TcCLB.508047.60,1618,1,1,0.486,0.58
TcCLB.508047.70,367,77,30,0.54,0.605
TcCLB.508047.80,369,19,18,0.461,0.607
TcCLB.508049.40,4513,14,2,0.542,0.544
TcCLB.508067.10,260,101,19,0.296,0.423
TcCLB.508075.14,343,15,6,0.399,0.542
TcCLB.508075.20,156,18,14,0.436,0.41
TcCLB.508075.30,394,18,12,0.391,0.477
TcCLB.508075.50,338,46,18,0.473,0.385
TcCLB.508075.60,24,13,5,0.167,0.75
TcCLB.508075.7,NA,0,NA,NA,NA
TcCLB.508081.10,1513,67,45,0.467,0.605
TcCLB.508081.110,665,13,6,0.418,0.577
TcCLB.508081.20,483,13,5,0.499,0.54
TcCLB.508081.30,737,72,30,0.524,0.613
TcCLB.508081.40,479,13,7,0.507,0.547
TcCLB.508081.50,1498,77,45,0.471,0.606
TcCLB.508081.60,287,8,4,0.537,0.488
TcCLB.508081.70,745,644,399,0.518,0.616
TcCLB.508081.80,483,10,7,0.507,0.536
TcCLB.508081.90,750,501,398,0.519,0.617
TcCLB.508083.10,26,39,8,0.5,0.154
TcCLB.508083.20,101,5,4,0.386,0.545
TcCLB.508083.5,120,1,1,0.483,0.375
TcCLB.508085.10,215,16,8,0.377,0.423
TcCLB.508085.20,444,12,4,0.295,0.351
TcCLB.508087.10,1493,22,8,0.575,0.506
TcCLB.508087.20,233,16,10,0.464,0.442
TcCLB.508089.10,1357,10,3,0.535,0.501
TcCLB.508089.20,481,26,25,0.351,0.622
TcCLB.508089.30,224,189,122,0.29,0.478
TcCLB.508089.40,444,9,2,0.365,0.626
TcCLB.508089.50,132,21,8,0.326,0.629
TcCLB.508089.60,336,21,8,0.443,0.438
TcCLB.508089.71,109,13,5,0.468,0.394
TcCLB.508091.10,3914,28,21,0.537,0.507
TcCLB.508093.29,834,79,62,0.422,0.566
TcCLB.508093.39,NA,0,NA,0.465,0.541
TcCLB.508095.10,245,22,10,0.29,0.265
TcCLB.508095.20,NA,0,NA,NA,NA
TcCLB.508097.10,NA,0,NA,NA,NA
TcCLB.508097.100,3723,426,223,0.523,0.518
TcCLB.508097.110,2118,42,36,0.523,0.475
TcCLB.508097.40,169,60,56,0.385,0.68
TcCLB.508097.60,369,33,9,0.542,0.615
TcCLB.508097.81,NA,0,NA,0.448,0.596
TcCLB.508099.20,298,17,15,0.477,0.587
TcCLB.508099.30,331,2,1,0.489,0.535
TcCLB.508099.40,NA,0,NA,0.567,0.474
TcCLB.508099.50,765,192,184,0.519,0.638
TcCLB.508099.9,325,6,3,0.548,0.603
TcCLB.508101.9,NA,0,NA,0.5,0.376
TcCLB.508103.14,NA,0,NA,0.6,0.494
TcCLB.508103.30,812,7,3,0.515,0.624
TcCLB.508107.20,NA,0,NA,0.541,0.482
TcCLB.508107.30,NA,0,NA,0.363,0.689
TcCLB.508109.10,1065,5,2,0.56,0.561
TcCLB.508109.14,NA,0,NA,0.515,0.485
TcCLB.508109.20,380,6,5,0.468,0.603
TcCLB.508109.30,262,12,8,0.546,0.622
TcCLB.508109.50,57,2,1,0.404,0.333
TcCLB.508109.60,22,1260,1257,0.727,0.364
TcCLB.508109.70,669,2,2,0.634,0.525
TcCLB.508121.101,538,1,1,0.474,0.595
TcCLB.508121.110,340,1,1,0.509,0.553
TcCLB.508121.120,344,2,2,0.419,0.605
TcCLB.508121.130,349,5,2,0.55,0.593
TcCLB.508121.15,953,4,2,0.554,0.508
TcCLB.508121.150,568,1,1,0.511,0.636
TcCLB.508121.155,236,3,3,0.487,0.581
TcCLB.508121.160,814,13,10,0.57,0.538
TcCLB.508121.30,753,8,6,0.462,0.56
TcCLB.508121.43,NA,0,NA,0.489,0.511
TcCLB.508121.56,352,85,53,0.537,0.614
TcCLB.508121.70,230,8,8,0.487,0.617
TcCLB.508121.80,266,1,1,0.421,0.602
TcCLB.508121.90,1679,568,262,0.501,0.583
TcCLB.508123.10,NA,0,NA,0.556,0.459
TcCLB.508125.100,724,69,24,0.517,0.588
TcCLB.508125.110,NA,0,NA,0.6,0.607
TcCLB.508125.120,282,30,17,0.535,0.44
TcCLB.508125.130,336,85,70,0.458,0.586
TcCLB.508125.14,2,1,1,0,0
TcCLB.508125.140,367,35,20,0.553,0.605
TcCLB.508125.149,NA,0,NA,0.524,0.406
TcCLB.508125.22,NA,0,NA,0.504,0.552
TcCLB.508125.30,937,7,7,0.433,0.608
TcCLB.508125.40,NA,0,NA,0.548,0.589
TcCLB.508125.50,368,38,15,0.538,0.603
TcCLB.508125.65,NA,0,NA,0.507,0.522
TcCLB.508125.80,573,567,541,0.504,0.627
TcCLB.508127.5,370,295,226,0.411,0.554
TcCLB.508127.9,NA,0,NA,0.488,0.488
TcCLB.508129.9,NA,0,NA,0.506,0.453
TcCLB.508131.10,631,111,23,0.396,0.399
TcCLB.508131.19,NA,0,NA,NA,NA
TcCLB.508133.10,153,2,1,0.418,0.654
TcCLB.508133.19,NA,0,NA,0.494,0.482
TcCLB.508135.10,1466,243,34,0.381,0.499
TcCLB.508135.20,NA,0,NA,0.476,0.471
TcCLB.508137.20,2961,9900,1715,0.422,0.489
TcCLB.508137.30,164,158,70,0.378,0.195
TcCLB.508137.40,1862,4,3,0.38,0.561
TcCLB.508143.110,5129,97,44,0.594,0.54
TcCLB.508143.15,1020,59,53,0.526,0.497
TcCLB.508143.30,NA,0,NA,0.581,0.507
TcCLB.508143.50,527,3,3,0.444,0.552
TcCLB.508143.65,71,2,2,0.493,0.479
TcCLB.508143.80,622,6195,5811,0.539,0.577
TcCLB.508143.90,NA,0,NA,0.319,0.7
TcCLB.508145.10,243,278,103,0.346,0.539
TcCLB.508145.20,295,405,183,0.38,0.512
TcCLB.508145.30,378,102,55,0.352,0.553
TcCLB.508145.40,308,16,5,0.425,0.558
TcCLB.508145.49,NA,0,NA,NA,NA
TcCLB.508147.140,364,5,3,0.467,0.591
TcCLB.508147.150,2575,34,21,0.537,0.563
TcCLB.508147.159,NA,0,NA,0.559,0.471
TcCLB.508147.20,1111,13,7,0.536,0.506
TcCLB.508147.45,NA,0,NA,0.544,0.478
TcCLB.508147.70,615,23,12,0.511,0.491
TcCLB.508147.75,450,20,18,0.553,0.431
TcCLB.508147.79,195,56,53,0.472,0.554
TcCLB.508147.90,362,51,10,0.544,0.605
TcCLB.508149.10,NA,0,NA,0.519,0.541
TcCLB.508149.40,NA,0,NA,0.544,0.5
TcCLB.508149.60,839,5,3,0.527,0.596
TcCLB.508149.65,631,353,303,0.537,0.471
TcCLB.508149.70,400,28,14,0.46,0.588
TcCLB.508151.10,293,22,8,0.454,0.58
TcCLB.508151.20,169,11,4,0.568,0.574
TcCLB.508151.5,373,259,184,0.536,0.619
TcCLB.508157.10,274,16,8,0.423,0.639
TcCLB.508157.20,168,35,8,0.565,0.577
TcCLB.508157.30,550,30,16,0.593,0.464
TcCLB.508157.40,12,15,6,0.417,0.583
TcCLB.508157.50,87,1,1,0.586,0.494
TcCLB.508159.13,NA,0,NA,0.482,0.388
TcCLB.508159.26,227,19,8,0.59,0.502
TcCLB.508159.40,NA,0,NA,0.481,0.526
TcCLB.508159.50,2575,189,109,0.543,0.559
TcCLB.508159.60,279,2,2,0.487,0.552
TcCLB.508159.70,806,59,24,0.561,0.526
TcCLB.508159.80,2,253,163,0,0
TcCLB.508161.10,367,9,6,0.542,0.61
TcCLB.508161.20,NA,0,NA,0.396,0.674
TcCLB.508161.23,NA,0,NA,0.581,0.626
TcCLB.508161.26,637,365,107,0.474,0.593
TcCLB.508161.30,3740,121,96,0.566,0.522
TcCLB.508161.40,259,5,5,0.479,0.552
TcCLB.508161.50,836,5,3,0.531,0.597
TcCLB.508163.10,NA,0,NA,0.488,0.412
TcCLB.508163.105,123,6,3,0.528,0.431
TcCLB.508163.120,3922,267,135,0.562,0.485
TcCLB.508163.140,3884,11,4,0.563,0.516
TcCLB.508163.150,157,3,2,0.554,0.465
TcCLB.508163.170,832,10,10,0.469,0.553
TcCLB.508163.181,NA,0,NA,0.526,0.53
TcCLB.508163.190,NA,0,NA,0.489,0.526
TcCLB.508163.20,323,24,4,0.483,0.563
TcCLB.508163.210,1017,108,70,0.507,0.579
TcCLB.508163.230,372,30,11,0.546,0.608
TcCLB.508163.234,522,16,8,0.462,0.582
TcCLB.508163.240,49,49,34,0.551,0.408
TcCLB.508163.250,1322,43,21,0.485,0.599
TcCLB.508163.270,1051,21,6,0.552,0.553
TcCLB.508163.280,313,58,22,0.476,0.55
TcCLB.508163.30,1137,355,314,0.593,0.482
TcCLB.508163.300,896,5,2,0.512,0.463
TcCLB.508163.310,277,19,10,0.505,0.567
TcCLB.508163.320,372,22,11,0.548,0.608
TcCLB.508163.330,1061,114,43,0.467,0.577
TcCLB.508163.340,857,22,18,0.477,0.537
TcCLB.508163.360,NA,0,NA,0.481,0.526
TcCLB.508163.371,587,5,4,0.552,0.499
TcCLB.508163.380,953,20,8,0.474,0.569
TcCLB.508163.390,316,1,1,0.579,0.541
TcCLB.508163.40,278,3,1,0.482,0.554
TcCLB.508163.400,402,348,235,0.42,0.597
TcCLB.508163.50,2582,196,102,0.543,0.56
TcCLB.508163.70,NA,0,NA,0.478,0.53
TcCLB.508163.81,NA,0,NA,0.537,0.515
TcCLB.508163.90,686,10,10,0.445,0.583
TcCLB.508165.100,82,301,268,0.561,0.415
TcCLB.508165.110,1034,56,31,0.525,0.612
TcCLB.508165.115,263,4,2,0.494,0.559
TcCLB.508165.120,1159,18,7,0.544,0.521
TcCLB.508165.130,753,28,8,0.501,0.637
TcCLB.508165.14,NA,0,NA,0.529,0.424
TcCLB.508165.140,82,267,267,0.549,0.439
TcCLB.508165.150,3909,158,114,0.56,0.504
TcCLB.508165.170,932,83,20,0.514,0.578
TcCLB.508165.185,145,2,2,0.538,0.538
TcCLB.508165.200,544,15,4,0.52,0.599
TcCLB.508165.210,369,28,18,0.539,0.621
TcCLB.508165.220,83,334,267,0.566,0.434
TcCLB.508165.250,1459,7,3,0.609,0.538
TcCLB.508165.270,362,20,10,0.453,0.588
TcCLB.508165.280,351,5,4,0.556,0.598
TcCLB.508165.290,262,12,7,0.489,0.546
TcCLB.508165.30,376,21,17,0.543,0.609
TcCLB.508165.300,388,69,16,0.544,0.601
TcCLB.508165.310,1081,51,39,0.492,0.586
TcCLB.508165.330,326,2,1,0.42,0.586
TcCLB.508165.34,82,144,110,0.561,0.427
TcCLB.508165.341,121,1,1,0.512,0.446
TcCLB.508165.350,322,153,147,0.553,0.599
TcCLB.508165.360,NA,0,NA,0.526,0.5
TcCLB.508165.380,3144,41,35,0.538,0.498
TcCLB.508165.40,1302,247,234,0.5,0.589
TcCLB.508165.400,82,363,285,0.561,0.427
TcCLB.508165.410,488,70,26,0.502,0.627
TcCLB.508165.420,3761,1521,1372,0.562,0.512
TcCLB.508165.425,285,16,6,0.509,0.589
TcCLB.508165.430,1438,57,36,0.506,0.575
TcCLB.508165.50,168,9,4,0.56,0.577
TcCLB.508165.60,379,14,9,0.472,0.575
TcCLB.508165.70,289,1,1,0.536,0.588
TcCLB.508165.80,NA,0,NA,0.637,0.507
TcCLB.508167.10,338,14,8,0.544,0.55
TcCLB.508167.20,148,2,2,0.52,0.541
TcCLB.508167.29,1,49,49,NA,NA
TcCLB.508169.100,666,95,63,0.435,0.541
TcCLB.508169.110,74,23,18,0.365,0.649
TcCLB.508169.120,248,13,9,0.379,0.488
TcCLB.508169.129,72,2,2,0.542,0.278
TcCLB.508169.20,475,347,207,0.482,0.387
TcCLB.508169.30,18,5,5,0,0.056
TcCLB.508169.40,37,9,3,0.486,0.351
TcCLB.508169.50,752,15,12,0.419,0.544
TcCLB.508169.60,46,1,1,0.543,0.391
TcCLB.508169.69,252,121,44,0.46,0.508
TcCLB.508169.80,337,4,3,0.436,0.499
TcCLB.508169.9,NA,0,NA,0.538,0.497
TcCLB.508169.90,268,5,1,0.354,0.433
TcCLB.508179.10,1866,155,51,0.482,0.526
TcCLB.508179.30,315,13,3,0.375,0.46
TcCLB.508179.40,168,10,2,0.423,0.512
TcCLB.508179.50,52,20,11,0.481,0.596
TcCLB.508179.60,2087,86,51,0.452,0.529
TcCLB.508179.70,3084,188,51,0.457,0.513
TcCLB.508181.10,195,26,14,0.467,0.579
TcCLB.508181.110,288,7,2,0.358,0.441
TcCLB.508181.120,142,7,6,0.423,0.549
TcCLB.508181.124,164,10,4,0.433,0.537
TcCLB.508181.130,154,8,3,0.448,0.299
TcCLB.508181.140,76,11,4,0.368,0.5
TcCLB.508181.149,131,12,5,0.519,0.496
TcCLB.508181.20,111,134,53,0.405,0.342
TcCLB.508181.30,1366,70,22,0.398,0.512
TcCLB.508181.4,NA,0,NA,0.482,0.471
TcCLB.508181.40,176,7,5,0.449,0.511
TcCLB.508181.50,502,281,237,0.392,0.518
TcCLB.508181.60,214,8,1,0.393,0.369
TcCLB.508181.70,244,11,4,0.369,0.512
TcCLB.508181.80,29,10,5,0.414,0.586
TcCLB.508181.90,29,18,16,0.31,0.655
TcCLB.508183.10,43,7,2,0.256,0.395
TcCLB.508183.20,76,15,6,0.276,0.421
TcCLB.508183.29,NA,0,NA,NA,NA
TcCLB.508183.4,1659,525,216,NA,NA
TcCLB.508185.10,153,1,1,0.412,0.529
TcCLB.508185.19,NA,0,NA,NA,NA
TcCLB.508201.20,1826,1,1,0.526,0.541
TcCLB.508201.30,398,2,1,0.485,0.638
TcCLB.508201.40,89,16,7,0.472,0.472
TcCLB.508203.20,104,253,106,0.587,0.385
TcCLB.508203.29,104,505,111,0.587,0.385
TcCLB.508203.38,104,310,111,0.587,0.385
TcCLB.508203.47,145,1426,417,0.579,0.407
TcCLB.508203.56,104,522,99,0.587,0.385
TcCLB.508205.10,76,30,14,0.329,0.434
TcCLB.508205.20,313,59,17,0.428,0.428
TcCLB.508205.30,745,70,14,0.393,0.389
TcCLB.508205.39,278,47,20,0.471,0.536
TcCLB.508205.4,NA,0,NA,NA,NA
TcCLB.508205.48,482,83,16,0.436,0.421
TcCLB.508207.10,1327,29,19,0.433,0.55
TcCLB.508207.100,68,313,118,0.176,0.691
TcCLB.508207.110,49,315,242,0.367,0.592
TcCLB.508207.120,NA,0,NA,0.337,0.511
TcCLB.508207.130,37,2,1,0.486,0.297
TcCLB.508207.135,86,20,16,0.372,0.593
TcCLB.508207.140,101,6,1,0.347,0.564
TcCLB.508207.150,431,90,32,0.381,0.49
TcCLB.508207.160,428,9,6,0.379,0.472
TcCLB.508207.170,192,22,7,0.38,0.656
TcCLB.508207.180,199,117,25,0.387,0.432
TcCLB.508207.190,250,5,1,0.416,0.412
TcCLB.508207.194,71,9,5,0.268,0.282
TcCLB.508207.20,83,44,32,0.458,0.386
TcCLB.508207.200,71,20,14,0.394,0.535
TcCLB.508207.210,NA,0,NA,0.285,0.496
TcCLB.508207.220,18,67,59,0.389,0.056
TcCLB.508207.230,259,24,7,0.432,0.456
TcCLB.508207.240,282,38,20,0.376,0.479
TcCLB.508207.250,1039,146,95,0.382,0.544
TcCLB.508207.260,97,15,11,0.392,0.701
TcCLB.508207.270,165,15,9,0.461,0.564
TcCLB.508207.279,182,2,1,0.33,0.615
TcCLB.508207.31,39,127,107,0.41,0.436
TcCLB.508207.40,736,74,15,0.395,0.552
