gene_id	gene_name	enc	cai
Tb927.2.6220	adenosine transporter 2, putative (TbNT4)	52.822	0.662
Tb927.2.6230	iron/ascorbate oxidoreductase family protein, putative	60.396	0.689
Tb927.2.6240	adenosine transporter 2 (TbNT5)	49.168	0.683
Tb927.2.6270	iron/ascorbate oxidoreductase family protein, putative	60.291	0.689
Tb927.2.6280	adenosine transporter 2, putative (TbNT7)	53.055	0.689
Tb927.2.6310	iron/ascorbate oxidoreductase family protein, putative	60.443	0.69
Tb927.2.6320	adenosine transporter 2, putative (TbNT6)	51.574	0.684
Tb927.2.6350	variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, point mutation	55.72	0.604
Tb927.2.6372	variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein (VSG), frameshifted and degenerate pseudogene	50.155	0.585
Tb927.2.6380	variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, frameshift	50.016	0.595
Tb927.2.6410	variant surface glycoprotein (VSG, atypical), putative	57.063	0.63
Tb927.2.6430	variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, frameshift	55.679	0.596
Tb927.2.690	leucine-rich repeat protein (LRRP), putative,leucine-rich repeat protein 1 (LRRP1), putative	57.638	0.606
Tb927.2.820	retrotransposon hot spot protein (RHS, pseudogene), putative,retrotransposon hot spot protein 1 (RHS1), interrupted	54.629	0.608
Tb927.2.950	paraflagellar rod component, putative (PFC13)	56.27	0.63
Tb927.3.1010	hypothetical protein, conserved	58.014	0.649
Tb927.3.1020	hypothetical protein, conserved	58.209	0.605
Tb927.3.1030	RNA-binding protein (RPB28)	56.932	0.648
Tb927.3.1050	transposase of Tn10	56.216	0.588
Tb927.3.1060	hypothetical protein, conserved (pseudogene),hypothetical protein, conserved, interrupted	58.417	0.629
Tb927.3.1070	peptide chain release factor 1, putative	57.541	0.625
Tb927.3.1080	hypothetical protein, conserved	56.934	0.679
Tb927.3.1090	small nuclear RNA (snRNA) U1 (TbU1-24K)	57.533	0.688
Tb927.3.1100	hypothetical protein, conserved	54.367	0.681
Tb927.3.1110	flagellar transport protein, putative (PIFTA1)	57.276	0.674
Tb927.3.1120	GTP-binding nuclear protein rtb2, putative (rtb2)	50.938	0.791
Tb927.3.1130	DNA polymerase delta subunit 2, putative	57.011	0.691
Tb927.3.1140	hypothetical protein, conserved	57.281	0.672
Tb927.3.1150	hypothetical protein, conserved	55.544	0.694
Tb927.3.1160	hypothetical protein, conserved	60.161	0.619
Tb927.3.1170	hypothetical protein, conserved	55.27	0.677
Tb927.3.1180	hypothetical protein, conserved	60.182	0.654
Tb927.3.1190	hypothetical protein, conserved	58.91	0.659
Tb927.3.120	variant surface glycoprotein (VSG), putative	53.38	0.592
Tb927.3.1200	hypothetical protein, conserved	59.382	0.662
Tb927.3.1210	protein transport protein Sec24 (SEC24.1)	56.457	0.705
Tb927.3.1220	hypothetical protein, conserved	58.716	0.671
Tb927.3.1230	hypothetical protein	59.323	0.659
Tb927.3.1240	protein phosphatase 2A, putative	54.702	0.708
Tb927.3.1270	hypothetical protein, conserved	55.818	0.675
Tb927.3.1280	hypothetical protein, conserved	58.014	0.645
Tb927.3.1290	cullin 4B, putative	57.656	0.678
Tb927.3.1300	hypothetical protein, conserved	54.92	0.641
Tb927.3.1310	hypothetical protein, conserved	59.461	0.659
Tb927.3.1320	hypothetical protein, conserved	56.768	0.676
Tb927.3.1330	hypothetical protein, conserved	58.621	0.653
Tb927.3.1340	ZFP family member, putative (ZC3H7)	59.72	0.662
Tb927.3.1350	hypothetical protein, conserved	57.689	0.69
Tb927.3.1360	cytosine-specific DNA methylase, putative	60.023	0.649
Tb927.3.1380	ATP synthase beta chain, mitochondrial precursor,ATP synthase F1, beta subunit	47.828	0.797
Tb927.3.1390	hypothetical protein, conserved	60.343	0.676
Tb927.3.1400	alpha-tubulin N-acetyltransferase, putative	58.445	0.629
Tb927.3.1420	hypothetical protein, conserved	59.046	0.653
Tb927.3.1430	chaperone protein DNAj, putative	58.343	0.647
Tb927.3.1440	AAA ATPase, putative,Spastin, putative	59.546	0.649
Tb927.3.1450	hypothetical protein, conserved	55.302	0.708
Tb927.3.1470	variant surface glycoprotein (VSG)-related, putative	57.037	0.572
Tb927.3.1480	hypothetical protein, conserved	60.384	0.558
Tb927.3.1490	leucine-rich repeat protein (LRRP), putative	56.158	0.628
Tb927.3.150	variant surface glycoprotein (VSG), putative	52.479	0.61
Tb927.3.1500	variant surface glycoprotein (VSG)-related, putative	53.122	0.559
Tb927.3.1510	variant surface glycoprotein (VSG)-related, putative	53.445	0.576
Tb927.3.1520	variant surface glycoprotein (VSG)-related, putative	57.037	0.572
Tb927.3.1530	hypothetical protein, conserved	54.549	0.687
Tb927.3.1540	CAAX prenyl protease 2, putative,peptidase with unknown catalytic mechanism (family U48)	59.325	0.622
Tb927.3.1550	hypothetical protein, conserved	58.023	0.661
Tb927.3.1560	hypothetical protein, conserved	57.542	0.617
Tb927.3.1570	protein kinase, putative	58.924	0.612
Tb927.3.1580	hypothetical protein, conserved	57.367	0.654
Tb927.3.1590	mitochondrial RNA binding complex 1 subunit (MRB1590)	57.444	0.671
Tb927.3.1610	protein kinase, putative	58.294	0.613
Tb927.3.1620	hypothetical protein, conserved	57.318	0.671
Tb927.3.1630	casein kinase 1, putative (CK1)	57.213	0.637
Tb927.3.1660	hypothetical protein, conserved	58.26	0.591
Tb927.3.1670	hypothetical protein, conserved	58.305	0.684
Tb927.3.1680	hypothetical protein, conserved	56.923	0.688
Tb927.3.1700	diacylglycerol acyltransferase, putative	59.651	0.638
Tb927.3.1710	hypothetical protein, conserved	58.09	0.642
Tb927.3.1730	hypothetical protein, conserved	56.509	0.672
Tb927.3.1740	hypothetical protein, conserved	58.805	0.66
Tb927.3.1750	rev7, putative,mitotic spindle checkpoint component, putative	57.658	0.635
Tb927.3.1760	chaperone protein DNAj, putative	59.126	0.711
Tb927.3.1770	leucine-rich repeat protein (LRRP), putative	60.654	0.615
Tb927.3.1790	pyruvate dehydrogenase E1 beta subunit, putative	48.774	0.727
Tb927.3.180	variant surface glycoprotein (VSG, atypical), putative	50.669	0.615
Tb927.3.1800	hypothetical protein, conserved	58.344	0.652
Tb927.3.1810	hypothetical protein, conserved	56.826	0.675
Tb927.3.1820	mitochondrial RNA binding complex 1 subunit (MRB1820)	60.327	0.57
Tb927.3.1830	hypothetical protein, conserved	57.25	0.647
Tb927.3.1840	3-oxo-5-alpha-steroid 4-dehydrogenase, putative	56.748	0.73
Tb927.3.1850	hypothetical protein, conserved	56.056	0.669
Tb927.3.1860	hypothetical protein, conserved	57.735	0.664
Tb927.3.1870	hypothetical protein, conserved	58.339	0.691
Tb927.3.1880	hypothetical protein, conserved	60.977	0.645
Tb927.3.1890	cytochrome c oxidase assembly protein, putative	59.361	0.7
Tb927.3.190	variant surface glycoprotein (VSG), putative	49.035	0.625
Tb927.3.1900	hypothetical protein, conserved	57.603	0.69
Tb927.3.1910	hypothetical protein, conserved	56.369	0.709
Tb927.3.1920	NOT5 protein (NOT5)	58.127	0.685
Tb927.3.1930	hypothetical protein, conserved	57.622	0.667
Tb927.3.1940	hypothetical protein, conserved	55.12	0.685
Tb927.3.1970	hypothetical protein, conserved	56.06	0.663
Tb927.3.1980	hypothetical protein, conserved	58.425	0.682
Tb927.3.1990	hypothetical protein, conserved	58.093	0.67
Tb927.3.2000	RNA-binding protein, putative (RBP21)	61.0	0.63
Tb927.3.2010	hypothetical protein, conserved	58.901	0.648
Tb927.3.2020	kinesin, putative	57.476	0.677
Tb927.3.2040	kinesin, putative	57.567	0.657
Tb927.3.2050	hypothetical protein, conserved	59.742	0.668
Tb927.3.2060	protein kinase, putative	61.0	0.625
Tb927.3.2070	hypothetical protein, conserved	57.988	0.674
Tb927.3.2080	hypothetical protein, conserved	59.675	0.673
Tb927.3.2090	aminopeptidase P1, putative,metallo-peptidase, Clan MG, Family M24	56.601	0.707
Tb927.3.210	variant surface glycoprotein (VSG, atypical), putative	49.029	0.615
Tb927.3.2100	hypothetical protein, conserved	54.917	0.683
Tb927.3.2110	TFIIF-stimulated CTD phosphatase, putative	59.566	0.668
Tb927.3.2120	hypothetical protein, conserved	61.0	0.653
Tb927.3.2130	hypothetical protein, conserved	59.273	0.673
Tb927.3.2140	transcription activator, putative	57.785	0.678
Tb927.3.2150	protein phosphatase 2C, putative	56.584	0.711
Tb927.3.2160	hypothetical protein, conserved	58.069	0.689
Tb927.3.2170	translation elongation factor EF-2, putative	56.714	0.691
Tb927.3.2190	RNA triphosphatase (TbCET1)	59.938	0.639
Tb927.3.2200	hypothetical protein, conserved	61.0	0.676
Tb927.3.2210	hypothetical protein, conserved	58.128	0.682
Tb927.3.2220	hypothetical protein, conserved	61.0	0.669
Tb927.3.2230	succinyl-CoA synthetase alpha subunit, putative	54.003	0.729
Tb927.3.2240	hypothetical protein, conserved	61.0	0.63
Tb927.3.2250	hypothetical protein, conserved	61.0	0.63
Tb927.3.2260	hypothetical protein, conserved	59.524	0.606
Tb927.3.2270	hypothetical protein, conserved	58.035	0.628
Tb927.3.2280	vacuolar sorting protein 33 , putative	60.183	0.631
Tb927.3.2290	chaperone protein DNAj, putative	61.0	0.66
Tb927.3.2300	hypothetical protein, conserved	59.067	0.666
Tb927.3.2310	PACRGA	55.055	0.691
Tb927.3.2320	COP9 signalosome complex subunit 2, putative	57.558	0.663
Tb927.3.2330	hypothetical protein, conserved	60.416	0.682
Tb927.3.2340	peroxin-2,glycosome import protein (gim1) (PEX2)	60.168	0.663
Tb927.3.2360	hypothetical protein, conserved	61.0	0.657
Tb927.3.2390	hypothetical protein, conserved	60.393	0.642
Tb927.3.2400	palmitoyl acyltransferase 10, putative	56.771	0.695
Tb927.3.2410	peroxisome assembly protein, putative	57.642	0.674
Tb927.3.2430	hypothetical protein, conserved	57.648	0.671
Tb927.3.2440	serine/threonine-protein kinase, putative,protein kinase, putative	57.469	0.658
Tb927.3.2460	hypothetical protein, conserved	55.504	0.599
Tb927.3.2470	pumilio RNA binding protein, putative (PUF8)	55.777	0.644
Tb927.3.2480	hypothetical protein, conserved	56.609	0.641
Tb927.3.2490	hypothetical protein, conserved	56.062	0.684
Tb927.3.2500	hypothetical protein	59.778	0.596
Tb927.3.2510	NA	47.8	0.622
Tb927.3.2520	expression site-associated gene 1 (ESAG1) protein, putative	52.624	0.617
Tb927.3.2540	variant surface glycoprotein (VSG)-related, putative	55.71	0.603
Tb927.3.2550	hypothetical protein, conserved	58.102	0.65
Tb927.3.2560	hypothetical protein, conserved	59.018	0.655
Tb927.3.2570	hypothetical protein, conserved	59.16	0.653
Tb927.3.2580	hypothetical protein, conserved	58.621	0.623
Tb927.3.2590	hypothetical protein	60.236	0.634
Tb927.3.2600	ATP-dependent DEAD/H RNA helicase, putative	56.834	0.71
Tb927.3.2610	GPI inositol deacylase 2 (GPIdeAc2)	57.517	0.677
Tb927.3.2620	hypothetical protein, conserved	59.332	0.656
Tb927.3.2630	hypothetical protein, conserved	59.917	0.662
Tb927.3.2640	hypothetical protein, conserved	58.503	0.667
Tb927.3.2660	hypothetical protein, conserved	59.222	0.67
Tb927.3.2670	hypothetical protein, conserved	54.785	0.665
Tb927.3.2680	hypothetical protein, conserved	58.239	0.678
Tb927.3.2690	serine/threonine-protein kinase, putative,protein kinase, putative	59.416	0.661
Tb927.3.2700	hypothetical protein, conserved	56.222	0.657
Tb927.3.2710	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase	58.53	0.646
Tb927.3.2720	hypothetical protein	61.0	0.656
Tb927.3.2730	hypothetical protein, conserved	58.232	0.659
Tb927.3.2740	hypothetical protein, conserved	58.348	0.638
Tb927.3.2750	hypothetical protein, conserved	58.284	0.66
Tb927.3.2760	hypothetical protein, conserved	59.078	0.634
Tb927.3.2770	hypothetical protein, conserved	56.7	0.661
Tb927.3.2780	hypothetical protein, conserved	57.477	0.673
Tb927.3.2790	leucine-rich repeat protein (LRRP), putative	59.712	0.654
Tb927.3.2800	hypothetical protein	59.799	0.666
Tb927.3.2810	hypothetical protein, conserved	58.277	0.682
Tb927.3.2820	TFIIF-stimulated CTD phosphatase, putative	58.84	0.654
Tb927.3.2830	hypothetical protein, conserved	58.532	0.669
Tb927.3.2840	inorganic pyrophosphatase, putative	57.874	0.668
Tb927.3.2850	hypothetical protein, conserved	57.867	0.667
Tb927.3.2860	hypothetical protein, conserved	55.603	0.589
Tb927.3.2870	hypothetical protein, conserved	57.466	0.667
Tb927.3.2890	radial spoke protein RSP10, putative	60.224	0.661
Tb927.3.2900	eukaryotic initiation factor 2a, putative	56.073	0.682
Tb927.3.2920	hypothetical protein, conserved	57.783	0.636
Tb927.3.2930	RNA-binding protein RBP6, putative (RBP6)	53.407	0.663
Tb927.3.2940	hypothetical protein, conserved	50.521	0.653
Tb927.3.2950	ribonuclease inhibitor- like protein	56.995	0.674
Tb927.3.2960	inosine-adenosine-guanosine-nucleosidehydrolase,IAG-nucleoside hydrolase (IAGNH)	56.43	0.768
Tb927.3.2980	mitochondrial carrier protein (MCP17)	57.881	0.679
Tb927.3.2990	hypothetical protein, conserved	56.046	0.678
Tb927.3.3000	flagellar transport protein, putative (PIFTC3)	53.711	0.75
Tb927.3.3020	actin-like protein, putative	57.43	0.702
Tb927.3.3030	hypothetical protein, conserved	56.714	0.705
Tb927.3.3040	hypothetical protein, conserved	61.0	0.639
Tb927.3.3050	hypothetical protein, conserved	56.362	0.664
Tb927.3.3060	hypothetical protein, conserved	55.993	0.658
Tb927.3.3070	3', 5'-cyclic nucleotide phosphodiesterase, putative (PDEC)	60.222	0.643
Tb927.3.3080	serine/threonine-protein kinase Nek1, putative,protein kinase, putative	56.969	0.662
Tb927.3.3090	helicase, putative	57.565	0.666
Tb927.3.3110	hypothetical protein, conserved	56.393	0.707
Tb927.3.3120	hypothetical protein, conserved	55.851	0.688
Tb927.3.3130	hypothetical protein, conserved	58.413	0.674
Tb927.3.3150	hypothetical protein, conserved	57.658	0.652
Tb927.3.3160	poly(A) polymerase,polynucleotide adenylyltransferase (PAP)	57.084	0.685
Tb927.3.3170	hypothetical protein, conserved	56.607	0.65
Tb927.3.3180	Nucleoporin (TbNup98)	46.866	0.675
Tb927.3.3190	serine/threonine-protein kinase, putative,protein kinase, putative	54.153	0.719
Tb927.3.3200	hypothetical protein, conserved	59.713	0.643
Tb927.3.3220	RNA polymerase-associated protein CTR9, putative	58.321	0.66
Tb927.3.3230	hypothetical protein, conserved	57.379	0.707
Tb927.3.3250	hypothetical protein, conserved	59.9	0.686
Tb927.3.3260	hypothetical protein, conserved	61.0	0.703
Tb927.3.3270	ATP-dependent phosphofructokinase (TbPFK)	42.848	0.829
Tb927.3.3280	vacuolar protein sorting-associated protein 4, putative (VPS4)	57.805	0.696
Tb927.3.3290	protein kinase, putative	56.943	0.655
Tb927.3.3300	hypothetical protein, conserved	58.837	0.647
Tb927.3.3310	60S ribosomal protein L13, putative	47.246	0.789
Tb927.3.3320	60S ribosomal protein L13, putative	47.246	0.789
Tb927.3.3340	3', 5'-cyclic nucleotide phosphodiesterase, putative (PDED)	58.196	0.698
Tb927.3.3350	hypothetical protein, conserved	59.622	0.61
Tb927.3.3360	acyltransferase, putative	57.388	0.695
Tb927.3.3370	hypothetical protein, conserved	56.492	0.693
Tb927.3.3380	TFIIF-stimulated CTD phosphatase, putative	60.174	0.645
Tb927.3.3390	kinesin, putative	56.815	0.669
Tb927.3.340	variant surface glycoprotein (VSG), putative	53.788	0.607
Tb927.3.3400	kinesin, putative	57.417	0.645
Tb927.3.3410	aspartyl aminopeptidase, putative,metallo-peptidase, Clan MH, Family M20	59.612	0.637
Tb927.3.3440	hypothetical protein, conserved	58.171	0.598
Tb927.3.3460	hypothetical protein, conserved	57.07	0.671
Tb927.3.3490	high mobility group protein, putative (TDP1)	61.0	0.686
Tb927.3.3500	hypothetical protein, conserved	61.0	0.674
Tb927.3.3510	hypothetical protein, conserved	58.327	0.659
Tb927.3.3520	hypothetical protein, conserved	58.314	0.692
Tb927.3.3530	hypothetical protein, conserved	57.975	0.629
Tb927.3.3540	Nucleoporin (TbNup53b)	54.248	0.707
Tb927.3.3550	hypothetical protein, conserved	57.401	0.682
Tb927.3.3560	hypothetical protein, conserved	56.489	0.733
Tb927.3.3580	lipophosphoglycan biosynthetic protein, putative (LPG3)	54.877	0.745
Tb927.3.3590	U3 small nucleolar ribonucleoprotein protein MPP10, putative	57.553	0.696
Tb927.3.3610	peroxisomal targeting signal type 2 receptor, putative,peroxin 7 (PEX7)	54.924	0.72
Tb927.3.3630	elongation factor ts, putative (EF-TS)	57.356	0.7
Tb927.3.3640	intergrin alpha chain protein, putative	60.619	0.659
Tb927.3.3650	hypothetical protein, conserved	58.904	0.681
Tb927.3.3660	hypothetical protein, conserved	56.961	0.705
Tb927.3.3670	RNA-binding protein, putative (TRRM3)	58.766	0.676
Tb927.3.3690	flagellar radial spoke protein-like, putative	56.638	0.71
Tb927.3.370	variant surface glycoprotein (VSG, atypical), putative	53.91	0.627
Tb927.3.3710	hypothetical protein, conserved	55.166	0.705
Tb927.3.3730	ABC transporter, putative	57.293	0.698
Tb927.3.3740	hypothetical protein, conserved	57.736	0.653
Tb927.3.3770	paraflagellar rod component, putative (PFC6)	53.538	0.719
Tb927.3.3790	hypothetical protein, conserved	53.538	0.719
Tb927.3.3800	hypothetical protein, conserved	58.006	0.648
Tb927.3.3810	hypothetical protein, conserved	60.936	0.674
Tb927.3.3820	hypothetical protein, conserved	58.203	0.684
Tb927.3.3830	hypothetical protein, conserved	60.786	0.673
Tb927.3.3840	hypothetical protein, conserved	61.0	0.668
Tb927.3.3850	hypothetical protein, conserved	58.916	0.683
Tb927.3.3860	triacylglycerol lipase, putative	57.898	0.676
Tb927.3.3870	lipase domain protein, putative	57.637	0.679
Tb927.3.3890	hypothetical protein, conserved	57.532	0.695
Tb927.3.390	variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, degenerate	55.494	0.606
Tb927.3.3900	carnitine O-palmitoyltransferase II, putative (CPT II)	56.509	0.721
Tb927.3.3910	hypothetical protein, conserved	53.64	0.717
Tb927.3.3920	serine/threonine-protein kinase, putative,protein kinase, putative	59.883	0.67
Tb927.3.3930	RNA-binding protein (DRBD6B)	57.196	0.646
Tb927.3.3940	RNA-binding protein, putative (DRBD11)	57.359	0.677
Tb927.3.3950	hypothetical protein, conserved	56.397	0.655
Tb927.3.3960	RNA-binding protein (DRBD6A)	54.446	0.66
Tb927.3.3970	hypothetical Zinc-finger containing protein	56.526	0.603
Tb927.3.3980	hypothetical protein, conserved	60.639	0.642
Tb927.3.3990	KREPB6 (KREPB6)	54.78	0.649
Tb927.3.4020	phosphatidylinositol 4-kinase alpha, putative	58.324	0.679
Tb927.3.4030	hypothetical protein, conserved	56.031	0.684
Tb927.3.4040	hypothetical protein, conserved	58.528	0.692
Tb927.3.4060	hypothetical protein, conserved	59.534	0.668
Tb927.3.4070	hypothetical protein, conserved	55.31	0.718
Tb927.3.4080	hypothetical protein, conserved	56.737	0.727
Tb927.3.4090	hypothetical protein, conserved	55.594	0.726
Tb927.3.410	variant surface glycoprotein (VSG, pseudogene), putative,variant surface glycoprotein, degenerate	50.592	0.6
Tb927.3.4100	hypothetical protein, conserved	56.102	0.72
Tb927.3.4110	hypothetical protein, conserved	57.374	0.709
Tb927.3.4120	hypothetical protein, conserved	58.802	0.66
Tb927.3.4140	hypothetical protein, conserved	59.533	0.651
Tb927.3.4150	hypothetical protein, conserved	57.155	0.683
Tb927.3.4160	hypothetical protein, conserved	50.614	0.675
Tb927.3.4180	hypothetical protein	61.0	0.643
Tb927.3.4190	endosomal integral membrane protein, putative	55.552	0.727
Tb927.3.4200	hypothetical protein, conserved	61.0	0.671
Tb927.3.4210	hypothetical protein, conserved	58.568	0.675
Tb927.3.4220	Zn-finger domain protein, putative	57.441	0.695
Tb927.3.4230	subtilisin-like serine peptidase,serine peptidase, clan SB, family S8-like protein	59.415	0.665
Tb927.3.4240	thioredoxin, putative	56.627	0.616
Tb927.3.4250	hypothetical protein, conserved	59.177	0.65
Tb927.3.4260	hypothetical protein, conserved	58.8	0.676
Tb927.3.4270	hypothetical protein, conserved	57.178	0.665
Tb927.3.4280	mismatch repair protein MSH5, putative	59.901	0.648
Tb927.3.4290	PFR1 (PFR1)	42.987	0.812
Tb927.3.4300	73 kDa paraflagellar rod protein,PFR1 (PFR1)	42.987	0.812
Tb927.3.4310	73 kDa paraflagellar rod protein,PFR1 (PFR1)	42.987	0.812
Tb927.3.4320	73 kDa paraflagellar rod protein,PFR1 (PFR1)	42.987	0.812
Tb927.3.4330	73 kDa paraflagellar rod protein,PFR1 (PFR1)	42.776	0.814
Tb927.3.4340	diphthamide synthesis protein, putative	57.39	0.667
Tb927.3.4350	hypothetical protein, conserved	58.623	0.626
Tb927.3.4370	hypothetical protein, conserved	60.027	0.633
Tb927.3.4380	Tob55, putative	57.289	0.617
Tb927.3.4390	dihydrolipoamide dehydrogenase, putative (GCVL-1)	57.24	0.656
Tb927.3.440	variant surface glycoprotein (VSG), putative	51.823	0.614
Tb927.3.4400	hypothetical protein, conserved	61.0	0.62
Tb927.3.4410	hypothetical protein, conserved	57.964	0.669
Tb927.3.4420	hypothetical protein, conserved	59.603	0.682
Tb927.3.4430	hypothetical protein, conserved	57.553	0.669
Tb927.3.4440	hypothetical protein, conserved	60.269	0.66
Tb927.3.4450	hypothetical protein, conserved	61.0	0.63
Tb927.3.4460	hypothetical protein, conserved	60.124	0.661
Tb927.3.4470	hypothetical protein, conserved	57.409	0.672
Tb927.3.4490	protein farnesyltransferase alpha subunit, putative	58.623	0.682
Tb927.3.4500	fumarate hydratase, class I (FHc)	53.888	0.732
Tb927.3.4510	hypothetical protein, conserved	58.804	0.643
Tb927.3.4520	hypothetical protein, conserved	59.328	0.687
Tb927.3.4530	hypothetical protein, conserved	61.0	0.641
Tb927.3.4540	hypothetical protein, conserved	58.984	0.65
Tb927.3.4550	hypothetical protein, conserved	59.733	0.671
Tb927.3.4560	serine/threonine protein kinase, putative,protein kinase, putative	59.516	0.661
Tb927.3.4570	UDP-GlcNAc:PI a1-6 GlcNAc-transferase, putative (TbGPI1)	58.702	0.669
Tb927.3.4580	hypothetical protein, conserved	55.413	0.648
Tb927.3.4590	hypothetical protein, conserved	56.018	0.635
Tb927.3.4600	hypothetical protein, conserved	57.683	0.697
Tb927.3.4610	hypothetical protein, conserved	58.954	0.65
Tb927.3.4620	hypothetical protein, conserved	57.925	0.677
Tb927.3.4630	UDP-glucose:glycoprotein glucosyltransferase, putative	59.852	0.665
Tb927.3.4640	hypothetical protein, conserved	59.484	0.67
Tb927.3.4650	C-8 sterol isomerase, putative	54.666	0.707
Tb927.3.4660	hypothetical protein, conserved	57.603	0.688
Tb927.3.4670	cdc2-related kinase, putative,cell division control protein, putative (CRK10)	59.238	0.628
Tb927.3.4680	RAB GDP dissociation inhibitor alpha, putative	57.896	0.748
Tb927.3.4690	hypothetical protein, conserved	61.0	0.647
Tb927.3.4700	hypothetical protein, conserved	61.0	0.654
Tb927.3.4710	hypothetical protein, conserved	58.027	0.632
Tb927.3.4720	dynamin, putative,vacuolar sortin protein 1, putative	56.197	0.705
Tb927.3.4730	hypothetical protein, conserved,leucine-rich repeat protein (LRRP), putative	57.686	0.687
Tb927.3.4740	hypothetical protein, conserved	52.683	0.705
Tb927.3.4750	aminopeptidase, putative,metallo-peptidase, Clan MA(E) Family M1	55.482	0.721
Tb927.3.4760	dynamin, putative,vacuolar sortin protein 1, putative	55.986	0.709
Tb927.3.4770	hypothetical protein, conserved,leucine-rich repeat protein (LRRP), putative	57.686	0.687
Tb927.3.4780	hypothetical protein, conserved	52.683	0.705
Tb927.3.4790	aminopeptidase, putative,metallo-peptidase, Clan MA(E) Family M1	55.482	0.721
Tb927.3.4800	hypothetical protein, conserved	61.0	0.642
Tb927.3.4810	DNA replication complex GINS protein SLD5, putative	61.0	0.667
Tb927.3.4820	acyltransferase, putative	61.0	0.699
Tb927.3.4830	hypothetical protein	54.392	0.723
Tb927.3.4840	ubiquitin hydrolase, putative,cysteine peptidase, Clan CA, family C19, putative	58.708	0.684
Tb927.3.4850	enoyl-CoA hydratase, mitochondrial precursor, putative	61.0	0.666
Tb927.3.4860	mitogen-activated protein kinase kinase, putative (MKK1)	61.0	0.638
Tb927.3.4870	hypothetical protein, conserved	61.0	0.595
Tb927.3.4890	ubiquinone biosynthesis protein COQ7 homolog, putative	54.472	0.665
Tb927.3.490	variant surface glycoprotein (VSG), putative	53.83	0.634
Tb927.3.4900	tRNA isopentenyltransferase, putative	59.104	0.62
Tb927.3.4910	signal peptide peptidase, putative,aspartic peptidase, clan AD, family A22B, putative	61.0	0.654
Tb927.3.4920	LETM1 and EF-hand domain-containing protein 1, putative	54.856	0.656
Tb927.3.4930	hypothetical protein, conserved	51.509	0.658
Tb927.3.4940	5-histidylcysteine sulfoxide synthase, putative	57.392	0.693
Tb927.3.4950	hypothetical protein, conserved	61.0	0.64
Tb927.3.4960	kinesin, putative	58.221	0.66
Tb927.3.4970	hypothetical protein, conserved	58.515	0.647
Tb927.3.4990	oxidoreductase, putative	57.526	0.706
Tb927.3.5000	hypothetical protein, conserved	58.384	0.685
Tb927.3.5020	hypothetical protein, conserved	57.773	0.674
Tb927.3.5030	KU70 protein (KU70)	57.177	0.685
Tb927.3.5040	hypothetical protein, conserved	58.87	0.657
Tb927.3.5050	60S ribosomal protein L4	48.558	0.781
Tb927.3.5060	hypothetical protein, conserved	56.337	0.668
Tb927.3.5070	hypothetical protein, conserved	57.768	0.66
Tb927.3.5080	hypothetical protein, conserved	60.822	0.659
Tb927.3.510	hypothetical protein, conserved	51.272	0.56
Tb927.3.5100	TFIIH basal transcription factor subunit,Transcription factor II H complex, XPB subunit, putative homologue 2	55.861	0.682
Tb927.3.5110	hypothetical protein, conserved	59.645	0.617
Tb927.3.5120	hypothetical protein, conserved	57.594	0.671
Tb927.3.5130	hypothetical protein, conserved	57.963	0.662
Tb927.3.5140	hypothetical protein, conserved	57.272	0.674
Tb927.3.5150	exonuclease, putative	54.954	0.691
Tb927.3.5160	hypothetical protein, conserved	59.961	0.635
Tb927.3.5170	hypothetical protein, conserved	58.875	0.643
Tb927.3.5190	hypothetical protein, conserved	57.43	0.66
Tb927.3.520	expression site-associated gene (ESAG) protein, putative,expression site-associated gene 1 (ESAG1) protein, putative	56.76	0.6
Tb927.3.5200	hypothetical protein, conserved	59.214	0.613
Tb927.3.5210	hypothetical protein, conserved	52.818	0.645
Tb927.3.5220	hypothetical protein, conserved	60.57	0.665
Tb927.3.5230	DNA repair protein, putative	56.542	0.652
Tb927.3.5240	hypothetical protein, conserved	55.127	0.693
Tb927.3.5250	ZFP family member, putative (ZC3H8)	57.293	0.648
Tb927.3.5260	hypothetical protein, conserved	58.173	0.604
Tb927.3.5280	spliceosome-associated protein 49, putative (DRBD1)	58.771	0.673
Tb927.3.5290	hypothetical protein, conserved	58.047	0.663
Tb927.3.5310	paraflagellar rod protein	51.172	0.684
Tb927.3.5320	hypothetical protein, conserved	57.694	0.617
Tb927.3.5330	centaurin beta 5 (Cnt-b5)	57.871	0.646
Tb927.3.5340	Hsc70-interacting protein (Hip), putative	56.625	0.693
Tb927.3.5360	hypothetical protein, conserved	61.0	0.616
Tb927.3.5370	hypothetical protein, conserved	61.0	0.597
Tb927.3.5380	hypothetical protein, conserved	56.556	0.626
Tb927.3.5390	hypothetical protein, conserved	54.284	0.636
Tb927.3.5400	hypothetical protein, conserved	55.812	0.649
Tb927.3.5410	hypothetical protein, conserved	55.341	0.591
Tb927.3.5420	protein transport protein Sec24 (SEC24.2)	56.999	0.664
