gene_id	gene_name	enc	cai
LmjF.26.1540	hypothetical protein, conserved	44.713	0.456
LmjF.26.1550	trifunctional enzyme alpha subunit, mitochondrial precursor-like protein	39.433	0.594
LmjF.26.1560	hypothetical protein, conserved	47.325	0.436
LmjF.26.1570	thimet oligopeptidase, putative	39.025	0.577
LmjF.26.1580	hypothetical protein, conserved	53.365	0.37
LmjF.26.1590	hypothetical protein, unknown function	54.708	0.378
LmjF.26.1600	hypothetical protein, unknown function	50.991	0.394
LmjF.26.1610	proline oxidase, mitochondrial precursor-like protein	37.585	0.6
LmjF.26.1620	cdp-diacylglycerol synthetase-like protein	43.773	0.526
LmjF.26.1650	hypothetical protein, conserved	41.289	0.533
LmjF.26.1660	hypothetical protein, conserved	45.164	0.48
LmjF.26.1665	hypothetical protein, conserved	48.785	0.393
LmjF.26.1670	sphingolipid delta 4 desaturase, putative	48.382	0.433
LmjF.26.1680	sphingolipid delta 4 desaturase, putative	48.382	0.433
LmjF.26.1690	sphingolipid delta 4 desaturase, putative	48.382	0.433
LmjF.26.1700	sphingolipid delta 4 desaturase, putative	49.74	0.413
LmjF.26.1720	hypothetical protein, conserved	52.945	0.361
LmjF.26.1730	protein kinase, putative	46.391	0.459
LmjF.26.1740	hypothetical protein, conserved	51.255	0.392
LmjF.26.1750	hypothetical protein, conserved	48.482	0.461
LmjF.26.1755	hypothetical protein, conserved	52.943	0.386
LmjF.26.1760	hypothetical protein, conserved	51.447	0.383
LmjF.26.1780	hypothetical protein, unknown function	47.471	0.455
LmjF.26.1785	hypothetical protein	53.994	0.376
LmjF.26.1790	hypothetical protein, conserved	42.07	0.516
LmjF.26.1800	hypothetical protein, conserved	47.185	0.468
LmjF.26.1810	hypothetical protein, conserved	51.754	0.375
LmjF.26.1820	hypothetical protein, conserved	46.994	0.472
LmjF.26.1830	hypothetical protein, conserved	52.492	0.357
LmjF.26.1840	hypothetical protein, conserved	46.652	0.455
LmjF.26.1850	engulfment and cell motility domain 2, putative	45.768	0.478
LmjF.26.1860	hypothetical protein, conserved	44.737	0.493
LmjF.26.1870	hypothetical protein, conserved	45.499	0.458
LmjF.26.1880	hypothetical protein, conserved	42.564	0.53
LmjF.26.1890	hypothetical protein, conserved	51.428	0.451
LmjF.26.1900	hypothetical protein, conserved	40.864	0.552
LmjF.26.1910	deoxyhypusine hydroxylase, putative	38.641	0.554
LmjF.26.1920	hypothetical protein, conserved	46.901	0.472
LmjF.26.1930	hypothetical protein, conserved	49.287	0.412
LmjF.26.1940	hypothetical protein, conserved	45.006	0.446
LmjF.26.1950	mitotubule-associated protein Gb4, putative	38.073	0.597
LmjF.26.1960	hypothetical protein, conserved	38.123	0.594
LmjF.26.1970	electon transport protein SCO1/SCO2, putative	39.256	0.553
LmjF.26.1980	hypothetical protein, conserved	41.229	0.567
LmjF.26.1990	hypothetical protein, conserved	43.931	0.539
LmjF.26.2000	hypothetical protein, conserved	40.58	0.566
LmjF.26.2010	hypothetical protein, conserved	48.753	0.402
LmjF.26.2030	hypothetical protein, conserved	45.81	0.477
LmjF.26.2040	hypothetical protein, conserved	47.374	0.442
LmjF.26.2050	hypothetical protein, conserved	53.639	0.366
LmjF.26.2060	hypothetical protein, conserved	44.388	0.482
LmjF.26.2070	SUMO1/Ulp2, putative	48.83	0.405
LmjF.26.2080	hypothetical protein, conserved	49.784	0.395
LmjF.26.2100	serine/threonine protein phosphatase-like protein	42.593	0.509
LmjF.26.2110	protein kinase, putative	47.28	0.439
LmjF.26.2120	hypothetical protein, conserved	49.87	0.407
LmjF.26.2130	hypothetical protein, conserved	42.46	0.51
LmjF.26.2150	hypothetical protein, conserved	47.263	0.416
LmjF.26.2160	hypothetical protein, unknown function	50.761	0.423
LmjF.26.2170	hypothetical protein, unknown function	41.629	0.564
LmjF.26.2180	hypothetical protein, conserved	51.954	0.392
LmjF.26.2190	hypothetical protein, conserved	44.105	0.454
LmjF.26.2200	hypothetical protein, conserved	47.238	0.45
LmjF.26.2210	hypothetical protein, conserved	46.998	0.434
LmjF.26.2230	GDP-mannose 4,6 dehydratase, putative	48.789	0.454
LmjF.26.2240	kynureninase, putative	40.71	0.591
LmjF.26.2250	hypothetical protein, conserved	44.507	0.459
LmjF.26.2260	Sec1/Munc18 related protein, putative	42.113	0.524
LmjF.26.2270	hypothetical protein, conserved	41.456	0.505
LmjF.26.2280	nitrilase, putative	49.091	0.442
LmjF.26.2290	hypothetical protein, conserved	53.827	0.338
LmjF.26.2300	hypothetical protein, conserved	51.807	0.391
LmjF.26.2310	hypothetical protein, conserved	39.33	0.519
LmjF.26.2320	hypothetical protein, conserved	44.294	0.503
LmjF.26.2350	hypothetical protein, conserved	51.007	0.378
LmjF.26.2360	SLY1 protein, putative	39.156	0.565
LmjF.26.2370	hypothetical protein, conserved	43.994	0.489
LmjF.26.2380	hypothetical protein, conserved	40.598	0.535
LmjF.26.2390	hypothetical protein, conserved	45.997	0.458
LmjF.26.2400	peroxisomal membrane protein 4, putative	43.672	0.562
LmjF.26.2410	hypothetical protein, conserved	42.095	0.526
LmjF.26.2420	hypothetical protein, conserved	39.079	0.547
LmjF.26.2430	metallo-peptidase, Clan MP, Family M67	43.833	0.512
LmjF.26.2440	protein kinase, putative	46.444	0.456
LmjF.26.2450	hypothetical protein, conserved	48.272	0.414
LmjF.26.2460	hypothetical protein, conserved	43.898	0.484
LmjF.26.2480	CDP-diacylglycerol--inositol 3-phosphatidyltransferase, putative	41.344	0.575
LmjF.26.2490	hypothetical protein, conserved	43.559	0.512
LmjF.26.2510	protein kinase, putative	41.931	0.534
LmjF.26.2520	hypothetical protein, conserved	41.73	0.5
LmjF.26.2530	serine/threonine protein phosphatase, putative	41.918	0.513
LmjF.26.2540	hypothetical protein, conserved	43.999	0.485
LmjF.26.2560	hypothetical protein, conserved	39.931	0.565
LmjF.26.2570	protein kinase, putative	45.061	0.495
LmjF.26.2590	hypothetical protein, conserved	51.238	0.411
LmjF.26.2600	hypothetical protein, conserved	51.397	0.421
LmjF.26.2610	hypothetical protein, conserved	47.85	0.429
LmjF.26.2620	hypothetical protein, unknown function	50.265	0.461
LmjF.26.2640	hypothetical protein, conserved	44.63	0.499
LmjF.26.2650	hypothetical protein, conserved	46.918	0.458
LmjF.26.2660	hypothetical protein, conserved	40.994	0.528
LmjF.26.2670	ATP-binding cassette protein subfamily B, member 2, putative (ABCB2)	40.987	0.543
LmjF.26.2680	hypothetical protein, unknown function	43.162	0.522
LmjF.26.2690	CAAX prenyl protease 2, putative	53.619	0.433
LmjF.26.2700	6-phosphogluconolactonase	45.826	0.509
LmjF.26.2710	glutamate 5-kinase, putative	47.146	0.477
LmjF.27.0010	hypothetical protein, conserved	47.817	0.472
LmjF.27.0020	hypothetical protein, conserved	45.497	0.481
LmjF.27.0030	hypothetical protein, conserved	50.731	0.401
LmjF.27.0040	CAAX prenyl protease 1, putative	43.759	0.5
LmjF.27.0050	DEAD-box helicase-like protein	43.758	0.481
LmjF.27.0070	hypothetical protein, conserved	50.365	0.445
LmjF.27.0090	cytochrome p450-like protein	41.673	0.531
LmjF.27.0100	protein kinase, putative	45.155	0.449
LmjF.27.0120	hypothetical protein, conserved	45.97	0.449
LmjF.27.0140	hypothetical protein, conserved	60.838	0.349
LmjF.27.0160	hypothetical protein, conserved	41.401	0.546
LmjF.27.0170	hypothetical protein, conserved	51.167	0.432
LmjF.27.0190	proteasome alpha 7 subunit, putative	44.53	0.56
LmjF.27.0200	hypothetical protein, conserved	51.281	0.419
LmjF.27.0210	hypothetical protein, conserved	49.012	0.533
LmjF.27.0220	hypothetical protein, conserved	51.155	0.411
LmjF.27.0240	kinetoplast-associated protein-like protein	27.042	0.654
LmjF.27.0250	flap endonuclease-1 (FEN-1), putative	53.38	0.397
LmjF.27.0260	hypothetical protein, conserved	52.762	0.362
LmjF.27.0270	hypothetical protein, conserved	50.925	0.389
LmjF.27.0300	methylmalonyl-coenzyme a mutase, putative	52.453	0.41
LmjF.27.0310	hypothetical protein, conserved	48.583	0.424
LmjF.27.0320	hypothetical protein, conserved	54.178	0.351
LmjF.27.0330	hypothetical protein, conserved	49.345	0.42
LmjF.27.0340	MP44, putative	50.004	0.415
LmjF.27.0350	hypothetical protein, conserved	43.067	0.529
LmjF.27.0360	ATPase, putative	48.471	0.438
LmjF.27.0380	nucleoporin, putative	45.683	0.475
LmjF.27.0390	hypothetical protein, conserved	48.243	0.436
LmjF.27.0410	heat shock protein DNAJ, putative	45.61	0.506
LmjF.27.0420	ribokinase, putative	41.837	0.57
LmjF.27.0430	hypothetical protein, conserved	45.497	0.489
LmjF.27.0440	hypothetical protein, conserved	47.285	0.44
LmjF.27.0450	RNA processing factor 1, putative	37.515	0.59
LmjF.27.0460	hypothetical protein, conserved	41.795	0.493
LmjF.27.0470	glycosomal transporter (GAT3), putative	43.299	0.535
LmjF.27.0480	hypothetical protein, conserved	44.453	0.482
LmjF.27.0490	calpain-like cysteine peptidase, putative	39.219	0.535
LmjF.27.0500	calpain-like cysteine peptidase, putative	36.55	0.598
LmjF.27.0510	calpain-like cysteine peptidase, putative	43.219	0.497
LmjF.27.0520	radial spoke protein 3, putative	44.765	0.479
LmjF.27.0530	hypothetical protein, conserved	47.524	0.439
LmjF.27.0540	hypothetical protein, conserved	52.507	0.449
LmjF.27.0550	replication factor C, subunit 4, putative	42.854	0.518
LmjF.27.0560	cdc2-related kinase, putative	44.716	0.469
LmjF.27.0570	hypothetical protein, conserved	45.646	0.447
LmjF.27.0580	hypothetical protein, conserved	46.336	0.452
LmjF.27.0590	hypothetical protein, conserved	44.995	0.504
LmjF.27.0600	hypothetical protein, conserved	49.769	0.403
LmjF.27.0610	hypothetical protein, conserved	49.005	0.456
LmjF.27.0620	hypothetical protein, conserved	43.884	0.532
LmjF.27.0630	kinteoplast poly(A) polymerase complex 1 subunit, putative,mitochondrial edited mRNA stability factor 1 subunit, putative	43.817	0.504
LmjF.27.0640	hypothetical protein, unknown function	58.659	0.323
LmjF.27.0660	hypothetical protein, conserved	48.395	0.451
LmjF.27.0670	amino acid permease, putative (AAT23.1)	36.313	0.641
LmjF.27.0680	amino acid permease, putative (AAT23.2)	40.079	0.574
LmjF.27.0690	hypothetical protein, unknown function	47.111	0.452
LmjF.27.0700	hypothetical protein, conserved	45.502	0.496
LmjF.27.0710	hypothetical protein, conserved	52.486	0.364
LmjF.27.0720	hypothetical protein, conserved	48.361	0.491
LmjF.27.0730	reductase, putative	44.503	0.471
LmjF.27.0740	NADH-ubiquinone oxidoreductase 20 kDa subunit, mitochondrial precursor	39.929	0.581
LmjF.27.0760	small GTP-binding protein Rab1, putative	37.169	0.591
LmjF.27.0770	hypothetical protein, conserved	46.097	0.446
LmjF.27.0780	calcium uniporter protein, mitochondrial, putative	49.79	0.422
LmjF.27.0790	hypothetical protein, conserved	46.09	0.473
LmjF.27.0800	hypothetical protein, conserved	53.756	0.378
LmjF.27.0820	hypothetical protein, conserved	44.09	0.49
LmjF.27.0830	hypothetical protein, conserved	49.418	0.426
LmjF.27.0840	hypothetical protein, conserved	45.731	0.462
LmjF.27.0850	hypothetical protein, conserved	46.584	0.434
LmjF.27.0860	hypothetical protein, conserved	46.713	0.461
LmjF.27.0870	hypothetical protein, conserved	36.043	0.621
LmjF.27.0880	2-oxoglutarate dehydrogenase subunit, putative	37.907	0.596
LmjF.27.0890	phosphatidylinositol (3,5) kinase, putative	48.356	0.442
LmjF.27.0910	hypothetical protein, conserved	43.46	0.514
LmjF.27.0920	hypothetical protein, unknown function	42.22	0.504
LmjF.27.0930	isovaleryl-coA dehydrogenase, putative	41.532	0.57
LmjF.27.0940	hypothetical protein, conserved	45.248	0.463
LmjF.27.0950	hypothetical protein, conserved	49.625	0.426
LmjF.27.0960	hypothetical protein, conserved	51.8	0.367
LmjF.27.0970	ATP-binding cassette protein subfamily A, member 8, putative (ABCA8)	36.111	0.581
LmjF.27.0980	ATP-binding cassette protein subfamily A, member 9, putative (ABCA9)	36.9	0.57
LmjF.27.0990	hypothetical protein, conserved	51.97	0.415
LmjF.27.1000	hypothetical protein, conserved	44.376	0.482
LmjF.27.1010	hypothetical protein, conserved	44.02	0.523
LmjF.27.1020	hypothetical protein, conserved	40.555	0.613
LmjF.27.1030	hypothetical protein, conserved	47.299	0.444
LmjF.27.1040	hypothetical protein, conserved	47.531	0.421
LmjF.27.1050	vesicular transport protein (CDC48 homologue), putative	40.509	0.543
LmjF.27.1060	cysteine desulfurase, putative	42.244	0.546
LmjF.27.1070	vesicular-fusion ATPase-like protein, putative	42.082	0.498
LmjF.27.1080	hypothetical protein, conserved	40.938	0.528
LmjF.27.1100	hypothetical protein, conserved	47.06	0.425
LmjF.27.1110	gBP21, MRP1	43.486	0.513
LmjF.27.1120	hypothetical protein, conserved	41.508	0.55
LmjF.27.1130	intraflagellar transport protein IFT88, putative	36.478	0.62
LmjF.27.1140	hypothetical protein, conserved	51.87	0.436
LmjF.27.1150	hypothetical protein, conserved	48.437	0.455
LmjF.27.1160	hypothetical protein, conserved	44.392	0.496
LmjF.27.1170	hypothetical protein, conserved	45.778	0.503
LmjF.27.1180	hypothetical protein, conserved	50.91	0.422
LmjF.27.1200	hypothetical protein, conserved	54.45	0.36
LmjF.27.1210	translation initiation factor eIF2B subunit-like protein, putative	43.445	0.498
LmjF.27.1220	hypothetical protein, conserved	40.382	0.56
LmjF.27.1230	hypothetical protein, conserved	44.925	0.484
LmjF.27.1250	hypothetical protein, conserved	44.372	0.535
LmjF.27.1260	T-complex protein 1, beta subunit, putative	45.082	0.492
LmjF.27.1265	cation transporter, putative	57.547	0.263
LmjF.27.1270	ubiquitin hydrolase, putative	56.644	0.332
LmjF.27.1275	hypothetical protein, conserved	56.978	0.262
LmjF.27.1280	hypothetical protein, conserved	51.403	0.402
LmjF.27.1290	predicted leucine-rich repeat protein	49.082	0.42
LmjF.27.1300	hypothetical protein, conserved	36.203	0.626
LmjF.27.1310	arginyl-tRNA synthetase, putative	37.071	0.624
LmjF.27.1320	hypothetical protein, conserved	45.062	0.482
LmjF.27.1330	hypothetical protein, conserved	43.965	0.493
LmjF.27.1340	hypothetical protein, unknown function	50.176	0.406
LmjF.27.1350	hypothetical protein, unknown function	43.456	0.487
LmjF.27.1360	hypothetical protein, conserved	48.495	0.432
LmjF.27.1370	protein kinase, putative	48.99	0.442
LmjF.27.1380	60S acidic ribosomal subunit protein, putative	31.364	0.77
LmjF.27.1390	60S acidic ribosomal subunit protein, putative	31.364	0.77
LmjF.27.1410	hypothetical protein, conserved	49.966	0.434
LmjF.27.1420	choline kinase	41.083	0.547
LmjF.27.1430	hypothetical protein, conserved	48.51	0.449
LmjF.27.1440	hypothetical protein, conserved	38.346	0.652
LmjF.27.1450	hypothetical protein, conserved	38.534	0.604
LmjF.27.1460	proteasome regulatory non-ATP-ase subunit 3, putative	42.23	0.55
LmjF.27.1480	hypothetical protein, conserved	46.724	0.455
LmjF.27.1490	hypothetical protein, conserved	47.854	0.426
LmjF.27.1510	hypothetical protein, conserved	49.991	0.422
LmjF.27.1520	hypothetical protein, conserved	48.865	0.408
LmjF.27.1560	diacylglycerol acyltransferase, putative	40.724	0.515
LmjF.27.1570	hypothetical protein, conserved	30.801	0.634
LmjF.27.1580	amino acid transporter, putative (AAT24)	30.131	0.681
LmjF.27.1590	diacylglycerol acyltransferase, putative	34.49	0.616
LmjF.27.1600	hypothetical protein, conserved	56.481	0.411
LmjF.27.1620	eukaryotic translation initiation factor eIF-4E, putative (EIF4E1)	45.446	0.541
LmjF.27.1630	hypothetical protein, conserved	45.198	0.487
LmjF.27.1640	hypothetical protein, conserved	41.229	0.535
LmjF.27.1650	hypothetical protein, conserved	53.156	0.386
LmjF.27.1660	hypothetical protein, conserved	43.233	0.485
LmjF.27.1670	molybdopterin synthase sulphurylase-like protein, putative	43.985	0.48
LmjF.27.1680	hypothetical protein, conserved	37.947	0.618
LmjF.27.1690	hypothetical protein, conserved	41.451	0.508
LmjF.27.1700	hypothetical protein, conserved	43.934	0.499
LmjF.27.1710	eukaryotic translation release factor, putative	46.567	0.378
LmjF.27.1730	hypothetical protein, conserved	44.894	0.543
LmjF.27.1750	Cytoplasmic dynein 2 heavy chain (DYNC2H1), putative	39.742	0.562
LmjF.27.1760	hypothetical protein, conserved	45.962	0.471
LmjF.27.1770	hypothetical protein, conserved	41.98	0.535
LmjF.27.1780	casein kinase I-like protein	45.891	0.489
LmjF.27.1790	hypothetical protein, conserved	47.83	0.39
LmjF.27.1800	protein kinase-like protein	46.783	0.438
LmjF.27.1805	glycosomal phosphoenolpyruvate carboxykinase, putative	28.439	0.716
LmjF.27.1810	glycosomal phosphoenolpyruvate carboxykinase, putative	28.429	0.716
LmjF.27.1820	hypothetical protein, unknown function	45.153	0.478
LmjF.27.1830	GTP binding protein, putative	45.429	0.49
LmjF.27.1840	hypothetical protein, conserved	47.449	0.438
LmjF.27.1850	paraflagellar rod protein-like protein	41.185	0.545
LmjF.27.1860	hypothetical protein, unknown function	50.84	0.391
LmjF.27.1870	trypanothione synthetase, putative (TRYS)	39.904	0.586
LmjF.27.1880	hypothetical protein, conserved	40.665	0.528
LmjF.27.1890	endo/exonuclease Mre11, putative	43.681	0.487
LmjF.27.1895	hypothetical protein, conserved	40.726	0.555
LmjF.27.1900	hypothetical protein, conserved	45.604	0.526
LmjF.27.1920	hypothetical protein, conserved	46.643	0.435
LmjF.27.1930	hypothetical protein, unknown function	48.625	0.424
LmjF.27.1940	protein kinase-like protein	48.142	0.438
LmjF.27.1945	hypothetical protein, conserved	50.767	0.363
LmjF.27.1950	hypothetical protein, conserved	45.297	0.488
LmjF.27.1960	hypothetical protein, conserved	43.671	0.543
LmjF.27.1980	FtsJ cell division protein, putative	37.611	0.621
LmjF.27.1990	hypothetical protein, conserved	46.465	0.445
LmjF.27.2010	hypothetical protein, conserved	48.287	0.428
LmjF.27.2020	D-lactate dehydrogenase-like protein	39.146	0.55
LmjF.27.2030	branched-chain amino acid aminotransferase, putative	36.528	0.613
LmjF.27.2040	hypothetical protein, conserved	47.058	0.445
LmjF.27.2050	ribonucleoside-diphosphate reductase small chain, putative	32.537	0.687
LmjF.27.2060	hypothetical protein, conserved	45.725	0.449
LmjF.27.2070	hypothetical protein, conserved	47.86	0.449
LmjF.27.2100	RNA-binding protein, putative	44.605	0.477
LmjF.27.2110	hypothetical protein, unknown function	50.287	0.421
LmjF.27.2120	hypothetical protein, conserved	43.721	0.516
LmjF.27.2130	hypothetical protein, conserved	45.299	0.47
LmjF.27.2140	hypothetical protein, unknown function	49.121	0.433
LmjF.27.2160	hypothetical protein, conserved	39.716	0.575
LmjF.27.2170	hypothetical protein, conserved	41.067	0.529
LmjF.27.2180	hypothetical protein, conserved	37.885	0.589
LmjF.27.2200	hypothetical protein, conserved	40.546	0.55
LmjF.27.2210	dual specificity protein phosphatase, putative	42.949	0.505
LmjF.27.2220	ribosomal protein L11, putative	39.52	0.561
LmjF.27.2230	hypothetical protein, conserved	48.843	0.407
LmjF.27.2240	hypothetical protein, conserved	48.808	0.406
LmjF.27.2250	hypothetical protein, conserved	43.487	0.483
LmjF.27.2260	hypothetical protein, conserved	51.514	0.412
LmjF.27.2270	hypothetical protein, conserved	49.455	0.394
LmjF.27.2290	acyl-CoA oxidase, putative	43.988	0.477
LmjF.27.2300	transcription elongation regulator-like protein	45.027	0.484
LmjF.27.2310	hypothetical protein, conserved	51.372	0.33
LmjF.27.2320	protein phosphatase-like protein	51.854	0.432
LmjF.27.2330	GTP binding protein, putative	48.025	0.52
LmjF.27.2337	hypothetical protein	60.599	0.242
LmjF.27.2340	sucrose hydrolase-like protein	49.616	0.439
LmjF.27.2350	R-SNARE protein, putative	45.345	0.48
LmjF.27.2360	hypothetical protein, conserved	44.458	0.53
LmjF.27.2390	TPR-repeat protein, putative	41.281	0.505
LmjF.27.2400	heat shock protein DNAJ, putative	36.276	0.647
LmjF.27.2410	aldo-keto reductase-like protein	41.791	0.541
LmjF.27.2420	hypothetical protein, conserved	44.411	0.419
LmjF.27.2430	hypothetical protein, conserved	51.849	0.412
LmjF.27.2440	3-oxoacyl-ACP reductase, putative (KAR1)	45.943	0.486
LmjF.27.2450	hypothetical protein, conserved	45.201	0.465
LmjF.27.2460	protein kinase, putative	40.782	0.57
LmjF.27.2470	protein kinase, putative	39.349	0.567
LmjF.27.2480	WD-repeat protein	41.216	0.553
LmjF.27.2490	tubulin-tyrosine ligase-like protein	42.961	0.472
LmjF.27.2600	hypothetical protein, conserved	42.687	0.515
LmjF.27.2610	hypothetical protein, conserved	45.732	0.53
LmjF.27.2620	hypothetical protein, conserved	41.555	0.521
LmjF.27.2630	ATP-dependent Clp protease subunit, heat shock protein 78 (HSP78), putative	37.101	0.623
LmjF.27.2660	peptidyl dipeptidase, putative	38.645	0.59
LmjF.28.0010	hypothetical protein, conserved	49.256	0.359
LmjF.28.0030	cell division cycle 6 (CDC6), putative	52.676	0.343
LmjF.28.0040	hypothetical protein, conserved	51.962	0.393
LmjF.28.0050	dynein regulatory complex subunit, putative	46.88	0.447
LmjF.28.0060	hypothetical protein, conserved	48.461	0.444
LmjF.28.0070	hypothetical protein, conserved	54.986	0.376
LmjF.28.0080	hypothetical protein, unknown function	47.701	0.428
LmjF.28.0090	adenylate cyclase-like protein	50.159	0.432
LmjF.28.0110	proteasome beta 3 subunit, putative	39.187	0.59
LmjF.28.0140	pantothenate kinase subunit, putative	43.94	0.486
LmjF.28.0150	hypothetical protein, conserved	47.078	0.452
LmjF.28.0170	phopshatase, putative	53.932	0.371
LmjF.28.0180	hypothetical protein, conserved	46.237	0.443
LmjF.28.0190	hypothetical protein, unknown function	46.698	0.435
LmjF.28.0200	hypothetical protein, conserved	44.231	0.499
LmjF.28.0220	palmitoyl acyltransferase 9, putative	49.219	0.434
LmjF.28.0230	hypothetical protein, unknown function	49.154	0.481
LmjF.28.0240	glycerol-3-phosphate dehydrogenase (FAD-dependent), mitochondrial	41.143	0.561
LmjF.28.0250	hypothetical protein, conserved	41.464	0.56
LmjF.28.0260	hypothetical protein, conserved	46.885	0.458
LmjF.28.0270	phosphoadenosine phosphosulfate reductase-like protein	45.152	0.422
LmjF.28.0280	hypothetical protein, conserved	46.654	0.466
LmjF.28.0290	hypothetical protein, conserved	45.404	0.464
LmjF.28.0300	hypothetical protein, conserved	42.534	0.485
LmjF.28.0310	hypothetical protein, conserved	47.995	0.452
LmjF.28.0320	hypothetical protein, conserved	48.794	0.442
LmjF.28.0330	rrp44p homologue, putative	40.887	0.541
LmjF.28.0340	hypothetical protein, conserved	46.734	0.445
LmjF.28.0350	hypothetical protein, unknown function	44.263	0.519
LmjF.28.0360	ubiquitin activating enzyme, putative	45.177	0.451
LmjF.28.0380	hypothetical protein, conserved	43.319	0.498
LmjF.28.0390	hypothetical protein, conserved	45.537	0.468
LmjF.28.0400	katanin, putative	42.078	0.518
LmjF.28.0410	hypothetical protein, conserved	48.063	0.442
LmjF.28.0430	hypothetical protein, conserved	45.721	0.485
LmjF.28.0440	hypothetical protein, conserved	46.538	0.456
LmjF.28.0450	ribonuclease II-like protein, putative	43.429	0.489
LmjF.28.0460	hypothetical protein, conserved	46.69	0.429
LmjF.28.0470	hypothetical protein, conserved	44.896	0.492
LmjF.28.0480	carbonic anhydrase-like protein	47.281	0.451
LmjF.28.0485	hypothetical protein, conserved	48.075	0.47
LmjF.28.0490	propionyl-coa carboxylase beta chain, putative	36.792	0.639
LmjF.28.0500	hypothetical protein, conserved	42.901	0.506
LmjF.28.0510	hypothetical protein, conserved	42.771	0.513
LmjF.28.0520	protein kinase, putative (LMAIRK)	38.816	0.555
LmjF.28.0530	RAD50 DNA repair-like protein	43.422	0.511
LmjF.28.0550	RAD51 protein, putative (RAD51)	39.687	0.591
LmjF.28.0560	hypothetical protein, conserved	46.486	0.463
LmjF.28.0570	major surface protease gp63, putative	46.587	0.47
LmjF.28.0580	mitogen-activated protein kinase, putative (MPK8)	49.881	0.402
LmjF.28.0590	hypothetical protein, unknown function	46.902	0.487
LmjF.28.0610	dynein heavy chain, putative	38.544	0.595
LmjF.28.0620	protein kinase, putative	42.474	0.521
LmjF.28.0630	ER lumen retaining receptor-like protein	43.499	0.49
LmjF.28.0650	protein transport protein Sec13, putative	49.752	0.492
LmjF.28.0660	hypothetical protein, conserved	45.911	0.472
LmjF.28.0670	hypothetical protein, unknown function	49.066	0.445
LmjF.28.0680	hypothetical protein, conserved	44.73	0.539
LmjF.28.0690	serine/threonine protein phosphatase catalytic subunit, putative	38.541	0.617
LmjF.28.0700	hypothetical protein, conserved	41.456	0.544
LmjF.28.0705	hypothetical protein, conserved	49.56	0.422
LmjF.28.0710	hypothetical protein, conserved	43.856	0.456
LmjF.28.0720	hypothetical protein, conserved	43.549	0.535
LmjF.28.0740	hypothetical protein, conserved	45.142	0.468
LmjF.28.0760	DNA repair protein, putative	51.817	0.38
LmjF.28.0770	hypothetical protein, conserved	58.986	0.279
LmjF.28.0780	RNA polymerase I	57.87	0.302
LmjF.28.0790	putative dual-specificity protein phosphatase, putative	53.484	0.371
LmjF.28.0820	hypothetical protein, conserved	50.268	0.391
LmjF.28.0822	hypothetical protein, conserved	57.93	0.346
LmjF.28.0830	hypothetical protein, conserved	42.4	0.514
LmjF.28.0840	hypothetical protein, conserved	49.1	0.421
LmjF.28.0850	DNA replication licensing factor MCM2, putative	40.763	0.532
LmjF.28.0860	hypothetical protein	51.135	0.394
LmjF.28.0870	hypothetical protein, conserved	40.848	0.56
LmjF.28.0890	ribonucleoside-diphosphate reductase large chain, putative	36.369	0.643
LmjF.28.0900	hypothetical protein, conserved	48.781	0.411
LmjF.28.0910	endonuclease/exonuclease/phosphatase-like protein	47.925	0.428
LmjF.28.0930	hypothetical protein, conserved	40.489	0.564
LmjF.28.0940	oxidoreductase-like protein	42.59	0.519
LmjF.28.0980	P27 protein, putative (P27)	35.871	0.623
LmjF.28.0990	hypothetical protein, conserved	36.639	0.612
LmjF.28.1000	hypothetical protein, conserved	48.621	0.444
LmjF.28.1020	hypothetical protein, conserved	48.511	0.441
LmjF.28.1040	hypothetical protein, unknown function	50.066	0.415
LmjF.28.1050	hypothetical protein, conserved	47.049	0.438
LmjF.28.1060	hypothetical protein, conserved	48.487	0.439
LmjF.28.1070	hypothetical protein, conserved	48.693	0.415
LmjF.28.1080	hypothetical protein, conserved	45.328	0.455
LmjF.28.1090	hypothetical protein, conserved	45.59	0.478
LmjF.28.1100	hypothetical protein, conserved	41.933	0.542
LmjF.28.1110	hypothetical protein, conserved	38.687	0.612
LmjF.28.1120	hypothetical protein, conserved	42.031	0.473
LmjF.28.1130	hypothetical protein, unknown function	43.475	0.498
LmjF.28.1140	electron-transfer-flavoprotein, alpha polypeptide, putative	43.292	0.543
LmjF.28.1150	long-chain-fatty-acid-CoA ligase, putative	42.644	0.522
LmjF.28.1160	vacuolar type h  ATPase subunit, putative	40.724	0.564
LmjF.28.1180	hypothetical protein, conserved	45.179	0.509
LmjF.28.1190	copine i-like protein	42.221	0.497
LmjF.28.1200	glucose-regulated protein 78, putative	37.849	0.63
LmjF.28.1210	hypothetical protein, conserved	52.716	0.369
LmjF.28.1220	hypothetical protein, conserved	51.069	0.415
LmjF.28.1230	hypothetical protein, unknown function	46.471	0.46
LmjF.28.1240	p450 reductase, putative	40.443	0.571
LmjF.28.1250	hypothetical protein, conserved	44.382	0.495
LmjF.28.1260	hypothetical protein, conserved	47.978	0.434
LmjF.28.1270	hypothetical protein, conserved	48.471	0.449
LmjF.28.1280	phenylalanine-4-hydroxylase (PAH)	38.658	0.582
LmjF.28.1290	hypothetical protein, conserved	50.447	0.419
LmjF.28.1300	hypothetical protein, conserved	49.572	0.437
