name,length,num_reads,num_reads_primary,num_reads_secondary,gc,ct
LmjF.28.1410,290,122,19,15,0.528,0.521
LmjF.28.1420,1501,40,10,9,0.554,0.5
LmjF.28.1430,1313,87,9,8,0.59,0.552
LmjF.28.1440,1188,131,13,12,0.583,0.522
LmjF.28.1450,356,9,2,2,0.618,0.452
LmjF.28.1460,440,17,7,3,0.561,0.593
LmjF.28.1470,1588,70,11,11,0.542,0.601
LmjF.28.1480,392,52,13,12,0.554,0.584
LmjF.28.1490,1809,388,231,19,0.53,0.487
LmjF.28.1500,1779,151,21,20,0.56,0.521
LmjF.28.1510,15,69,19,18,0.467,0.267
LmjF.28.1515,646,78,35,10,0.584,0.485
LmjF.28.1520,176,57,50,2,0.602,0.619
LmjF.28.1530,432,167,36,26,0.581,0.472
LmjF.28.1540,3381,57,23,8,0.575,0.567
LmjF.28.1550,984,63,19,16,0.577,0.553
LmjF.28.1560,1398,102,30,10,0.587,0.537
LmjF.28.1570,4535,202,48,22,0.643,0.461
LmjF.28.1580,1437,59,26,9,0.555,0.482
LmjF.28.1590,564,124,72,11,0.667,0.486
LmjF.28.1600,133,29,19,3,0.586,0.556
LmjF.28.1610,394,14,7,5,0.566,0.49
LmjF.28.1620,246,46,29,4,0.561,0.565
LmjF.28.1630,664,26,16,3,0.614,0.53
LmjF.28.1640,3326,49,10,7,0.545,0.6
LmjF.28.1650,1288,93,35,22,0.567,0.623
LmjF.28.1660,387,21,7,3,0.61,0.483
LmjF.28.1670,1509,202,45,35,0.591,0.575
LmjF.28.1690,1483,20,4,3,0.595,0.533
LmjF.28.1700,1149,43,12,5,0.605,0.447
LmjF.28.1710,568,53,19,16,0.535,0.567
LmjF.28.1720,737,50,10,10,0.597,0.533
LmjF.28.1730,771,43,16,14,0.569,0.537
LmjF.28.1740,447,22,11,3,0.575,0.528
LmjF.28.1750,803,17,4,4,0.542,0.521
LmjF.28.1760,660,98,11,10,0.576,0.547
LmjF.28.1770,1632,21,4,3,0.56,0.591
LmjF.28.1780,233,44,21,12,0.605,0.614
LmjF.28.1790,214,25,15,3,0.593,0.584
LmjF.28.1800,NA,0,NA,NA,NA,NA
LmjF.28.1810,800,51,15,5,0.598,0.485
LmjF.28.1820,652,64,22,4,0.561,0.554
LmjF.28.1830,386,45,28,3,0.56,0.534
LmjF.28.1840,396,81,28,7,0.505,0.477
LmjF.28.1850,152,35,14,6,0.605,0.671
LmjF.28.1860,722,47,14,6,0.583,0.607
LmjF.28.1870,334,15,4,3,0.578,0.449
LmjF.28.1880,1939,137,41,21,0.559,0.556
LmjF.28.1890,494,48,37,2,0.53,0.611
LmjF.28.1900,252,73,14,6,0.607,0.627
LmjF.28.1910,435,21,14,2,0.621,0.503
LmjF.28.1920,1051,79,21,12,0.565,0.516
LmjF.28.1930,2246,37,15,15,0.613,0.602
LmjF.28.1940,1389,104,28,18,0.569,0.541
LmjF.28.1950,1700,168,54,9,0.559,0.579
LmjF.28.1960,2937,55,14,6,0.606,0.543
LmjF.28.1970,2232,205,33,24,0.593,0.546
LmjF.28.1980,992,62,33,17,0.564,0.499
LmjF.28.1990,2629,75,9,8,0.549,0.559
LmjF.28.1995,549,93,23,14,0.512,0.628
LmjF.28.2000,3648,47,18,3,0.524,0.598
LmjF.28.2010,678,20,3,3,0.504,0.488
LmjF.28.2020,265,59,19,14,0.547,0.551
LmjF.28.2030,410,189,85,17,0.561,0.541
LmjF.28.2040,614,46,18,12,0.541,0.515
LmjF.28.2050,23,25,12,7,0.478,0.391
LmjF.28.2060,235,130,98,17,0.54,0.566
LmjF.28.2070,273,63,23,21,0.513,0.542
LmjF.28.2080,1109,222,36,34,0.546,0.517
LmjF.28.2090,117,81,43,29,0.402,0.615
LmjF.28.2095,2,108,98,9,0.5,0
LmjF.28.2100,51,31,20,5,0.353,0.647
LmjF.28.2110,207,93,25,12,0.43,0.56
LmjF.28.2120,3102,125,20,18,0.54,0.536
LmjF.28.2130,284,58,23,10,0.535,0.507
LmjF.28.2140,115,73,59,2,0.504,0.609
LmjF.28.2150,155,12,6,2,0.594,0.477
LmjF.28.2160,218,50,23,8,0.546,0.486
LmjF.28.2170,1083,119,33,22,0.546,0.517
LmjF.28.2180,278,66,29,17,0.55,0.594
LmjF.28.2190,345,21,9,4,0.577,0.487
LmjF.28.2200,472,41,8,5,0.6,0.536
LmjF.28.2205,641,152,69,25,0.577,0.541
LmjF.28.2210,1881,60,27,5,0.523,0.636
LmjF.28.2220,393,39,8,6,0.567,0.509
LmjF.28.2230,783,56,31,8,0.579,0.556
LmjF.28.2240,338,57,17,14,0.574,0.544
LmjF.28.2250,420,185,60,55,0.545,0.671
LmjF.28.2260,1396,227,48,45,0.562,0.52
LmjF.28.2270,333,42,13,11,0.616,0.562
LmjF.28.2280,420,30,8,4,0.6,0.507
LmjF.28.2290,1119,109,34,18,0.6,0.535
LmjF.28.2300,400,34,12,5,0.552,0.498
LmjF.28.2310,1248,69,26,10,0.579,0.537
LmjF.28.2320,649,1,1,1,0.618,0.595
LmjF.28.2330,211,100,34,21,0.526,0.488
LmjF.28.2350,653,28,3,3,0.603,0.51
LmjF.28.2360,1422,192,71,28,0.566,0.546
LmjF.28.2370,1271,53,25,15,0.625,0.527
LmjF.28.2380,1558,40,15,5,0.605,0.592
LmjF.28.2385,181,32,8,4,0.575,0.514
LmjF.28.2390,574,38,12,8,0.587,0.589
LmjF.28.2400,318,40,10,9,0.601,0.45
LmjF.28.2410,229,30,14,5,0.603,0.568
LmjF.28.2415,117,75,24,11,0.607,0.615
LmjF.28.2420,2361,102,7,6,0.567,0.544
LmjF.28.2430,818,171,45,33,0.61,0.526
LmjF.28.2440,330,58,16,10,0.594,0.539
LmjF.28.2445,687,5,1,1,0.603,0.587
LmjF.28.2450,402,47,15,10,0.567,0.592
LmjF.28.2460,729,884,239,82,0.595,0.54
LmjF.28.2470,33,24,14,6,0.576,0.303
LmjF.28.2480,1355,200,73,45,0.584,0.527
LmjF.28.2490,517,67,28,9,0.576,0.559
LmjF.28.2500,3435,112,24,18,0.566,0.528
LmjF.28.2510,2258,97,47,15,0.58,0.573
LmjF.28.2520,618,39,7,5,0.587,0.508
LmjF.28.2530,315,35,15,3,0.616,0.552
LmjF.28.2540,24,88,18,16,0.417,0.5
LmjF.28.2550,411,37,14,7,0.608,0.496
LmjF.28.2555,546,1068,484,230,0.599,0.568
LmjF.28.2560,310,1565,671,506,0.552,0.565
LmjF.28.2565,159,45,12,10,0.629,0.415
LmjF.28.2570,287,61,27,16,0.589,0.449
LmjF.28.2580,386,60,19,19,0.575,0.5
LmjF.28.2590,457,36,11,6,0.624,0.486
LmjF.28.2610,617,60,16,11,0.577,0.621
LmjF.28.2620,1369,65,23,18,0.572,0.591
LmjF.28.2630,591,26,9,4,0.609,0.487
LmjF.28.2640,556,41,25,4,0.597,0.565
LmjF.28.2650,1406,87,24,7,0.612,0.607
LmjF.28.2660,798,150,67,26,0.559,0.583
LmjF.28.2670,211,39,9,8,0.578,0.545
LmjF.28.2680,177,6,2,1,0.621,0.452
LmjF.28.2690,78,8,4,2,0.5,0.59
LmjF.28.2700,231,35,7,5,0.567,0.649
LmjF.28.2710,112,64,32,13,0.562,0.518
LmjF.28.2720,323,49,22,20,0.622,0.557
LmjF.28.2730,122,64,19,12,0.484,0.549
LmjF.28.2740,306,2809,2231,234,0.578,0.529
LmjF.28.2750,685,1050,798,103,0.594,0.542
LmjF.28.2760,243,49,20,13,0.551,0.523
LmjF.28.2770,1097,6421,3709,1318,0.555,0.567
LmjF.28.2780,1157,1206,425,425,0.653,0.556
LmjF.28.2790,1450,93,9,8,0.613,0.511
LmjF.28.2800,120,44,15,9,0.575,0.425
LmjF.28.2810,260,31,19,3,0.577,0.508
LmjF.28.2820,258,78,35,9,0.57,0.605
LmjF.28.2830,412,17,4,3,0.583,0.566
LmjF.28.2840,163,46,11,8,0.601,0.607
LmjF.28.2850,185,48,44,2,0.568,0.578
LmjF.28.2860,688,194,33,27,0.589,0.522
LmjF.28.2870,293,64,34,11,0.577,0.546
LmjF.28.2880,NA,0,NA,NA,NA,NA
LmjF.28.2890,670,50,22,4,0.572,0.536
LmjF.28.2900,1462,42,16,7,0.608,0.466
LmjF.28.2910,3182,201,61,36,0.536,0.549
LmjF.28.2920,437,121,40,35,0.586,0.59
LmjF.28.2930,850,45,8,6,0.554,0.564
LmjF.28.2940,551,56,11,10,0.586,0.593
LmjF.28.2950,779,42,22,5,0.53,0.582
LmjF.28.2960,226,58,12,11,0.575,0.412
LmjF.28.2965,1430,56,17,7,0.538,0.591
LmjF.28.2970,721,129,43,30,0.516,0.54
LmjF.28.2980,312,48,21,14,0.503,0.516
LmjF.28.2990,99,59,19,9,0.586,0.475
LmjF.28.3000,279,28,7,6,0.52,0.53
LmjF.28.3005,251,57,20,13,0.514,0.506
LmjF.28.3010,496,68,41,13,0.524,0.554
LmjF.28.3030,NA,0,NA,NA,NA,NA
LmjF.28_5171,1076,63,25,11,0.526,0.615
LmjF.28_5177,1210,86,36,34,0.614,0.455
LmjF.28_5213,1067,1,1,1,0.517,0.645
LmjF.28_5219,190,37,5,3,0.584,0.432
LmjF.28_5220,220,8,4,1,0.527,0.645
LmjF.28_5223,1215,3,1,1,0.508,0.663
LmjF.28_5259,150,59,20,9,0.58,0.533
LmjF.28_5269,2226,70,50,4,0.603,0.518
LmjF.28_5271,1718,54,14,6,0.561,0.563
LmjF.28_5307,991,42,7,7,0.612,0.499
LmjF.28_5313,1834,118,58,8,0.583,0.514
LmjF.28_5320,NA,0,NA,NA,NA,NA
LmjF.28_5321,149,1,1,1,0.584,0.389
LmjF.28_5340,1190,66,20,14,0.552,0.522
LmjF.28_5383,581,72,46,9,0.546,0.661
LmjF.28_5384,1668,64,15,12,0.593,0.477
LmjF.28_5414,88,1,1,1,0.591,0.659
LmjF.28_5415,160,1,1,1,0.65,0.6
LmjF.28_5416,66,47,10,8,0.606,0.424
LmjF.28_5419,624,456,80,77,0.535,0.42
LmjF.28_5439,697,19,2,2,0.582,0.575
LmjF.28_5487,454,41,17,4,0.599,0.559
LmjF.28_5490,625,178,33,27,0.55,0.502
LmjF.28_5500,479,30,8,5,0.449,0.545
LmjF.29.0010,135,19,6,4,0.459,0.519
LmjF.29.0020,341,78,19,10,0.516,0.525
LmjF.29.0030,718,88,19,15,0.561,0.531
LmjF.29.0040,477,50,25,12,0.56,0.541
LmjF.29.0050,755,59,15,15,0.625,0.54
LmjF.29.0060,307,91,28,11,0.573,0.472
LmjF.29.0070,1018,65,16,15,0.617,0.551
LmjF.29.0080,47,89,25,16,0.681,0.468
LmjF.29.0090,259,33,13,9,0.552,0.529
LmjF.29.0100,1581,81,27,12,0.591,0.518
LmjF.29.0110,NA,0,NA,NA,NA,NA
LmjF.29.0120,583,125,18,15,0.575,0.525
LmjF.29.0130,610,28,8,7,0.608,0.57
LmjF.29.0140,204,42,18,11,0.583,0.544
LmjF.29.0150,264,70,26,11,0.545,0.587
LmjF.29.0160,136,44,13,11,0.537,0.544
LmjF.29.0170,2141,140,33,20,0.598,0.541
LmjF.29.0180,127,78,30,11,0.543,0.504
LmjF.29.0190,627,28,22,3,0.616,0.565
LmjF.29.0200,206,11,7,1,0.641,0.427
LmjF.29.0210,494,93,45,14,0.591,0.51
LmjF.29.0220,614,74,15,11,0.59,0.497
LmjF.29.0230,152,18,5,3,0.632,0.658
LmjF.29.0240,793,48,23,9,0.612,0.532
LmjF.29.0250,4082,108,24,16,0.597,0.542
LmjF.29.0260,346,34,15,12,0.607,0.607
LmjF.29.0270,589,26,6,4,0.613,0.598
LmjF.29.0280,1244,208,76,26,0.513,0.58
LmjF.29.0290,558,80,57,4,0.525,0.586
LmjF.29.0300,134,47,25,8,0.59,0.463
LmjF.29.0320,939,223,60,32,0.562,0.585
LmjF.29.0330,110,32,25,2,0.6,0.591
LmjF.29.0340,669,41,13,8,0.589,0.517
LmjF.29.0350,827,61,24,10,0.568,0.618
LmjF.29.0360,789,59,19,7,0.579,0.511
LmjF.29.0370,2355,140,64,37,0.554,0.589
LmjF.29.0380,363,26,7,4,0.609,0.482
LmjF.29.0390,205,25,9,4,0.615,0.537
LmjF.29.0400,436,65,37,3,0.599,0.511
LmjF.29.0410,236,48,22,13,0.564,0.564
LmjF.29.0420,472,60,20,10,0.585,0.46
LmjF.29.0430,466,22,7,7,0.597,0.466
LmjF.29.0440,2550,165,42,15,0.604,0.474
LmjF.29.0450,325,48,28,4,0.575,0.545
LmjF.29.0460,2144,48,16,6,0.608,0.58
LmjF.29.0470,1306,69,16,11,0.557,0.606
LmjF.29.0480,420,72,41,5,0.517,0.545
LmjF.29.0490,713,74,50,13,0.562,0.508
LmjF.29.0500,3361,40,14,5,0.555,0.591
LmjF.29.0510,572,79,8,6,0.614,0.383
LmjF.29.0520,384,268,51,42,0.581,0.57
LmjF.29.0530,NA,0,NA,NA,NA,NA
LmjF.29.0540,72,43,24,5,0.542,0.458
LmjF.29.0550,473,24,13,3,0.571,0.594
LmjF.29.0555,733,12,2,1,0.554,0.55
LmjF.29.0560,NA,0,NA,NA,NA,NA
LmjF.29.0570,464,58,15,8,0.569,0.556
LmjF.29.0580,727,69,44,10,0.6,0.56
LmjF.29.0590,448,29,10,7,0.616,0.529
LmjF.29.0600,372,17,5,3,0.608,0.543
LmjF.29.0610,891,46,13,5,0.606,0.466
LmjF.29.0620,150,48,8,6,0.593,0.62
LmjF.29.0630,1346,207,47,27,0.533,0.525
LmjF.29.0640,497,131,31,17,0.571,0.519
LmjF.29.0650,427,73,48,4,0.597,0.529
LmjF.29.0660,637,334,62,55,0.592,0.487
LmjF.29.0670,381,76,24,23,0.601,0.451
LmjF.29.0680,128,40,23,4,0.547,0.531
LmjF.29.0690,296,19,9,4,0.598,0.574
LmjF.29.0700,661,35,16,4,0.598,0.53
LmjF.29.0710,452,31,13,10,0.626,0.617
LmjF.29.0720,522,49,27,5,0.621,0.515
LmjF.29.0730,1681,71,12,11,0.587,0.546
LmjF.29.0740,795,37,16,4,0.59,0.577
LmjF.29.0750,324,53,24,7,0.54,0.546
LmjF.29.0760,958,71,12,8,0.568,0.549
LmjF.29.0770,500,126,65,25,0.562,0.53
LmjF.29.0780,2545,90,34,8,0.582,0.558
LmjF.29.0790,1057,40,13,4,0.611,0.5
LmjF.29.0800,153,36,9,8,0.542,0.399
LmjF.29.0805,666,33,7,7,0.559,0.52
LmjF.29.0810,193,59,21,8,0.534,0.58
LmjF.29.0820,1511,854,317,142,0.501,0.587
LmjF.29.0830,1222,32,15,9,0.576,0.552
LmjF.29.0840,513,30,14,2,0.571,0.476
LmjF.29.0850,1037,201,112,39,0.558,0.577
LmjF.29.0860,623,74,13,10,0.498,0.587
LmjF.29.0865,231,36,16,13,0.584,0.489
LmjF.29.0867,585,29,16,2,0.533,0.509
LmjF.29.0868,1773,262,82,61,0.541,0.545
LmjF.29.0870,1035,101,38,19,0.573,0.5
LmjF.29.0880,211,105,55,6,0.422,0.507
LmjF.29.0885,149,34,10,8,0.423,0.497
LmjF.29.0890,70,60,41,4,0.343,0.529
LmjF.29.0900,106,65,23,19,0.443,0.406
LmjF.29.0910,205,161,29,21,0.512,0.473
LmjF.29.0920,1699,65,41,10,0.521,0.566
LmjF.29.0930,168,10,3,2,0.494,0.554
LmjF.29.0935,853,105,53,18,0.484,0.59
LmjF.29.0940,1784,143,52,18,0.543,0.506
LmjF.29.0950,308,32,6,4,0.516,0.519
LmjF.29.0960,1597,316,60,48,0.545,0.547
LmjF.29.0970,1193,54,21,10,0.534,0.626
LmjF.29.0980,268,33,5,4,0.53,0.451
LmjF.29.0990,1191,84,14,14,0.56,0.552
LmjF.29.1000,1638,196,81,27,0.564,0.562
LmjF.29.1010,917,92,30,14,0.581,0.573
LmjF.29.1020,407,53,19,12,0.59,0.496
LmjF.29.1030,874,118,65,12,0.547,0.553
LmjF.29.1040,1463,47,12,8,0.582,0.542
LmjF.29.1050,371,40,9,8,0.526,0.615
LmjF.29.1060,815,31,19,7,0.572,0.547
LmjF.29.1070,704,124,63,32,0.598,0.578
LmjF.29.1080,269,2018,1306,312,0.665,0.606
LmjF.29.1090,269,2045,1306,312,0.665,0.606
LmjF.29.1100,1530,93,23,10,0.552,0.558
LmjF.29.1110,998,80,14,11,0.576,0.495
LmjF.29.1120,3323,57,10,6,0.528,0.572
LmjF.29.1130,2056,34,9,5,0.573,0.605
LmjF.29.1140,3407,66,13,7,0.564,0.514
LmjF.29.1150,276,73,12,11,0.558,0.554
LmjF.29.1160,618,738,484,93,0.629,0.6
LmjF.29.1170,930,108,35,16,0.518,0.594
LmjF.29.1180,NA,0,NA,NA,NA,NA
LmjF.29.1190,1107,101,34,21,0.547,0.588
LmjF.29.1200,40,37,9,5,0.625,0.3
LmjF.29.1210,167,26,20,3,0.599,0.443
LmjF.29.1220,216,56,25,15,0.574,0.546
LmjF.29.1230,636,27,7,5,0.597,0.511
LmjF.29.1240,28,125,38,32,0.536,0.214
LmjF.29.1250,246,44,20,5,0.569,0.577
LmjF.29.1260,387,123,69,6,0.61,0.517
LmjF.29.1270,1527,56,37,7,0.592,0.553
LmjF.29.1280,823,293,87,83,0.563,0.533
LmjF.29.1290,296,141,112,15,0.554,0.53
LmjF.29.1300,672,42,20,10,0.557,0.573
LmjF.29.1310,2151,16,4,2,0.548,0.577
LmjF.29.1320,488,69,14,7,0.561,0.531
LmjF.29.1330,292,41,21,6,0.548,0.568
LmjF.29.1340,3049,11,3,3,0.493,0.606
LmjF.29.1350,1957,17,8,6,0.624,0.532
LmjF.29.1360,5055,7,2,1,0.481,0.618
LmjF.29.1370,75,40,22,3,0.587,0.533
LmjF.29.1380,468,111,27,18,0.536,0.466
LmjF.29.1390,4902,2,1,1,0.48,0.64
LmjF.29.1400,2492,81,24,11,0.53,0.548
LmjF.29.1410,609,116,18,6,0.504,0.519
LmjF.29.1420,5104,70,9,8,0.567,0.572
LmjF.29.1430,309,36,9,8,0.595,0.46
LmjF.29.1440,113,66,22,11,0.566,0.513
LmjF.29.1450,NA,0,NA,NA,NA,NA
LmjF.29.1460,516,41,11,10,0.583,0.465
LmjF.29.1470,1615,181,128,18,0.601,0.52
LmjF.29.1480,353,61,45,3,0.601,0.496
LmjF.29.1490,1294,97,18,15,0.567,0.503
LmjF.29.1500,697,936,290,132,0.545,0.456
LmjF.29.1510,697,914,290,132,0.549,0.456
LmjF.29.1520,4500,104,31,10,0.526,0.56
LmjF.29.1530,232,65,33,16,0.552,0.547
LmjF.29.1540,1397,136,43,29,0.595,0.513
LmjF.29.1550,580,65,21,16,0.579,0.521
LmjF.29.1560,839,54,15,12,0.541,0.591
LmjF.29.1570,1324,30,5,4,0.551,0.6
LmjF.29.1575,253,114,31,21,0.553,0.696
LmjF.29.1580,812,38,8,5,0.568,0.493
LmjF.29.1585,109,23,14,3,0.569,0.523
LmjF.29.1590,655,47,8,6,0.513,0.463
LmjF.29.1600,1290,58,25,5,0.547,0.529
LmjF.29.1605,418,2,1,1,0.577,0.395
LmjF.29.1610,325,205,141,47,0.575,0.628
LmjF.29.1620,276,35,12,6,0.605,0.442
LmjF.29.1630,203,56,10,9,0.542,0.64
LmjF.29.1640,1915,92,11,10,0.572,0.566
LmjF.29.1650,659,144,21,14,0.584,0.517
LmjF.29.1660,1450,94,14,7,0.582,0.523
LmjF.29.1690,2617,155,53,27,0.595,0.533
LmjF.29.1700,608,66,25,8,0.556,0.531
LmjF.29.1710,440,22,9,2,0.566,0.666
LmjF.29.1720,293,1448,1309,37,0.59,0.594
LmjF.29.1730,296,894,294,135,0.578,0.591
LmjF.29.1740,216,3498,3450,15,0.56,0.579
LmjF.29.1750,1435,164,44,41,0.521,0.537
LmjF.29.1760,1399,625,184,134,0.57,0.617
LmjF.29.1770,1397,630,184,134,0.57,0.616
LmjF.29.1780,729,47,13,8,0.593,0.503
LmjF.29.1790,240,63,21,20,0.529,0.592
LmjF.29.1800,274,628,311,227,0.536,0.566
LmjF.29.1810,250,119,49,17,0.508,0.624
LmjF.29.1820,152,34,11,6,0.428,0.533
LmjF.29.1830,138,42,33,3,0.428,0.543
LmjF.29.1840,95,5,2,2,0.505,0.474
LmjF.29.1850,223,57,29,9,0.614,0.578
LmjF.29.1860,182,30,10,10,0.555,0.451
LmjF.29.1870,53,87,21,16,0.472,0.321
LmjF.29.1880,813,28,10,8,0.626,0.501
LmjF.29.1890,1093,56,10,9,0.554,0.586
LmjF.29.1900,297,39,17,11,0.562,0.559
LmjF.29.1910,320,58,14,11,0.588,0.562
LmjF.29.1920,420,28,14,3,0.54,0.512
LmjF.29.1930,189,25,6,5,0.556,0.614
LmjF.29.1940,96,44,26,8,0.573,0.573
LmjF.29.1950,2517,77,9,8,0.578,0.534
LmjF.29.1960,2358,87,11,9,0.57,0.577
LmjF.29.1970,776,21,7,2,0.625,0.478
LmjF.29.1980,124,29,20,6,0.605,0.355
LmjF.29.1990,985,43,7,5,0.581,0.599
LmjF.29.1995,136,19,7,5,0.529,0.647
LmjF.29.2000,79,19,9,9,0.658,0.443
LmjF.29.2010,144,33,11,9,0.59,0.5
LmjF.29.2020,1526,37,8,6,0.574,0.556
LmjF.29.2030,128,55,41,5,0.523,0.664
LmjF.29.2040,311,27,9,6,0.54,0.495
LmjF.29.2050,4002,81,11,8,0.59,0.534
LmjF.29.2060,367,45,13,12,0.553,0.501
LmjF.29.2070,482,28,10,4,0.541,0.552
LmjF.29.2080,408,31,19,3,0.586,0.551
LmjF.29.2090,283,21,9,2,0.576,0.406
LmjF.29.2100,2207,72,25,7,0.573,0.536
LmjF.29.2110,349,173,36,19,0.513,0.59
LmjF.29.2120,1758,50,5,4,0.586,0.473
LmjF.29.2130,1367,44,10,9,0.594,0.5
LmjF.29.2140,181,77,23,7,0.63,0.414
LmjF.29.2150,759,58,32,8,0.589,0.448
LmjF.29.2160,1374,166,42,36,0.559,0.56
LmjF.29.2170,141,19,8,8,0.511,0.56
LmjF.29.2180,488,27,13,10,0.555,0.578
LmjF.29.2190,938,110,27,11,0.549,0.472
LmjF.29.2200,1987,65,10,9,0.528,0.541
LmjF.29.2210,495,59,16,13,0.545,0.525
LmjF.29.2220,2341,25,6,5,0.592,0.514
LmjF.29.2230,739,36,17,8,0.635,0.461
LmjF.29.2240,1525,95,19,15,0.607,0.51
LmjF.29.2250,1996,101,16,15,0.633,0.517
LmjF.29.2260,311,45,11,9,0.563,0.45
LmjF.29.2270,1993,44,12,5,0.561,0.569
LmjF.29.2280,833,133,77,11,0.533,0.516
LmjF.29.2290,5069,20,4,3,0.518,0.598
LmjF.29.2300,596,62,13,6,0.552,0.592
LmjF.29.2310,778,73,16,10,0.482,0.572
LmjF.29.2320,1830,117,18,13,0.479,0.617
LmjF.29.2330,146,40,18,7,0.486,0.63
LmjF.29.2340,107,56,40,5,0.449,0.402
LmjF.29.2350,60,64,23,8,0.483,0.65
LmjF.29.2360,499,99,37,18,0.455,0.571
LmjF.29.2370,73,1523,1037,207,0.329,0.575
LmjF.29.2380,564,63,15,11,0.512,0.548
LmjF.29.2390,3745,116,23,14,0.537,0.603
LmjF.29.2400,1443,156,106,9,0.515,0.615
LmjF.29.2410,1561,43,13,9,0.596,0.507
LmjF.29.2420,401,44,9,7,0.509,0.574
LmjF.29.2430,318,62,14,9,0.528,0.547
LmjF.29.2440,4541,101,22,20,0.536,0.594
LmjF.29.2450,2226,150,24,19,0.606,0.532
LmjF.29.2460,363,1738,1176,158,0.543,0.562
LmjF.29.2470,229,1674,829,422,0.502,0.659
LmjF.29.2480,859,44,16,10,0.562,0.615
LmjF.29.2490,1107,129,63,32,0.538,0.618
LmjF.29.2500,2446,59,20,6,0.583,0.561
LmjF.29.2510,2672,657,443,33,0.554,0.549
LmjF.29.2520,322,64,30,11,0.584,0.519
LmjF.29.2530,2102,68,19,12,0.584,0.458
LmjF.29.2540,1293,54,13,5,0.585,0.482
LmjF.29.2550,759,48,31,5,0.577,0.555
LmjF.29.2560,1763,151,30,25,0.547,0.605
LmjF.29.2570,2485,261,48,25,0.517,0.552
LmjF.29.2580,1389,70,35,14,0.592,0.521
LmjF.29.2590,439,10,5,1,0.624,0.492
LmjF.29.2600,258,132,71,20,0.624,0.558
LmjF.29.2610,185,25,11,11,0.595,0.535
LmjF.29.2620,411,35,28,3,0.594,0.535
LmjF.29.2630,1448,68,25,19,0.594,0.495
LmjF.29.2640,459,64,36,13,0.593,0.571
LmjF.29.2650,427,44,10,7,0.602,0.571
LmjF.29.2660,672,62,16,4,0.597,0.612
LmjF.29.2670,2211,180,99,22,0.61,0.552
LmjF.29.2680,296,32,15,2,0.564,0.436
LmjF.29.2690,671,54,17,15,0.596,0.541
LmjF.29.2700,150,23,14,5,0.567,0.58
LmjF.29.2710,139,109,97,6,0.504,0.619
LmjF.29.2720,1956,335,240,22,0.655,0.507
LmjF.29.2730,481,84,45,13,0.545,0.628
LmjF.29.2740,237,38,13,5,0.586,0.565
LmjF.29.2750,244,64,22,9,0.566,0.549
LmjF.29.2760,266,153,37,30,0.466,0.647
LmjF.29.2770,195,48,10,8,0.585,0.6
LmjF.29.2780,373,204,36,28,0.574,0.509
LmjF.29.2790,2680,64,18,7,0.613,0.516
LmjF.29.2800,2162,61,22,11,0.641,0.5
LmjF.29.2810,255,48,39,3,0.561,0.627
LmjF.29.2820,243,64,19,9,0.531,0.658
LmjF.29.2830,3438,1184,266,211,0.473,0.614
LmjF.29.2840,102,18,8,4,0.441,0.647
LmjF.29.2850,59,42,34,3,0.627,0.492
LmjF.29.2860,85,1831,528,519,0.4,0.647
LmjF.29.2870,64,111,30,26,0.531,0.484
LmjF.29.2880,1339,58,15,8,0.545,0.573
LmjF.29_5532,NA,0,NA,NA,NA,NA
LmjF.29_5533,2094,80,32,6,0.557,0.565
LmjF.29_5578,766,89,29,20,0.572,0.594
LmjF.29_5587,452,27,4,4,0.593,0.447
LmjF.29_5596,1548,120,15,14,0.455,0.568
LmjF.29_5613,1925,477,287,42,0.612,0.484
LmjF.29_5644,32,315,95,57,0.469,0.281
LmjF.29_5649,342,48,22,4,0.55,0.602
LmjF.29_5717,14,5,2,1,0.357,0.429
LmjF.29_5734,165,89,79,3,0.285,0.376
LmjF.29_5734.5,1140,6,1,1,0.529,0.609
LmjF.29_5796,877,46,20,8,0.576,0.526
LmjF.29_5797,212,393,150,110,0.542,0.557
LmjF.29.ncRNA1,NA,0,NA,NA,NA,NA
LmjF.29.ncRNA2,NA,0,NA,NA,NA,NA
LmjF.30.0010,274,41,9,6,0.591,0.617
LmjF.30.0020,185,62,47,11,0.546,0.595
LmjF.30.0030,437,33,11,6,0.558,0.471
LmjF.30.0040,488,52,20,15,0.576,0.545
LmjF.30.0050,330,61,26,8,0.527,0.521
LmjF.30.0060,110,32,16,3,0.545,0.445
LmjF.30.0070,292,26,15,3,0.579,0.527
LmjF.30.0080,522,7,3,1,0.575,0.473
LmjF.30.0090,1282,152,27,21,0.598,0.5
LmjF.30.0100,255,75,43,6,0.576,0.541
LmjF.30.0110,311,59,19,7,0.627,0.527
LmjF.30.0120,1907,63,32,7,0.6,0.537
LmjF.30.0130,193,22,10,7,0.596,0.487
LmjF.30.0140,551,33,14,3,0.608,0.55
LmjF.30.0150,490,40,13,10,0.561,0.508
LmjF.30.0170,936,37,14,3,0.618,0.588
LmjF.30.0180,282,72,22,22,0.592,0.5
LmjF.30.0190,649,36,15,6,0.627,0.493
LmjF.30.0200,292,29,15,6,0.623,0.497
LmjF.30.0205,370,90,64,12,0.6,0.568
LmjF.30.0210,314,72,52,3,0.567,0.484
LmjF.30.0220,683,28,10,4,0.63,0.512
LmjF.30.0230,997,30,9,7,0.584,0.575
LmjF.30.0240,507,39,21,10,0.574,0.58
