name,Cmax,pos,Ymax,pos,Smax,pos,Smean,D,?,Dmaxcut,Networks-used
LmjF.29.1860:mRNA-p1,0.167,46,0.131,46,0.162,45,0.100,0.114,N,0.450,SignalP-noTM
LmjF.29.1870:mRNA-p1,0.113,54,0.105,21,0.130,31,0.103,0.104,N,0.450,SignalP-noTM
LmjF.29.1880:mRNA-p1,0.239,31,0.216,31,0.547,1,0.234,0.226,N,0.450,SignalP-noTM
LmjF.29.1890:mRNA-p1,0.222,21,0.269,16,0.554,1,0.283,0.277,N,0.450,SignalP-noTM
LmjF.29.1900:mRNA-p1,0.174,30,0.165,30,0.245,1,0.170,0.168,N,0.450,SignalP-noTM
LmjF.29.1910:mRNA-p1,0.466,29,0.388,29,0.597,25,0.327,0.355,N,0.450,SignalP-noTM
LmjF.29.1920:mRNA-p1,0.109,16,0.110,13,0.124,18,0.108,0.109,N,0.450,SignalP-noTM
LmjF.29.1930:mRNA-p1,0.177,16,0.180,16,0.238,23,0.169,0.174,N,0.450,SignalP-noTM
LmjF.29.1940:mRNA-p1,0.192,31,0.272,28,0.737,5,0.438,0.361,N,0.450,SignalP-noTM
LmjF.29.1950:mRNA-p1,0.117,58,0.121,17,0.171,13,0.136,0.129,N,0.450,SignalP-noTM
LmjF.29.1960:mRNA-p1,0.124,41,0.108,41,0.114,43,0.094,0.100,N,0.450,SignalP-noTM
LmjF.29.1970:mRNA-p1,0.121,59,0.111,59,0.141,13,0.102,0.106,N,0.450,SignalP-noTM
LmjF.29.1980:mRNA-p1,0.112,30,0.141,11,0.228,50,0.163,0.153,N,0.450,SignalP-noTM
LmjF.29.1990:mRNA-p1,0.111,26,0.118,11,0.158,1,0.109,0.113,N,0.450,SignalP-noTM
LmjF.29.1995:mRNA-p1,0.176,34,0.176,11,0.419,3,0.270,0.227,N,0.450,SignalP-noTM
LmjF.29.2000:mRNA-p1,0.120,20,0.112,20,0.128,2,0.103,0.107,N,0.450,SignalP-noTM
LmjF.29.2010:mRNA-p1,0.111,47,0.107,11,0.128,2,0.108,0.108,N,0.450,SignalP-noTM
LmjF.29.2020:mRNA-p1,0.112,24,0.107,24,0.109,18,0.102,0.104,N,0.450,SignalP-noTM
LmjF.29.2030:mRNA-p1,0.332,59,0.361,20,0.798,17,0.507,0.440,N,0.450,SignalP-noTM
LmjF.29.2040:mRNA-p1,0.141,25,0.115,25,0.119,33,0.094,0.104,N,0.450,SignalP-noTM
LmjF.29.2050:mRNA-p1,0.200,23,0.144,23,0.118,12,0.104,0.123,N,0.450,SignalP-noTM
LmjF.29.2060:mRNA-p1,0.197,25,0.161,25,0.221,15,0.132,0.145,N,0.450,SignalP-noTM
LmjF.29.2070:mRNA-p1,0.158,15,0.279,15,0.566,1,0.452,0.373,N,0.450,SignalP-noTM
LmjF.29.2080:mRNA-p1,0.204,31,0.218,15,0.549,4,0.409,0.294,N,0.500,SignalP-TM
LmjF.29.2090:mRNA-p1,0.131,37,0.128,37,0.175,46,0.123,0.126,N,0.450,SignalP-noTM
LmjF.29.2100:mRNA-p1,0.146,17,0.231,17,0.596,1,0.278,0.257,N,0.450,SignalP-noTM
LmjF.29.2110:mRNA-p1,0.366,46,0.540,46,0.983,32,0.698,0.626,Y,0.450,SignalP-noTM
LmjF.29.2120:mRNA-p1,0.107,65,0.126,59,0.186,46,0.113,0.120,N,0.500,SignalP-TM
LmjF.29.2130:mRNA-p1,0.491,45,0.449,45,0.562,35,0.338,0.405,N,0.500,SignalP-TM
LmjF.29.2140:mRNA-p1,0.250,21,0.348,21,0.585,10,0.469,0.397,N,0.500,SignalP-TM
LmjF.29.2150:mRNA-p1,0.112,26,0.109,52,0.120,41,0.104,0.106,N,0.450,SignalP-noTM
LmjF.29.2160:mRNA-p1,0.175,28,0.165,28,0.325,3,0.175,0.170,N,0.450,SignalP-noTM
LmjF.29.2170:mRNA-p1,0.167,26,0.130,26,0.167,43,0.101,0.114,N,0.450,SignalP-noTM
LmjF.29.2180:mRNA-p1,0.164,39,0.249,27,0.601,10,0.424,0.343,N,0.450,SignalP-noTM
LmjF.29.2190:mRNA-p1,0.478,33,0.639,33,0.954,10,0.870,0.764,Y,0.450,SignalP-noTM
LmjF.29.2200:mRNA-p1,0.142,17,0.131,17,0.135,16,0.120,0.125,N,0.450,SignalP-noTM
LmjF.29.2210:mRNA-p1,0.142,62,0.116,62,0.116,3,0.096,0.105,N,0.450,SignalP-noTM
LmjF.29.2220:mRNA-p1,0.132,47,0.114,47,0.123,44,0.098,0.105,N,0.450,SignalP-noTM
LmjF.29.2230:mRNA-p1,0.132,46,0.155,24,0.307,6,0.213,0.186,N,0.450,SignalP-noTM
LmjF.29.2240:mRNA-p1,0.127,37,0.119,37,0.177,33,0.104,0.111,N,0.450,SignalP-noTM
LmjF.29.2250:mRNA-p1,0.114,41,0.106,60,0.129,40,0.100,0.103,N,0.450,SignalP-noTM
LmjF.29.2260:mRNA-p1,0.110,52,0.103,52,0.110,30,0.095,0.099,N,0.450,SignalP-noTM
LmjF.29.2270:mRNA-p1,0.155,45,0.168,15,0.421,2,0.199,0.180,N,0.500,SignalP-TM
LmjF.29.2280:mRNA-p1,0.223,19,0.253,19,0.551,2,0.325,0.282,N,0.500,SignalP-TM
LmjF.29.2290:mRNA-p1,0.124,32,0.109,32,0.134,28,0.100,0.104,N,0.450,SignalP-noTM
LmjF.29.2300:mRNA-p1,0.112,31,0.121,11,0.150,3,0.130,0.126,N,0.450,SignalP-noTM
LmjF.29.2310:mRNA-p1,0.222,27,0.193,27,0.255,9,0.174,0.183,N,0.450,SignalP-noTM
LmjF.29.2320:mRNA-p1,0.127,24,0.120,24,0.136,1,0.114,0.116,N,0.450,SignalP-noTM
LmjF.29.2330:mRNA-p1,0.262,30,0.169,30,0.377,44,0.119,0.142,N,0.450,SignalP-noTM
LmjF.29.2340:mRNA-p1,0.107,49,0.105,37,0.112,20,0.099,0.102,N,0.450,SignalP-noTM
LmjF.29.2350:mRNA-p1,0.245,18,0.317,18,0.483,1,0.391,0.357,N,0.450,SignalP-noTM
LmjF.29.2360:mRNA-p1,0.109,38,0.108,12,0.122,29,0.108,0.108,N,0.450,SignalP-noTM
LmjF.29.2370:mRNA-p1,0.109,31,0.105,42,0.111,24,0.099,0.102,N,0.450,SignalP-noTM
LmjF.29.2380:mRNA-p1,0.114,24,0.119,11,0.164,1,0.111,0.115,N,0.450,SignalP-noTM
LmjF.29.2390:mRNA-p1,0.111,57,0.106,57,0.112,1,0.097,0.101,N,0.450,SignalP-noTM
LmjF.29.2400:mRNA-p1,0.108,34,0.110,34,0.129,20,0.106,0.108,N,0.450,SignalP-noTM
LmjF.29.2410:mRNA-p1,0.151,45,0.180,45,0.292,40,0.168,0.175,N,0.500,SignalP-TM
LmjF.29.2420:mRNA-p1,0.119,20,0.121,20,0.173,43,0.124,0.123,N,0.450,SignalP-noTM
LmjF.29.2430:mRNA-p1,0.110,18,0.139,11,0.217,1,0.167,0.154,N,0.450,SignalP-noTM
LmjF.29.2440:mRNA-p1,0.121,56,0.110,68,0.131,55,0.102,0.106,N,0.450,SignalP-noTM
LmjF.29.2450:mRNA-p1,0.137,31,0.123,12,0.181,3,0.137,0.130,N,0.450,SignalP-noTM
LmjF.29.2460:mRNA-p1,0.114,59,0.109,31,0.172,13,0.109,0.109,N,0.450,SignalP-noTM
LmjF.29.2470:mRNA-p1,0.114,59,0.109,31,0.172,13,0.109,0.109,N,0.450,SignalP-noTM
LmjF.29.2480:mRNA-p1,0.112,29,0.111,29,0.123,22,0.108,0.109,N,0.450,SignalP-noTM
LmjF.29.2490:mRNA-p1,0.262,40,0.190,40,0.261,2,0.172,0.180,N,0.450,SignalP-noTM
LmjF.29.2500:mRNA-p1,0.112,19,0.108,36,0.122,51,0.106,0.107,N,0.450,SignalP-noTM
LmjF.29.2510:mRNA-p1,0.130,25,0.117,25,0.138,5,0.106,0.111,N,0.450,SignalP-noTM
LmjF.29.2520:mRNA-p1,0.118,49,0.111,49,0.146,48,0.106,0.108,N,0.450,SignalP-noTM
LmjF.29.2530:mRNA-p1,0.109,51,0.109,11,0.201,28,0.104,0.106,N,0.450,SignalP-noTM
LmjF.29.2540:mRNA-p1,0.111,16,0.116,16,0.136,3,0.118,0.117,N,0.450,SignalP-noTM
LmjF.29.2550:mRNA-p1,0.212,16,0.158,16,0.158,15,0.119,0.137,N,0.450,SignalP-noTM
LmjF.29.2560:mRNA-p1,0.135,20,0.110,39,0.120,27,0.099,0.104,N,0.450,SignalP-noTM
LmjF.29.2570:mRNA-p1,0.110,70,0.108,70,0.114,55,0.098,0.103,N,0.450,SignalP-noTM
LmjF.29.2580:mRNA-p1,0.111,51,0.137,11,0.201,1,0.154,0.146,N,0.450,SignalP-noTM
LmjF.29.2590:mRNA-p1,0.130,54,0.114,54,0.116,8,0.100,0.107,N,0.450,SignalP-noTM
LmjF.29.2600:mRNA-p1,0.143,36,0.130,36,0.171,20,0.120,0.125,N,0.450,SignalP-noTM
LmjF.29.2610:mRNA-p1,0.109,66,0.108,40,0.128,23,0.102,0.104,N,0.450,SignalP-noTM
LmjF.29.2620:mRNA-p1,0.159,42,0.142,42,0.220,41,0.136,0.139,N,0.500,SignalP-TM
LmjF.29.2630:mRNA-p1,0.297,26,0.333,26,0.640,12,0.417,0.367,N,0.500,SignalP-TM
LmjF.29.2640:mRNA-p1,0.109,44,0.105,68,0.118,24,0.097,0.101,N,0.450,SignalP-noTM
LmjF.29.2650:mRNA-p1,0.109,70,0.106,14,0.129,28,0.106,0.106,N,0.450,SignalP-noTM
LmjF.29.2660:mRNA-p1,0.204,68,0.154,68,0.137,22,0.108,0.129,N,0.450,SignalP-noTM
LmjF.29.2670:mRNA-p1,0.110,47,0.113,12,0.131,1,0.110,0.111,N,0.450,SignalP-noTM
LmjF.29.2680:mRNA-p1,0.121,66,0.118,66,0.168,13,0.117,0.118,N,0.450,SignalP-noTM
LmjF.29.2690:mRNA-p1,0.116,43,0.108,25,0.135,12,0.104,0.106,N,0.450,SignalP-noTM
LmjF.29.2700:mRNA-p1,0.146,31,0.167,11,0.420,2,0.273,0.224,N,0.450,SignalP-noTM
LmjF.29.2710:mRNA-p1,0.131,32,0.120,12,0.156,3,0.123,0.121,N,0.450,SignalP-noTM
LmjF.29.2720:mRNA-p1,0.108,25,0.107,22,0.125,12,0.107,0.107,N,0.450,SignalP-noTM
LmjF.29.2730:mRNA-p1,0.118,34,0.116,11,0.139,1,0.111,0.113,N,0.450,SignalP-noTM
LmjF.29.2740:mRNA-p1,0.111,36,0.105,47,0.114,12,0.098,0.101,N,0.450,SignalP-noTM
LmjF.29.2750:mRNA-p1,0.132,15,0.149,15,0.240,12,0.169,0.157,N,0.500,SignalP-TM
LmjF.29.2760:mRNA-p1,0.110,25,0.109,37,0.118,24,0.104,0.106,N,0.450,SignalP-noTM
LmjF.29.2770:mRNA-p1,0.168,39,0.181,39,0.350,33,0.216,0.200,N,0.450,SignalP-noTM
LmjF.29.2780:mRNA-p1,0.113,32,0.126,12,0.188,26,0.140,0.133,N,0.450,SignalP-noTM
LmjF.29.2790:mRNA-p1,0.107,67,0.149,55,0.252,43,0.152,0.150,N,0.500,SignalP-TM
LmjF.29.2800:mRNA-p1,0.144,30,0.135,30,0.229,4,0.138,0.136,N,0.450,SignalP-noTM
LmjF.29.2810:mRNA-p1,0.146,27,0.129,27,0.150,34,0.114,0.121,N,0.450,SignalP-noTM
LmjF.29.2820:mRNA-p1,0.108,27,0.106,27,0.131,44,0.104,0.105,N,0.450,SignalP-noTM
LmjF.29.2830:mRNA-p1,0.108,59,0.104,59,0.113,19,0.098,0.101,N,0.450,SignalP-noTM
LmjF.29.2840:mRNA-p1,0.174,34,0.152,34,0.275,6,0.152,0.152,N,0.450,SignalP-noTM
LmjF.29.2850:mRNA-p1,0.124,44,0.122,44,0.202,40,0.124,0.123,N,0.450,SignalP-noTM
LmjF.29.2860:mRNA-p1,0.129,25,0.121,25,0.204,31,0.114,0.117,N,0.450,SignalP-noTM
LmjF.29.2870:mRNA-p1,0.152,22,0.318,22,0.795,3,0.663,0.505,Y,0.450,SignalP-noTM
LmjF.29.2880:mRNA-p1,0.163,50,0.150,12,0.260,1,0.167,0.159,N,0.450,SignalP-noTM
LmjF.30.0010:mRNA-p1,0.120,51,0.185,12,0.461,11,0.343,0.249,N,0.500,SignalP-TM
LmjF.30.0020:mRNA-p1,0.109,34,0.107,34,0.119,23,0.104,0.105,N,0.450,SignalP-noTM
LmjF.30.0030:mRNA-p1,0.113,46,0.122,11,0.169,1,0.120,0.121,N,0.450,SignalP-noTM
LmjF.30.0040:mRNA-p1,0.510,32,0.430,32,0.503,30,0.375,0.408,N,0.500,SignalP-TM
LmjF.30.0050:mRNA-p1,0.130,31,0.118,12,0.171,2,0.130,0.125,N,0.450,SignalP-noTM
LmjF.30.0060:mRNA-p1,0.111,21,0.120,21,0.171,14,0.130,0.125,N,0.450,SignalP-noTM
LmjF.30.0070:mRNA-p1,0.131,34,0.137,11,0.195,1,0.148,0.143,N,0.450,SignalP-noTM
LmjF.30.0080:mRNA-p1,0.149,26,0.133,26,0.149,7,0.119,0.126,N,0.450,SignalP-noTM
LmjF.30.0090:mRNA-p1,0.110,30,0.110,45,0.141,6,0.107,0.109,N,0.450,SignalP-noTM
LmjF.30.0100.1:mRNA-p1,0.136,24,0.198,24,0.505,3,0.288,0.247,N,0.450,SignalP-noTM
LmjF.30.0100.2:mRNA-p1,0.147,41,0.124,41,0.185,48,0.100,0.111,N,0.450,SignalP-noTM
LmjF.30.0110:mRNA-p1,0.239,35,0.209,35,0.280,31,0.163,0.184,N,0.450,SignalP-noTM
LmjF.30.0120:mRNA-p1,0.126,46,0.115,46,0.118,34,0.099,0.106,N,0.450,SignalP-noTM
LmjF.30.0130:mRNA-p1,0.186,15,0.198,15,0.244,1,0.191,0.194,N,0.450,SignalP-noTM
LmjF.30.0140:mRNA-p1,0.113,37,0.103,37,0.116,55,0.096,0.100,N,0.450,SignalP-noTM
LmjF.30.0150:mRNA-p1,0.113,26,0.105,26,0.119,22,0.099,0.102,N,0.450,SignalP-noTM
LmjF.30.0170:mRNA-p1,0.255,24,0.222,24,0.288,15,0.194,0.207,N,0.450,SignalP-noTM
LmjF.30.0180:mRNA-p1,0.137,17,0.166,17,0.338,16,0.191,0.179,N,0.450,SignalP-noTM
LmjF.30.0190:pseudogenic_transcript-p1,0.128,25,0.146,11,0.273,9,0.210,0.180,N,0.450,SignalP-noTM
LmjF.30.0200:mRNA-p1,0.130,23,0.178,16,0.366,12,0.245,0.214,N,0.450,SignalP-noTM
LmjF.30.0205:mRNA-p1,0.118,24,0.170,11,0.413,2,0.261,0.206,N,0.500,SignalP-TM
LmjF.30.0210:mRNA-p1,0.140,21,0.131,21,0.171,20,0.118,0.124,N,0.450,SignalP-noTM
LmjF.30.0220:mRNA-p1,0.173,23,0.136,23,0.130,16,0.107,0.121,N,0.450,SignalP-noTM
LmjF.30.0230:mRNA-p1,0.106,54,0.104,41,0.107,31,0.090,0.098,N,0.500,SignalP-TM
LmjF.30.0240:mRNA-p1,0.111,10,0.114,11,0.132,13,0.110,0.112,N,0.450,SignalP-noTM
LmjF.30.0250:mRNA-p1,0.120,57,0.121,15,0.150,9,0.134,0.128,N,0.450,SignalP-noTM
LmjF.30.0260:mRNA-p1,0.117,28,0.175,11,0.493,3,0.339,0.263,N,0.450,SignalP-noTM
LmjF.30.0270:mRNA-p1,0.244,18,0.222,18,0.245,4,0.201,0.211,N,0.450,SignalP-noTM
LmjF.30.0280:mRNA-p1,0.218,40,0.230,40,0.413,37,0.192,0.209,N,0.450,SignalP-noTM
LmjF.30.0290:mRNA-p1,0.552,28,0.729,28,0.986,19,0.961,0.854,Y,0.450,SignalP-noTM
LmjF.30.0300:mRNA-p1,0.152,20,0.212,20,0.451,1,0.271,0.244,N,0.450,SignalP-noTM
LmjF.30.0310:mRNA-p1,0.124,27,0.146,12,0.301,11,0.193,0.171,N,0.450,SignalP-noTM
LmjF.30.0320:mRNA-p1,0.187,24,0.318,24,0.875,5,0.646,0.449,N,0.500,SignalP-TM
LmjF.30.0330:mRNA-p1,0.193,20,0.145,20,0.135,13,0.108,0.125,N,0.450,SignalP-noTM
LmjF.30.0340:mRNA-p1,0.596,20,0.637,20,0.886,17,0.685,0.663,Y,0.450,SignalP-noTM
LmjF.30.0350:mRNA-p1,0.108,33,0.110,12,0.132,1,0.106,0.108,N,0.450,SignalP-noTM
LmjF.30.0360:mRNA-p1,0.487,38,0.310,38,0.461,11,0.283,0.299,N,0.500,SignalP-TM
LmjF.30.0370:mRNA-p1,0.114,53,0.113,11,0.133,1,0.103,0.108,N,0.450,SignalP-noTM
LmjF.30.0380.1:mRNA-p1,0.243,19,0.269,19,0.386,3,0.281,0.276,N,0.450,SignalP-noTM
LmjF.30.0380.2:mRNA-p1,0.122,12,0.126,12,0.176,10,0.138,0.132,N,0.450,SignalP-noTM
LmjF.30.0390:mRNA-p1,0.110,47,0.168,53,0.349,43,0.215,0.187,N,0.500,SignalP-TM
LmjF.30.0400:mRNA-p1,0.114,19,0.123,12,0.169,2,0.138,0.131,N,0.450,SignalP-noTM
LmjF.30.0405:mRNA-p1,0.204,13,0.251,13,0.352,1,0.272,0.263,N,0.450,SignalP-noTM
LmjF.30.0410:mRNA-p1,0.122,32,0.126,11,0.160,6,0.145,0.136,N,0.450,SignalP-noTM
LmjF.30.0420:mRNA-p1,0.128,24,0.125,24,0.140,16,0.122,0.124,N,0.450,SignalP-noTM
LmjF.30.0430:mRNA-p1,0.647,28,0.758,28,0.979,7,0.897,0.833,Y,0.450,SignalP-noTM
LmjF.30.0440:mRNA-p1,0.286,28,0.345,28,0.625,13,0.431,0.391,N,0.450,SignalP-noTM
LmjF.30.0450:mRNA-p1,0.141,27,0.120,27,0.160,25,0.103,0.111,N,0.450,SignalP-noTM
LmjF.30.0460:mRNA-p1,0.111,28,0.109,44,0.139,26,0.104,0.106,N,0.450,SignalP-noTM
LmjF.30.0470:mRNA-p1,0.161,37,0.215,11,0.639,5,0.445,0.339,N,0.450,SignalP-noTM
LmjF.30.0480:mRNA-p1,0.110,31,0.105,53,0.117,9,0.102,0.103,N,0.450,SignalP-noTM
LmjF.30.0490:mRNA-p1,0.110,65,0.113,11,0.140,3,0.121,0.117,N,0.450,SignalP-noTM
LmjF.30.0495:mRNA-p1,0.135,27,0.155,11,0.301,1,0.175,0.166,N,0.450,SignalP-noTM
LmjF.30.0500:mRNA-p1,0.123,18,0.116,18,0.125,1,0.105,0.110,N,0.450,SignalP-noTM
LmjF.30.0510:mRNA-p1,0.111,64,0.109,64,0.117,55,0.099,0.103,N,0.450,SignalP-noTM
LmjF.30.0520:mRNA-p1,0.162,23,0.130,23,0.161,24,0.105,0.117,N,0.450,SignalP-noTM
LmjF.30.0530:mRNA-p1,0.405,24,0.600,24,0.995,9,0.892,0.758,Y,0.450,SignalP-noTM
LmjF.30.0540:mRNA-p1,0.111,23,0.107,11,0.118,1,0.103,0.105,N,0.450,SignalP-noTM
LmjF.30.0550:mRNA-p1,0.218,19,0.226,19,0.610,1,0.291,0.252,N,0.500,SignalP-TM
LmjF.30.0560:mRNA-p1,0.125,36,0.109,36,0.112,64,0.092,0.100,N,0.450,SignalP-noTM
LmjF.30.0570:mRNA-p1,0.138,41,0.118,41,0.138,12,0.105,0.111,N,0.450,SignalP-noTM
LmjF.30.0580:mRNA-p1,0.212,17,0.345,17,0.747,12,0.589,0.477,Y,0.450,SignalP-noTM
LmjF.30.0590:mRNA-p1,0.203,33,0.147,33,0.162,31,0.106,0.125,N,0.450,SignalP-noTM
LmjF.30.0600:mRNA-p1,0.110,57,0.118,12,0.151,1,0.104,0.111,N,0.450,SignalP-noTM
LmjF.30.0610:mRNA-p1,0.108,39,0.104,39,0.112,55,0.097,0.100,N,0.450,SignalP-noTM
LmjF.30.0620:mRNA-p1,0.145,19,0.142,19,0.185,8,0.138,0.140,N,0.450,SignalP-noTM
LmjF.30.0630:mRNA-p1,0.127,24,0.120,24,0.192,22,0.115,0.118,N,0.450,SignalP-noTM
LmjF.30.0640:mRNA-p1,0.163,39,0.163,23,0.273,12,0.177,0.171,N,0.450,SignalP-noTM
LmjF.30.0650:mRNA-p1,0.112,52,0.108,11,0.127,3,0.110,0.109,N,0.450,SignalP-noTM
LmjF.30.0660:mRNA-p1,0.108,42,0.107,67,0.117,57,0.099,0.103,N,0.450,SignalP-noTM
LmjF.30.0670:mRNA-p1,0.109,38,0.109,38,0.126,25,0.102,0.105,N,0.450,SignalP-noTM
LmjF.30.0680:mRNA-p1,0.109,38,0.109,38,0.126,25,0.102,0.105,N,0.450,SignalP-noTM
LmjF.30.0690:mRNA-p1,0.109,38,0.109,38,0.126,25,0.102,0.105,N,0.450,SignalP-noTM
LmjF.30.0700:mRNA-p1,0.130,49,0.117,12,0.140,2,0.122,0.120,N,0.450,SignalP-noTM
LmjF.30.0705.1:mRNA-p1,0.131,21,0.115,21,0.137,45,0.101,0.107,N,0.450,SignalP-noTM
LmjF.30.0705.2:mRNA-p1,0.133,17,0.150,17,0.243,2,0.153,0.152,N,0.450,SignalP-noTM
LmjF.30.0710:mRNA-p1,0.171,18,0.162,18,0.248,13,0.162,0.162,N,0.450,SignalP-noTM
LmjF.30.0720:mRNA-p1,0.245,30,0.228,30,0.446,1,0.243,0.236,N,0.450,SignalP-noTM
LmjF.30.0730:mRNA-p1,0.157,30,0.218,17,0.502,9,0.415,0.324,N,0.450,SignalP-noTM
LmjF.30.0735:mRNA-p1,0.166,21,0.192,21,0.295,11,0.223,0.209,N,0.450,SignalP-noTM
LmjF.30.0740:mRNA-p1,0.217,22,0.206,22,0.305,19,0.195,0.200,N,0.450,SignalP-noTM
LmjF.30.0745:mRNA-p1,0.112,31,0.127,12,0.171,28,0.145,0.136,N,0.450,SignalP-noTM
LmjF.30.0750:mRNA-p1,0.186,47,0.142,47,0.134,42,0.106,0.122,N,0.450,SignalP-noTM
LmjF.30.0760:mRNA-p1,0.109,36,0.104,62,0.114,2,0.098,0.101,N,0.450,SignalP-noTM
LmjF.30.0770:mRNA-p1,0.123,39,0.109,39,0.113,64,0.098,0.103,N,0.450,SignalP-noTM
LmjF.30.0780:mRNA-p1,0.165,18,0.196,18,0.371,5,0.246,0.223,N,0.450,SignalP-noTM
LmjF.30.0790:mRNA-p1,0.122,24,0.150,24,0.322,15,0.185,0.169,N,0.450,SignalP-noTM
LmjF.30.0800:mRNA-p1,0.108,70,0.107,70,0.118,24,0.101,0.104,N,0.450,SignalP-noTM
LmjF.30.0805:mRNA-p1,0.856,27,0.902,27,0.969,18,0.937,0.921,Y,0.450,SignalP-noTM
LmjF.30.0808:mRNA-p1,0.135,22,0.166,11,0.345,3,0.275,0.209,N,0.500,SignalP-TM
LmjF.30.0810:mRNA-p1,0.111,68,0.104,68,0.106,29,0.098,0.101,N,0.450,SignalP-noTM
LmjF.30.0820:mRNA-p1,0.118,51,0.110,51,0.121,44,0.098,0.103,N,0.450,SignalP-noTM
LmjF.30.0830.1:mRNA-p1,0.133,21,0.146,21,0.243,14,0.154,0.150,N,0.450,SignalP-noTM
LmjF.30.0830.2:mRNA-p1,0.129,24,0.117,24,0.140,23,0.107,0.111,N,0.450,SignalP-noTM
LmjF.30.0840:mRNA-p1,0.109,40,0.138,12,0.221,1,0.135,0.136,N,0.450,SignalP-noTM
LmjF.30.0850:mRNA-p1,0.156,30,0.274,30,0.656,27,0.467,0.351,N,0.500,SignalP-TM
LmjF.30.0860:mRNA-p1,0.156,30,0.274,30,0.656,27,0.467,0.351,N,0.500,SignalP-TM
LmjF.30.0870:mRNA-p1,0.221,36,0.152,36,0.165,36,0.109,0.134,N,0.500,SignalP-TM
LmjF.30.0880:mRNA-p1,0.118,20,0.126,20,0.203,18,0.133,0.130,N,0.450,SignalP-noTM
LmjF.30.0890:mRNA-p1,0.109,56,0.101,56,0.105,54,0.092,0.096,N,0.450,SignalP-noTM
LmjF.30.0900:mRNA-p1,0.111,38,0.115,11,0.144,1,0.109,0.112,N,0.450,SignalP-noTM
LmjF.30.0910:mRNA-p1,0.111,48,0.113,55,0.143,51,0.106,0.109,N,0.450,SignalP-noTM
LmjF.30.0920:mRNA-p1,0.133,29,0.144,29,0.214,20,0.158,0.151,N,0.450,SignalP-noTM
LmjF.30.0930:mRNA-p1,0.166,26,0.143,26,0.170,8,0.128,0.135,N,0.450,SignalP-noTM
LmjF.30.0940:mRNA-p1,0.128,32,0.157,32,0.304,11,0.196,0.178,N,0.450,SignalP-noTM
LmjF.30.0950:mRNA-p1,0.111,68,0.112,37,0.134,30,0.109,0.110,N,0.450,SignalP-noTM
LmjF.30.0960:mRNA-p1,0.109,64,0.112,26,0.126,10,0.114,0.113,N,0.450,SignalP-noTM
LmjF.30.0970:mRNA-p1,0.133,22,0.229,22,0.536,5,0.394,0.318,N,0.450,SignalP-noTM
LmjF.30.0980:mRNA-p1,0.144,60,0.155,60,0.265,48,0.143,0.149,N,0.450,SignalP-noTM
LmjF.30.0990:mRNA-p1,0.252,39,0.223,39,0.509,38,0.168,0.193,N,0.450,SignalP-noTM
LmjF.30.1000:mRNA-p1,0.118,36,0.131,13,0.177,1,0.142,0.137,N,0.450,SignalP-noTM
LmjF.30.1010:mRNA-p1,0.185,17,0.185,17,0.213,3,0.182,0.183,N,0.450,SignalP-noTM
LmjF.30.1020:mRNA-p1,0.109,70,0.121,12,0.152,1,0.127,0.124,N,0.450,SignalP-noTM
LmjF.30.1030:mRNA-p1,0.128,22,0.165,22,0.282,2,0.214,0.191,N,0.450,SignalP-noTM
LmjF.30.1040:mRNA-p1,0.222,29,0.416,29,0.909,9,0.783,0.614,Y,0.450,SignalP-noTM
LmjF.30.1050:mRNA-p1,0.180,22,0.148,22,0.155,1,0.121,0.133,N,0.450,SignalP-noTM
LmjF.30.1060:mRNA-p1,0.113,11,0.104,60,0.110,52,0.096,0.099,N,0.450,SignalP-noTM
LmjF.30.1070:mRNA-p1,0.216,28,0.302,28,0.590,9,0.448,0.381,N,0.450,SignalP-noTM
LmjF.30.1080:mRNA-p1,0.222,26,0.365,18,0.893,11,0.802,0.540,Y,0.500,SignalP-TM
LmjF.30.1090:mRNA-p1,0.171,67,0.133,67,0.148,44,0.108,0.119,N,0.450,SignalP-noTM
LmjF.30.1100:mRNA-p1,0.216,46,0.165,46,0.206,40,0.118,0.140,N,0.450,SignalP-noTM
LmjF.30.1110:mRNA-p1,0.113,70,0.119,15,0.164,5,0.125,0.122,N,0.450,SignalP-noTM
LmjF.30.1120:mRNA-p1,0.114,47,0.106,47,0.114,7,0.100,0.103,N,0.450,SignalP-noTM
LmjF.30.1130:mRNA-p1,0.146,44,0.185,24,0.339,14,0.264,0.217,N,0.500,SignalP-TM
LmjF.30.1140:mRNA-p1,0.124,52,0.148,11,0.304,2,0.179,0.160,N,0.500,SignalP-TM
LmjF.30.1150:mRNA-p1,0.111,65,0.106,37,0.116,25,0.097,0.101,N,0.450,SignalP-noTM
LmjF.30.1160:mRNA-p1,0.150,31,0.140,18,0.178,1,0.145,0.143,N,0.450,SignalP-noTM
LmjF.30.1170:mRNA-p1,0.145,17,0.116,35,0.124,37,0.096,0.105,N,0.450,SignalP-noTM
LmjF.30.1180:mRNA-p1,0.200,53,0.159,53,0.264,11,0.144,0.153,N,0.500,SignalP-TM
LmjF.30.1190:mRNA-p1,0.116,48,0.164,11,0.315,1,0.180,0.173,N,0.450,SignalP-noTM
LmjF.30.1200:mRNA-p1,0.120,20,0.108,20,0.116,31,0.098,0.103,N,0.450,SignalP-noTM
LmjF.30.1205:mRNA-p1,0.132,54,0.113,13,0.130,10,0.117,0.115,N,0.450,SignalP-noTM
