name,length,num_reads,num_reads_primary,num_reads_secondary,gc,ct
LmjF.24.1200,129,2281,2225,11,0.589,0.504
LmjF.24.1210,177,3229,3046,124,0.61,0.661
LmjF.24.1220,1516,3368,3116,109,0.559,0.518
LmjF.24.1230,351,1174,878,114,0.567,0.496
LmjF.24.1240,220,1387,1086,171,0.614,0.455
LmjF.24.1250,143,4769,4448,156,0.524,0.657
LmjF.24.1260,548,3147,2439,375,0.524,0.721
LmjF.24.1270,202,3463,3315,75,0.569,0.668
LmjF.24.1280,182,31226,28276,2097,0.571,0.659
LmjF.24.1290,801,14,7,2,0.599,0.499
LmjF.24.1300,632,818,745,16,0.593,0.508
LmjF.24.1310,17,3417,3262,139,0.529,0.235
LmjF.24.1315,NA,0,NA,NA,NA,NA
LmjF.24.1320,285,2102,1866,145,0.505,0.484
LmjF.24.1330,58,3341,2629,585,0.5,0.517
LmjF.24.1340,15,916,820,80,0.4,0.533
LmjF.24.1350,53,635,583,32,0.547,0.566
LmjF.24.1360,491,1022,468,267,0.479,0.609
LmjF.24.1370,143,261,205,28,0.643,0.566
LmjF.24.1380,46,49,29,11,0.522,0.543
LmjF.24.1390,408,1460,604,459,0.522,0.561
LmjF.24.1400,218,1866,1698,88,0.555,0.491
LmjF.24.1410,1245,1162,1028,36,0.576,0.686
LmjF.24.1420,369,1140,841,129,0.553,0.442
LmjF.24.1430,NA,0,NA,NA,NA,NA
LmjF.24.1435,117,921,867,19,0.598,0.615
LmjF.24.1440,1566,6469,3022,1395,0.645,0.5
LmjF.24.1450,213,1307,1123,106,0.568,0.577
LmjF.24.1460,377,784,326,203,0.615,0.533
LmjF.24.1470,NA,0,NA,NA,NA,NA
LmjF.24.1480,1725,4412,3675,261,0.559,0.576
LmjF.24.1490,96,2363,2346,13,0.594,0.552
LmjF.24.1500,68,52716,50546,1172,0.588,0.794
LmjF.24.1510,68,52586,50546,1172,0.588,0.794
LmjF.24.1520,411,919,433,229,0.56,0.608
LmjF.24.1530,1652,753,556,69,0.593,0.53
LmjF.24.1540,622,207,103,39,0.621,0.564
LmjF.24.1550,80,1540,1432,55,0.55,0.475
LmjF.24.1560,220,2357,2214,120,0.645,0.655
LmjF.24.1570,5082,46,25,3,0.494,0.658
LmjF.24.1580,676,5037,2766,1771,0.59,0.47
LmjF.24.1590,322,1054,489,254,0.606,0.593
LmjF.24.1600,149,6667,2962,2228,0.503,0.651
LmjF.24.1610,146,3871,3674,146,0.541,0.527
LmjF.24.1620,206,1277,1225,18,0.573,0.481
LmjF.24.1630,186,4755,4395,143,0.441,0.505
LmjF.24.1640,941,3620,3240,123,0.559,0.631
LmjF.24.1650,102,1087,380,312,0.559,0.451
LmjF.24.1660,71,514,469,19,0.606,0.662
LmjF.24.1670,96,774,694,26,0.635,0.583
LmjF.24.1680,297,3294,2574,616,0.606,0.545
LmjF.24.1690,170,1759,1137,540,0.618,0.559
LmjF.24.1700,403,3063,2689,280,0.586,0.596
LmjF.24.1710,397,2635,817,677,0.607,0.622
LmjF.24.1720,878,2257,1963,70,0.612,0.633
LmjF.24.1730,314,928,860,46,0.608,0.516
LmjF.24.1740,201,1963,1542,184,0.592,0.547
LmjF.24.1750,346,727,625,65,0.578,0.428
LmjF.24.1760,316,1105,809,76,0.623,0.57
LmjF.24.1770,116,23050,18704,1825,0.552,0.621
LmjF.24.1780,469,1841,1008,599,0.522,0.633
LmjF.24.1790,140,4501,4354,115,0.5,0.607
LmjF.24.1800,97,4389,3342,477,0.515,0.495
LmjF.24.1810,493,528,498,14,0.643,0.535
LmjF.24.1820,136,1427,948,146,0.588,0.419
LmjF.24.1830,180,1693,1516,136,0.606,0.45
LmjF.24.1840,77,3191,2461,287,0.623,0.597
LmjF.24.1850,250,2540,1148,546,0.568,0.664
LmjF.24.1860,155,4630,2252,1801,0.632,0.561
LmjF.24.1870,1128,1406,1207,45,0.582,0.652
LmjF.24.1880,2026,575,532,10,0.551,0.621
LmjF.24.1890,1360,2337,2109,124,0.558,0.657
LmjF.24.1900,211,1463,1302,110,0.502,0.659
LmjF.24.1905,107,31,28,2,0.477,0.495
LmjF.24.1910,30,698,612,44,0.467,0.3
LmjF.24.1920,422,703,513,120,0.618,0.55
LmjF.24.1930,178,1311,950,74,0.663,0.522
LmjF.24.1940,216,1433,1352,61,0.588,0.532
LmjF.24.1950,157,1256,980,268,0.669,0.446
LmjF.24.1960,774,866,799,57,0.603,0.541
LmjF.24.1970,208,1357,685,584,0.615,0.524
LmjF.24.1980,334,2605,2034,456,0.62,0.68
LmjF.24.1990,107,3446,2403,440,0.542,0.673
LmjF.24.2000,49,1108,922,167,0.551,0.633
LmjF.24.2010,412,1188,535,225,0.636,0.643
LmjF.24.2020,948,11919,9892,748,0.619,0.525
LmjF.24.2030,431,3665,2297,841,0.587,0.68
LmjF.24.2040,74,3100,2168,865,0.541,0.649
LmjF.24.2045,427,10737,9892,372,0.642,0.515
LmjF.24.2050,34,32637,27153,4243,0.647,0.618
LmjF.24.2060,935,6857,4039,2263,0.645,0.553
LmjF.24.2070,31,78717,42004,32722,0.548,0.419
LmjF.24.2080,31,78714,42004,32722,0.516,0.452
LmjF.24.2090,237,1419,981,404,0.549,0.667
LmjF.24.2100,2000,7479,4568,1819,0.562,0.556
LmjF.24.2110,146,2760,2534,138,0.527,0.623
LmjF.24.2120,595,1197,1081,51,0.593,0.657
LmjF.24.2130,763,5200,4006,549,0.558,0.646
LmjF.24.2140,887,12832,9892,1045,0.618,0.56
LmjF.24.2150,2478,6757,3024,1181,0.579,0.546
LmjF.24.2160,181,3366,3055,143,0.586,0.624
LmjF.24.2170,258,1262,843,176,0.605,0.453
LmjF.24.2180,227,1270,1250,14,0.599,0.559
LmjF.24.2190,116,1883,1436,337,0.612,0.44
LmjF.24.2200,234,2533,2230,247,0.59,0.556
LmjF.24.2210,21,90476,82826,4543,0.476,0.619
LmjF.24.2220,212,3002,1314,963,0.542,0.561
LmjF.24.2230,143,20960,19149,1598,0.594,0.727
LmjF.24.2240,37,2895,2169,418,0.595,0.514
LmjF.24.2250,44,129,76,26,0.432,0.523
LmjF.24.2260,97,1839,1794,22,0.598,0.526
LmjF.24.2270,122,901,405,355,0.582,0.385
LmjF.24.2280,108,1936,1901,11,0.565,0.444
LmjF.24.2290,435,1068,959,75,0.529,0.515
LmjF.24.2300,45,2046,1638,389,0.667,0.467
LmjF.24.2310,183,2477,1517,779,0.503,0.525
LmjF.24.2320,154,2296,1838,212,0.474,0.597
LmjF.24.2330,53,4243,3190,832,0.472,0.566
LmjF.24.2340,29,442,319,87,0.655,0.517
LmjF.24_4023.5,247,2166,1740,346,0.628,0.603
LmjF.24_4099,333,1303,870,221,0.628,0.565
LmjF.24_4099.5,198,2,1,1,0.626,0.601
LmjF.24_4136,197,989,496,451,0.579,0.614
LmjF.24_4137,557,1820,1476,184,0.596,0.555
LmjF.24_4144,149,1714,987,353,0.584,0.591
LmjF.24_4157,431,1621,1261,91,0.615,0.566
LmjF.24_4167,91,3089,3007,38,0.516,0.659
LmjF.24_4169,32,1045,1018,13,0.625,0.625
LmjF.24_4196.5,159,2093,1394,614,0.579,0.629
LmjF.24_4198,354,8768,4900,2821,0.596,0.486
LmjF.24_4213.7,153,707,574,49,0.614,0.444
LmjF.24_4215,1333,290,102,60,0.551,0.546
LmjF.24_4223.5,302,5,1,1,0.596,0.381
LmjF.24_4261,17,209825,195066,11848,0.412,0.235
LmjF.24_4262,8,68440,68149,96,0.625,0.625
LmjF.24_4263,17,209289,195066,11848,0.412,0.235
LmjF.24.ncRNA1,NA,0,NA,NA,NA,NA
LmjF.25.0010,133,2067,884,661,0.564,0.496
LmjF.25.0020,NA,0,NA,NA,NA,NA
LmjF.25.0030,221,1552,819,449,0.602,0.615
LmjF.25.0040,51,647,415,142,0.471,0.353
LmjF.25.0050,83,1669,1337,91,0.518,0.578
LmjF.25.0060,172,3992,3705,103,0.517,0.581
LmjF.25.0070,926,1735,897,477,0.609,0.55
LmjF.25.0080,243,3691,3361,148,0.556,0.605
LmjF.25.0090,165,4116,3027,800,0.552,0.57
LmjF.25.0100,205,4126,3656,418,0.556,0.629
LmjF.25.0110,205,1977,862,460,0.566,0.512
LmjF.25.0120,239,3231,2658,305,0.577,0.603
LmjF.25.0130,128,2551,1969,329,0.609,0.602
LmjF.25.0140,163,3000,2874,94,0.564,0.583
LmjF.25.0150,17,553,339,155,0.765,0.588
LmjF.25.0160,268,2226,1004,802,0.563,0.534
LmjF.25.0170,140,1848,1477,163,0.571,0.743
LmjF.25.0180,389,692,492,64,0.581,0.522
LmjF.25.0190,185,1964,1889,46,0.643,0.703
LmjF.25.0200,505,863,777,30,0.57,0.568
LmjF.25.0210,1541,1660,1287,159,0.554,0.622
LmjF.25.0220,287,1245,1153,60,0.641,0.613
LmjF.25.0230,237,4271,1713,1663,0.561,0.544
LmjF.25.0240,187,1145,1034,46,0.647,0.519
LmjF.25.0250,116,1677,1620,24,0.578,0.491
LmjF.25.0260,284,3805,3570,89,0.595,0.525
LmjF.25.0270,182,1751,1605,50,0.566,0.511
LmjF.25.0280,98,775,706,12,0.551,0.469
LmjF.25.0290,393,2449,1342,885,0.552,0.697
LmjF.25.0300,164,684,298,220,0.634,0.579
LmjF.25.0305,56,3279,3097,72,0.554,0.518
LmjF.25.0310,228,1417,1356,15,0.553,0.504
LmjF.25.0320,410,3257,2348,346,0.585,0.515
LmjF.25.0330,232,1561,443,370,0.608,0.491
LmjF.25.0340,1054,1552,866,407,0.556,0.621
LmjF.25.0350,271,46,20,12,0.613,0.572
LmjF.25.0360,211,3772,3330,309,0.545,0.588
LmjF.25.0370,154,1199,1074,115,0.578,0.545
LmjF.25.0380,750,915,570,246,0.585,0.575
LmjF.25.0390,381,270,225,22,0.627,0.551
LmjF.25.0400,264,2115,1300,687,0.644,0.572
LmjF.25.0410,124,3915,3270,339,0.597,0.468
LmjF.25.0420,578,1080,798,226,0.583,0.561
LmjF.25.0430,238,1091,879,104,0.55,0.626
LmjF.25.0440,471,766,535,188,0.592,0.618
LmjF.25.0450,1045,41,9,5,0.555,0.621
LmjF.25.0460,207,3855,2809,354,0.556,0.575
LmjF.25.0470,1647,1327,1184,59,0.563,0.609
LmjF.25.0480,1189,1400,976,234,0.579,0.511
LmjF.25.0490,153,6904,5387,397,0.464,0.791
LmjF.25.0500,503,3131,2970,79,0.509,0.702
LmjF.25.0510,1022,1574,668,591,0.565,0.556
LmjF.25.0520,2595,8993,3627,3538,0.503,0.593
LmjF.25.0530,375,789,202,110,0.549,0.659
LmjF.25.0540,377,2016,1772,82,0.488,0.671
LmjF.25.0550,174,1466,794,608,0.649,0.655
LmjF.25.0560,75,2712,2136,326,0.587,0.44
LmjF.25.0570,77,2137,706,504,0.584,0.468
LmjF.25.0580,238,940,595,119,0.58,0.58
LmjF.25.0590,137,13,6,3,0.518,0.693
LmjF.25.0600,220,2129,1685,211,0.568,0.65
LmjF.25.0610,917,1431,1088,133,0.563,0.552
LmjF.25.0620,146,1314,698,302,0.562,0.637
LmjF.25.0630,121,13,12,1,0.612,0.702
LmjF.25.0640,43,1791,1631,94,0.488,0.488
LmjF.25.0650,307,745,695,9,0.625,0.622
LmjF.25.0660,85,8131,4102,3522,0.565,0.518
LmjF.25.0670,1016,2841,2691,35,0.542,0.615
LmjF.25.0680,232,42,8,7,0.543,0.625
LmjF.25.0690,388,175,69,65,0.552,0.652
LmjF.25.0700,287,968,847,86,0.578,0.54
LmjF.25.0710,62,1650,908,248,0.452,0.629
LmjF.25.0715,83,10143,8561,1311,0.494,0.386
LmjF.25.0720,26,71690,69446,1099,0.423,0.654
LmjF.25.0730,24,92801,91760,1004,0.417,0.708
LmjF.25.0740,357,1445,1285,44,0.507,0.541
LmjF.25.0750,786,6539,5288,958,0.525,0.669
LmjF.25.0760,35,1735,1018,313,0.571,0.629
LmjF.25.0770,31,3,2,1,0.677,0.645
LmjF.25.0780,169,2977,2569,318,0.55,0.686
LmjF.25.0790,1431,115,40,8,0.575,0.597
LmjF.25.0800,3,547,537,10,0.667,0.667
LmjF.25.0810,2896,1606,1001,298,0.545,0.589
LmjF.25.0820,46,5778,5420,256,0.478,0.783
LmjF.25.0830,1761,1012,620,315,0.555,0.583
LmjF.25.0840,1283,1267,1106,66,0.583,0.579
LmjF.25.0850,545,1462,1057,167,0.55,0.47
LmjF.25.0860,115,209,181,20,0.617,0.661
LmjF.25.0870,18,1902,938,379,0.556,0.333
LmjF.25.0880,1041,357,296,19,0.615,0.554
LmjF.25.0890,230,2312,2224,44,0.626,0.543
LmjF.25.0900,189,2764,1863,682,0.566,0.566
LmjF.25.0910,89,49820,47925,1499,0.506,0.674
LmjF.25.0920,559,821,563,31,0.533,0.59
LmjF.25.0930,180,1688,1176,427,0.578,0.622
LmjF.25.0940,44,5,3,1,0.545,0.386
LmjF.25.0950,23,14,11,1,0.652,0.696
LmjF.25.0960,500,2109,1979,76,0.552,0.434
LmjF.25.0970,429,575,539,24,0.59,0.515
LmjF.25.0980,NA,0,NA,NA,NA,NA
LmjF.25.0990,445,5783,2148,1401,0.548,0.607
LmjF.25.1000,420,2499,2239,165,0.586,0.636
LmjF.25.1010,1005,2313,1653,244,0.569,0.55
LmjF.25.1015,122,3088,2806,241,0.631,0.631
LmjF.25.1020,277,1530,1413,55,0.617,0.621
LmjF.25.1030,257,1167,629,478,0.599,0.51
LmjF.25.1040,1018,910,787,81,0.617,0.554
LmjF.25.1050,171,2975,2800,80,0.579,0.45
LmjF.25.1060,212,2777,1856,833,0.571,0.66
LmjF.25.1070,414,1827,1064,226,0.568,0.546
LmjF.25.1080,319,2026,1919,27,0.539,0.705
LmjF.25.1090,552,584,538,19,0.576,0.636
LmjF.25.1100,521,1858,1604,105,0.589,0.62
LmjF.25.1110,NA,0,NA,NA,NA,NA
LmjF.25.1120,162,8677,7884,293,0.556,0.599
LmjF.25.1130,160,8142,5420,1932,0.606,0.625
LmjF.25.1140,2189,2430,1283,754,0.617,0.537
LmjF.25.1150,351,1348,1151,39,0.584,0.615
LmjF.25.1160,477,3125,1121,861,0.597,0.629
LmjF.25.1170,191,3440,1583,1402,0.555,0.586
LmjF.25.1180,207,5246,4757,423,0.541,0.657
LmjF.25.1190,42,81087,63103,13015,0.595,0.714
LmjF.25.1200,15,733,657,45,0.6,0.4
LmjF.25.1210,85,1578,1397,73,0.565,0.6
LmjF.25.1220,134,1374,1215,70,0.612,0.493
LmjF.25.1230,1550,559,339,121,0.631,0.535
LmjF.25.1250,433,30,18,3,0.614,0.513
LmjF.25.1260,240,469,402,56,0.579,0.592
LmjF.25.1270,523,1286,1153,115,0.574,0.589
LmjF.25.1280,501,2,1,1,0.577,0.547
LmjF.25.1290,NA,0,NA,NA,NA,NA
LmjF.25.1300,339,1371,1141,159,0.617,0.504
LmjF.25.1310,363,2058,1489,367,0.565,0.661
LmjF.25.1315,145,8219,3127,1548,0.621,0.634
LmjF.25.1320,1623,3001,1309,860,0.605,0.543
LmjF.25.1330,300,1346,1284,24,0.617,0.583
LmjF.25.1340,225,783,611,132,0.582,0.64
LmjF.25.1350,NA,0,NA,NA,NA,NA
LmjF.25.1360,1004,839,690,70,0.581,0.515
LmjF.25.1370,282,2529,722,547,0.603,0.493
LmjF.25.1380,56,782,434,265,0.661,0.554
LmjF.25.1390,317,2791,2491,200,0.58,0.565
LmjF.25.1400,455,1776,1605,109,0.6,0.578
LmjF.25.1410,293,1362,1254,38,0.58,0.471
LmjF.25.1420,199,8134,6745,623,0.533,0.648
LmjF.25.1430,165,2874,2195,352,0.594,0.515
LmjF.25.1440,562,1359,953,77,0.546,0.555
LmjF.25.1443,1588,2347,1458,405,0.469,0.637
LmjF.25.1445,197,2321,2031,171,0.508,0.513
LmjF.25.1450,109,1492,766,549,0.569,0.569
LmjF.25.1460,116,3200,1307,1292,0.491,0.422
LmjF.25.1470,34,860,771,39,0.5,0.382
LmjF.25.1480,515,665,631,14,0.586,0.619
LmjF.25.1490,179,156,78,42,0.654,0.676
LmjF.25.1500,153,845,651,181,0.595,0.523
LmjF.25.1510,1737,4368,2310,987,0.592,0.567
LmjF.25.1520,272,2265,793,716,0.562,0.511
LmjF.25.1530,219,1469,913,308,0.548,0.525
LmjF.25.1540,82,1839,1576,174,0.598,0.451
LmjF.25.1550,175,4034,3202,570,0.56,0.583
LmjF.25.1560,1235,1016,725,173,0.569,0.593
LmjF.25.1570,515,587,575,5,0.577,0.629
LmjF.25.1580,841,7116,3476,2172,0.57,0.62
LmjF.25.1590,605,456,431,13,0.607,0.547
LmjF.25.1600,126,1255,1003,190,0.627,0.508
LmjF.25.1610,132,6488,3916,1204,0.583,0.598
LmjF.25.1620,105,6113,5807,200,0.543,0.638
LmjF.25.1630,556,2260,1754,153,0.595,0.656
LmjF.25.1640,NA,0,NA,NA,NA,NA
LmjF.25.1645,603,2,1,1,0.632,0.562
LmjF.25.1650,64,2050,1665,255,0.625,0.547
LmjF.25.1660,44,1884,1192,205,0.568,0.5
LmjF.25.1670,109,3050,1059,959,0.624,0.56
LmjF.25.1680,797,2896,2378,348,0.617,0.582
LmjF.25.1690,134,2144,1266,481,0.567,0.657
LmjF.25.1700,85,1537,1382,63,0.482,0.412
LmjF.25.1705,205,3507,1011,930,0.571,0.502
LmjF.25.1710,181,3761,2594,851,0.541,0.602
LmjF.25.1720,135,883,761,47,0.6,0.37
LmjF.25.1730,81,1713,1540,125,0.605,0.568
LmjF.25.1740,465,3681,2218,894,0.546,0.546
LmjF.25.1750,315,5206,2639,2094,0.587,0.556
LmjF.25.1760,382,1739,701,435,0.592,0.531
LmjF.25.1770,178,8032,7833,134,0.596,0.73
LmjF.25.1780,245,4,2,1,0.616,0.604
LmjF.25.1790,180,3801,3558,203,0.539,0.578
LmjF.25.1800,467,1345,777,417,0.572,0.563
LmjF.25.1810,281,1714,1464,178,0.619,0.673
LmjF.25.1820,348,2602,1315,679,0.557,0.532
LmjF.25.1830,1026,1724,1496,133,0.583,0.58
LmjF.25.1840,468,2371,2229,99,0.592,0.65
LmjF.25.1850,231,1061,869,101,0.593,0.606
LmjF.25.1860,235,1056,935,96,0.57,0.519
LmjF.25.1870,680,18,10,2,0.628,0.506
LmjF.25.1880,376,2416,2251,83,0.54,0.596
LmjF.25.1890,512,101,30,24,0.635,0.555
LmjF.25.1900,86,36,15,6,0.616,0.581
LmjF.25.1910,115,1934,1595,173,0.539,0.496
LmjF.25.1920,185,1820,1606,110,0.616,0.53
LmjF.25.1930,25,1289,1287,1,0.68,0.64
LmjF.25.1940,103,1067,932,44,0.515,0.495
LmjF.25.1950,459,989,825,57,0.558,0.558
LmjF.25.1960,334,1,1,1,0.521,0.542
LmjF.25.1970,274,289,193,59,0.566,0.602
LmjF.25.1980,784,804,678,44,0.605,0.561
LmjF.25.1990,204,1221,955,131,0.544,0.52
LmjF.25.2000,1525,1640,422,387,0.583,0.519
LmjF.25.2010,138,23651,22305,1152,0.616,0.732
LmjF.25.2020,152,3537,2182,757,0.572,0.658
LmjF.25.2030,1529,1479,1284,36,0.554,0.629
LmjF.25.2040,633,1182,1039,66,0.622,0.722
LmjF.25.2050,221,861,827,18,0.606,0.615
LmjF.25.2060,202,1064,841,141,0.604,0.554
LmjF.25.2070,332,732,595,66,0.62,0.678
LmjF.25.2080,280,1325,1000,213,0.568,0.575
LmjF.25.2090,86,7138,7011,28,0.593,0.721
LmjF.25.2095,63,2953,2375,223,0.556,0.444
LmjF.25.2100,264,537,479,26,0.58,0.568
LmjF.25.2110,171,827,445,158,0.614,0.661
LmjF.25.2120,133,6146,5764,324,0.541,0.556
LmjF.25.2130,367,5195,4696,96,0.589,0.662
LmjF.25.2140,103,6003,5459,193,0.466,0.67
LmjF.25.2150,92,2499,2379,76,0.478,0.652
LmjF.25.2155,26,1978,1589,175,0.423,0.577
LmjF.25.2160,36,2662,2320,295,0.5,0.5
LmjF.25.2170,49,1710,1631,52,0.571,0.49
LmjF.25.2180,32,1719,1304,295,0.5,0.281
LmjF.25.2190,29,1679,1412,122,0.483,0.276
LmjF.25.2200,114,3040,2918,56,0.553,0.64
LmjF.25.2210,573,1811,1606,75,0.583,0.588
LmjF.25.2220,383,1739,1503,94,0.595,0.556
LmjF.25.2230,160,1533,1009,400,0.531,0.6
LmjF.25.2235,235,2,1,1,0.553,0.404
LmjF.25.2240,95,519,506,4,0.611,0.4
LmjF.25.2250,331,25,21,1,0.547,0.565
LmjF.25.2260,251,4046,3984,45,0.618,0.566
LmjF.25.2270,542,1417,1292,40,0.625,0.559
LmjF.25.2280,1217,1216,484,230,0.585,0.6
LmjF.25.2290,291,311,186,66,0.612,0.636
LmjF.25.2300,244,1933,1078,806,0.619,0.496
LmjF.25.2310,344,1863,1624,147,0.59,0.584
LmjF.25.2320,143,4527,4098,139,0.559,0.699
LmjF.25.2330,161,535,459,59,0.59,0.522
LmjF.25.2340,1120,4214,3761,305,0.571,0.647
LmjF.25.2350,131,1349,1211,52,0.565,0.542
LmjF.25.2360,113,2112,1858,222,0.611,0.611
LmjF.25.2370,196,1438,1066,126,0.546,0.571
LmjF.25.2375,323,1576,1283,109,0.588,0.625
LmjF.25.2380,500,1024,593,292,0.594,0.632
LmjF.25.2400,140,1852,1399,234,0.557,0.65
LmjF.25.2410,131,6010,5599,375,0.443,0.679
LmjF.25.2420,94,2980,1200,935,0.532,0.543
LmjF.25.2430,528,1268,901,271,0.562,0.553
LmjF.25.2440,88,1148,1138,2,0.58,0.545
LmjF.25.2450,80,95695,84306,11012,0.612,0.775
LmjF.25.2460,264,21766,21431,115,0.629,0.598
LmjF.25_4285,147,4276,2802,536,0.531,0.517
LmjF.25_4288,257,4652,4317,202,0.584,0.584
LmjF.25_4291,9,4934,4841,30,0.556,0.444
LmjF.25_4294,437,2225,1341,399,0.577,0.568
LmjF.25_4294.4,21,2183,1297,684,0.524,0.524
LmjF.25_4295.5,29,552,450,102,0.586,0.655
LmjF.25_4345,188,1729,1403,206,0.569,0.606
LmjF.25_4357,116,3078,1335,1036,0.526,0.612
LmjF.25_4359,28,2770,2568,166,0.25,0.321
LmjF.25_4361,14,1343,1284,32,0.5,0.429
LmjF.25_4377,2,1388,1383,2,1,0.5
LmjF.25_4378,1010,293,148,90,0.582,0.566
LmjF.25_4396,97,2034,1786,157,0.577,0.557
LmjF.25_4431,130,492,426,38,0.477,0.392
LmjF.25_4440,247,67,56,4,0.543,0.502
LmjF.25_4441,157,3491,2527,761,0.49,0.503
LmjF.25_4491,35,1765,1477,119,0.6,0.4
LmjF.25_4545,13,1947,1526,397,0.769,0.538
LmjF.25_4554,15,25113,24555,519,0.667,0.4
LmjF.25_4556,66,6999,6930,12,0.591,0.515
LmjF.25_4557,NA,0,NA,NA,NA,NA
LmjF.26.0005,20,3680,1882,1093,0.75,0.3
LmjF.26.0010,74,1823,1755,43,0.5,0.5
LmjF.26.0020,183,871,513,304,0.47,0.694
LmjF.26.0030,124,857,704,91,0.556,0.589
LmjF.26.0040,214,608,525,65,0.589,0.617
LmjF.26.0050,11,2447,1119,949,0.545,0.636
LmjF.26.0055,114,2123,1799,231,0.553,0.535
LmjF.26.0058,193,793,684,81,0.523,0.523
LmjF.26.0060,115,8998,8602,272,0.574,0.565
LmjF.26.0070,269,10492,9138,1090,0.628,0.662
LmjF.26.0075,1211,12239,7250,2114,0.618,0.576
LmjF.26.0100,115,8998,8602,272,0.574,0.565
LmjF.26.0110,269,10492,9138,1090,0.628,0.662
LmjF.26.0115,1173,13182,7250,2114,0.616,0.577
LmjF.26.0140,149,3168,2734,371,0.564,0.611
LmjF.26.0150,318,945,598,135,0.563,0.597
LmjF.26.0160,4949,2352,1211,476,0.545,0.639
LmjF.26.0170,73,163,48,36,0.589,0.548
LmjF.26.0180,1235,1307,1094,54,0.623,0.507
LmjF.26.0185,217,1767,1387,224,0.571,0.576
LmjF.26.0190,1372,4471,2426,1326,0.622,0.526
LmjF.26.0200,261,636,417,139,0.655,0.579
LmjF.26.0210,148,1687,1557,64,0.547,0.588
LmjF.26.0220,864,2920,1984,367,0.601,0.632
LmjF.26.0230,366,874,844,13,0.607,0.541
LmjF.26.0240,355,2658,2530,70,0.589,0.592
LmjF.26.0250,37,709,697,8,0.676,0.378
LmjF.26.0260,273,846,575,196,0.579,0.52
LmjF.26.0270,378,1398,865,175,0.648,0.558
LmjF.26.0280,408,1879,825,577,0.596,0.598
LmjF.26.0290,9,1866,1309,489,0.778,0.333
LmjF.26.0300,264,500,380,40,0.617,0.659
LmjF.26.0310,68,494,381,97,0.574,0.441
LmjF.26.0320,294,2604,1747,308,0.609,0.592
LmjF.26.0330,400,224,209,2,0.66,0.572
LmjF.26.0340,445,1186,1037,56,0.647,0.593
LmjF.26.0350,375,1620,601,451,0.592,0.483
LmjF.26.0360,76,606,343,204,0.605,0.395
LmjF.26.0370,371,1165,606,185,0.633,0.569
LmjF.26.0380,155,1397,1059,205,0.568,0.497
LmjF.26.0390,147,1251,1185,35,0.585,0.544
LmjF.26.0400,155,892,855,17,0.561,0.587
LmjF.26.0410,11,2329,2106,82,0.545,0.364
LmjF.26.0420,170,835,653,126,0.635,0.388
LmjF.26.0430,46,1921,812,776,0.435,0.174
LmjF.26.0440,37,1474,1306,94,0.568,0.486
LmjF.26.0450,346,1774,1241,250,0.564,0.578
LmjF.26.0460,713,1,1,1,0.59,0.499
LmjF.26.0470,75,1213,1173,27,0.587,0.6
LmjF.26.0480,169,2010,925,429,0.568,0.533
LmjF.26.0490,425,2064,1493,422,0.626,0.539
LmjF.26.0500,332,1724,1408,134,0.608,0.539
LmjF.26.0520,2372,864,260,241,0.622,0.541
LmjF.26.0540,508,1033,590,202,0.573,0.549
LmjF.26.0550,290,2399,2025,247,0.628,0.555
LmjF.26.0560,304,1794,1593,107,0.582,0.497
LmjF.26.0570,195,3760,3323,226,0.554,0.626
LmjF.26.0580,143,2849,1177,1053,0.657,0.524
LmjF.26.0590,190,2,1,1,0.621,0.737
LmjF.26.0600,281,2654,2409,75,0.58,0.665
LmjF.26.0610,173,1020,820,69,0.613,0.636
LmjF.26.0620,144,14142,6442,6375,0.486,0.688
LmjF.26.0630,90,1389,1230,24,0.622,0.689
LmjF.26.0640,132,10557,9628,401,0.523,0.742
LmjF.26.0650,420,1091,541,403,0.624,0.621
LmjF.26.0660,381,2835,1942,393,0.564,0.606
LmjF.26.0670,215,1338,997,283,0.577,0.595
LmjF.26.0680,42,4020,1803,1582,0.548,0.69
LmjF.26.0690,474,1868,1712,114,0.574,0.662
LmjF.26.0700,318,1155,663,412,0.594,0.585
LmjF.26.0710,936,1475,1164,97,0.556,0.627
LmjF.26.0720,156,1059,925,96,0.596,0.5
LmjF.26.0730,1527,102,70,10,0.572,0.678
LmjF.26.0740,152,161,39,38,0.579,0.605
LmjF.26.0750,522,657,627,9,0.519,0.617
LmjF.26.0760,71,1428,799,210,0.507,0.479
LmjF.26.0770,147,2506,1651,330,0.415,0.449
LmjF.26.0780,129,1404,1260,61,0.566,0.574
LmjF.26.0790,274,2434,1935,337,0.566,0.46
LmjF.26.0800,195,10366,5738,3832,0.61,0.513
LmjF.26.0810,195,10366,5738,3832,0.61,0.513
LmjF.26.0820,317,8047,7211,407,0.476,0.65
LmjF.26.0830,219,4988,2705,1168,0.521,0.667
LmjF.26.0840,565,1523,1360,132,0.612,0.483
LmjF.26.0850,533,2934,2784,70,0.638,0.529
LmjF.26.0860,292,834,749,43,0.599,0.527
LmjF.26.0870,503,2072,1025,760,0.571,0.489
LmjF.26.0880,23,33666,32231,828,0.478,0.696
LmjF.26.0890,34,48987,42534,3216,0.559,0.5
LmjF.26.0900,297,1179,932,54,0.586,0.603
LmjF.26.0910,66,1410,1282,70,0.621,0.636
LmjF.26.0920,231,1526,1130,165,0.654,0.459
